commodity,unit,min,max,avg
गोलभेडा ठूलो(भारतीय),केजी,रू ७०.००,रू ८०.००,रू ७५.००
गोलभेडा सानो(लोकल),के.जी.,रू २५.००,रू ३५.००,रू ३०.००
गोलभेडा सानो(भारतीय),के जी,रू २०.००,रू ४०.००,रू ३०.००
गोलभेडा सानो(तराई),के जी,रू ४०.००,रू ५०.००,रू ४५.००
आलु रातो(लाम्चो),के.जी.,रू १५.००,रू २०.००,रू १७.५०
आलु रातो(भारतीय),के जी,रू २०.००,रू २२.००,रू २१.००
प्याज सुकेको (भारतीय),के.जी.,रू ३४.००,रू ३६.००,रू ३५.००
गाजर(लोकल),के.जी.,रू २०.००,रू ३५.००,रू २७.५०
गाजर(तराई),केजी,रू १६.००,रू ३०.००,रू २२.७५
बन्दा(लोकल),के.जी.,रू २२.००,रू ३०.००,रू २६.००
बन्दा(नरिवल),केजी,रू १८.००,रू २५.००,रू २१.५०
काउली स्थानिय,के.जी.,रू ७०.००,रू ८०.००,रू ७५.००
स्थानीय काउली(ज्यापु),केजी,रू ८०.००,रू १००.००,रू ९०.००
काउली तराई,के.जी.,रू ५५.००,रू ७०.००,रू ६२.५०
मूला सेतो(लोकल),के.जी.,रू १५.००,रू २०.००,रू १७.५०
सेतो मूला(हाइब्रीड),केजी,रू २०.००,रू ३०.००,रू २६.००
भन्टा लाम्चो,के.जी.,रू ५०.००,रू ६०.००,रू ५५.००
भन्टा डल्लो,के.जी.,रू ६०.००,रू ७०.००,रू ६५.००
बोडी(तने),के.जी.,रू १२०.००,रू १४०.००,रू १३३.३३
मटरकोशा,के.जी.,रू ४०.००,रू ५०.००,रू ४५.२५
घिउ सिमी(लोकल),के.जी.,रू ११०.००,रू १२०.००,रू ११५.००
घिउ सिमी(हाइब्रीड),केजी,रू ९०.००,रू ११०.००,रू १००.००
घिउ सिमी(राजमा),केजी,रू ८०.००,रू ९०.००,रू ८५.००
टाटे सिमी,के.जी.,रू ७०.००,रू ८०.००,रू ७५.००
तितो करेला,के.जी.,रू १२०.००,रू १५०.००,रू १३६.००
लौका,के.जी.,रू ९०.००,रू १००.००,रू ९५.००
परवर(तराई),केजी,रू ८०.००,रू ९०.००,रू ८५.००
घिरौला,के.जी.,रू ११०.००,रू १३०.००,रू १२०.००
फर्सी पाकेको,के.जी.,रू ५०.००,रू ६०.००,रू ५५.००
फर्सी हरियो(लाम्चो),के.जी.,रू ८०.००,रू ९०.००,रू ८५.००
हरियो फर्सी(डल्लो),केजी,रू ५५.००,रू ६५.००,रू ६०.००
भिण्डी,के.जी.,रू १३०.००,रू १४०.००,रू १३५.००
सखरखण्ड,के.जी.,रू ६५.००,रू ७५.००,रू ७०.००
बरेला,के.जी.,रू ६०.००,रू ७०.००,रू ६५.००
पिंडालू,के.जी.,रू ४५.००,रू ६०.००,रू ५२.५०
स्कूस,के.जी.,रू ५०.००,रू ६०.००,रू ५५.००
रायो साग,के.जी.,रू ६०.००,रू ८०.००,रू ७०.००
पालूगो साग,के.जी.,रू १००.००,रू ११०.००,रू १०५.००
चमसूरको साग,के.जी.,रू १००.००,रू ११०.००,रू १०५.००
तोरीको साग,के.जी.,रू ४०.००,रू ५०.००,रू ४५.००
मेथीको साग,के.जी.,रू १००.००,रू ११०.००,रू १०५.००
प्याज हरियो,के.जी.,रू ५०.००,रू ७०.००,रू ६०.००
बकूला,के.जी.,रू ४५.००,रू ५५.००,रू ५०.००
तरुल,के.जी.,रू ६०.००,रू ७०.००,रू ६५.००
च्याउ(कन्य),के.जी.,रू १२०.००,रू १५०.००,रू १३५.००
च्याउ(डल्ले),के जी,रू २५०.००,रू ३००.००,रू २७५.००
राजा च्याउ,के.जी.,रू २८०.००,रू ३००.००,रू २९०.००
सिताके च्याउ,के.जी.,रू ८००.००,"रू १,०००.००",रू ९००.००
कुरीलो,के.जी.,रू ४००.००,रू ४५०.००,रू ४२५.००
न्यूरो,के.जी.,रू ७०.००,रू ८०.००,रू ७५.००
ब्रोकाउली,के.जी.,रू ९०.००,रू ११०.००,रू १००.००
चुकुन्दर,के.जी.,रू ५०.००,रू ६०.००,रू ५५.००
सजिवन,के.जी.,रू १००.००,रू १२०.००,रू ११०.००
कोइरालो,के.जी.,रू १८०.००,रू २२०.००,रू २००.००
रातो बन्दा,के.जी.,रू ५०.००,रू ६०.००,रू ५३.३३
जिरीको साग,के.जी.,रू ५०.००,रू ६०.००,रू ५५.००
ग्याठ कोबी,के.जी.,रू ५०.००,रू ६०.००,रू ५५.००
सेलरी,के.जी.,रू १००.००,रू १२०.००,रू ११०.००
पार्सले,के.जी.,रू १५०.००,रू २००.००,रू १७५.००
सौफको साग,के.जी.,रू १००.००,रू ११०.००,रू १०५.००
पुदीना,के.जी.,रू १००.००,रू १२०.००,रू ११०.००
गान्टे मूला,के.जी.,रू ४०.००,रू ५०.००,रू ४५.००
इमली,के.जी.,रू १७०.००,रू १८०.००,रू १७५.००
तामा,के.जी.,रू ११०.००,रू १३०.००,रू १२०.००
तोफु,के.जी.,रू १३०.००,रू १५०.००,रू १४०.००
गुन्दुक,के.जी.,रू ३००.००,रू ३२०.००,रू ३१०.००
स्याउ(झोले),के.जी.,रू २००.००,रू २५०.००,रू २२५.००
स्याउ(फूजी),के जी,रू २५०.००,रू ३००.००,रू २७५.००
केरा(नेपाली),दर्जन,रू २००.००,रू २२०.००,रू २१०.००
कागती,के.जी.,रू २२०.००,रू २४०.००,रू २३०.००
अनार,के.जी.,रू ३००.००,रू ३५०.००,रू ३२५.००
अंगुर(हरियो),के.जी.,रू २००.००,रू २२०.००,रू २१०.००
अंगुर(कालो),केजी,रू ३३०.००,रू ३५०.००,रू ३४०.००
सुन्तला(भारतीय),केजी,रू १३०.००,रू १५०.००,रू १४०.००
तरबुजा(हरियो),के.जी.,रू ४०.००,रू ५०.००,रू ४५.००
भुई कटहर,प्रति गोटा,रू १५०.००,रू १६०.००,रू १५५.००
काक्रो(लोकल),के.जी.,रू ४०.००,रू ५०.००,रू ४५.००
काक्रो(हाइब्रीड),के जी,रू २०.००,रू ३०.००,रू २५.००
काक्रो(लोकलक्रस),के.जी.,रू ३५.००,रू ४५.००,रू ४०.००
रुख कटहर,के.जी.,रू १००.००,रू १२०.००,रू ११०.००
नासपाती(चाइनिज),केजी,रू २२०.००,रू २५०.००,रू २३५.००
