commodity,unit,min,max,avg
गोलभेडा ठूलो(भारतीय),केजी,रू ८०.००,रू ९०.००,रू ८५.००
गोलभेडा सानो(लोकल),के.जी.,रू २५.००,रू ३०.००,रू २७.५०
गोलभेडा सानो(टनेल),के जी,रू ५०.००,रू ६०.००,रू ५५.००
गोलभेडा सानो(भारतीय),के जी,रू ३०.००,रू ४३.००,रू ३६.००
गोलभेडा सानो(तराई),के जी,रू ४५.००,रू ६०.००,रू ५३.११
आलु रातो(लाम्चो),के.जी.,रू २४.००,रू ३०.००,रू २७.१४
आलु रातो(भारतीय),के जी,रू २३.००,रू २५.००,रू २४.२५
प्याज सुकेको (भारतीय),के.जी.,रू ४३.००,रू ४५.००,रू ४४.२०
गाजर(लोकल),के.जी.,रू ५०.००,रू ६०.००,रू ५५.००
गाजर(तराई),केजी,रू ४०.००,रू ४५.००,रू ४२.५०
बन्दा(लोकल),के.जी.,रू ६०.००,रू ७०.००,रू ६५.००
बन्दा(तराई),केजी,रू ४०.००,रू ५०.००,रू ४५.००
बन्दा(नरिवल),केजी,रू ३५.००,रू ५०.००,रू ४३.३३
काउली स्थानिय,के.जी.,रू ६०.००,रू ७०.००,रू ६५.००
स्थानीय काउली(ज्यापु),केजी,रू ७०.००,रू ८०.००,रू ७५.००
काउली तराई,के.जी.,रू ४५.००,रू ६०.००,रू ५४.१७
मूला रातो,के.जी.,रू २५.००,रू ३५.००,रू ३०.००
मूला सेतो(लोकल),के.जी.,रू १२.००,रू १६.००,रू १४.००
सेतो मूला(हाइब्रीड),केजी,रू १८.००,रू २२.००,रू २०.००
भन्टा लाम्चो,के.जी.,रू ५०.००,रू ६०.००,रू ५५.००
भन्टा डल्लो,के.जी.,रू ६०.००,रू ७०.००,रू ६६.६७
मटरकोशा,के.जी.,रू ६०.००,रू ७०.००,रू ६५.००
घिउ सिमी(लोकल),के.जी.,रू १००.००,रू १२०.००,रू ११०.००
घिउ सिमी(हाइब्रीड),केजी,रू ८०.००,रू १००.००,रू ९०.००
घिउ सिमी(राजमा),केजी,रू ११०.००,रू १३०.००,रू १२०.००
टाटे सिमी,के.जी.,रू ८०.००,रू ९०.००,रू ८५.००
तितो करेला,के.जी.,रू १७०.००,रू १९०.००,रू १८०.००
लौका,के.जी.,रू ७५.००,रू ९०.००,रू ८३.७५
परवर(तराई),केजी,रू २२०.००,रू २४०.००,रू २३०.००
फर्सी पाकेको,के.जी.,रू ४०.००,रू ५०.००,रू ४५.००
फर्सी हरियो(लाम्चो),के.जी.,रू २५.००,रू ३५.००,रू ३०.००
हरियो फर्सी(डल्लो),केजी,रू ३०.००,रू ४०.००,रू ३५.००
सलगम,के.जी.,रू ६०.००,रू ७०.००,रू ६५.००
भिण्डी,के.जी.,रू १३०.००,रू १५०.००,रू १४०.००
सखरखण्ड,के.जी.,रू ६०.००,रू ७०.००,रू ६५.००
बरेला,के.जी.,रू ४५.००,रू ५५.००,रू ५०.००
पिंडालू,के.जी.,रू ५०.००,रू ६५.००,रू ५७.५०
स्कूस,के.जी.,रू ७०.००,रू ८०.००,रू ७५.००
रायो साग,के.जी.,रू २०.००,रू ३०.००,रू २५.००
पालूगो साग,के.जी.,रू ७०.००,रू ८०.००,रू ७५.००
चमसूरको साग,के.जी.,रू ६०.००,रू ७०.००,रू ६५.००
मेथीको साग,के.जी.,रू ८०.००,रू ९०.००,रू ८५.००
प्याज हरियो,के.जी.,रू ४०.००,रू ६०.००,रू ५२.५०
बकूला,के.जी.,रू ८०.००,रू ९०.००,रू ८५.००
तरुल,के.जी.,रू ६०.००,रू ८०.००,रू ७०.००
च्याउ(कन्य),के.जी.,रू ७०.००,रू १००.००,रू ८५.००
च्याउ(डल्ले),के जी,रू ४००.००,रू ४५०.००,रू ४२५.००
राजा च्याउ,के.जी.,रू २८०.००,रू ३००.००,रू २९०.००
सिताके च्याउ,के.जी.,रू ८००.००,"रू १,०००.००",रू ९००.००
ब्रोकाउली,के.जी.,रू ४०.००,रू ६०.००,रू ५२.५०
चुकुन्दर,के.जी.,रू ६०.००,रू ७०.००,रू ६५.००
सजिवन,के.जी.,रू २२०.००,रू २४०.००,रू २३०.००
रातो बन्दा,के.जी.,रू ११०.००,रू १४०.००,रू १२३.३३
जिरीको साग,के.जी.,रू ८०.००,रू १००.००,रू ९०.००
ग्याठ कोबी,के.जी.,रू ५०.००,रू ६०.००,रू ५५.००
सेलरी,के.जी.,रू १८०.००,रू २००.००,रू १९०.००
पार्सले,के.जी.,रू ५००.००,रू ६००.००,रू ५५०.००
सौफको साग,के.जी.,रू ७०.००,रू ९०.००,रू ८०.००
पुदीना,के.जी.,रू २५०.००,रू ३००.००,रू २७५.००
गान्टे मूला,के.जी.,रू ७०.००,रू ८०.००,रू ७५.००
इमली,के.जी.,रू १७०.००,रू १८०.००,रू १७५.००
तामा,के.जी.,रू ११०.००,रू १२०.००,रू ११५.००
तोफु,के.जी.,रू १३०.००,रू १५०.००,रू १४०.००
गुन्दुक,के.जी.,रू ३२०.००,रू ३५०.००,रू ३३५.००
रुख टमाटर,केजी,रू २४०.००,रू २६०.००,रू २५०.००
स्याउ(झोले),के.जी.,रू २२०.००,रू २८०.००,रू २५०.००
स्याउ(फूजी),के जी,रू २८०.००,रू ३३०.००,रू ३०५.००
केरा(नेपाली),दर्जन,रू १४०.००,रू १६०.००,रू १५०.००
अनार,के.जी.,रू ३००.००,रू ३५०.००,रू ३२३.३३
सुन्तला(नेपाली),के.जी.,रू १४०.००,रू १८०.००,रू १६०.००
तरबुजा(हरियो),के.जी.,रू ८०.००,रू ९०.००,रू ८५.००
मौसम,के.जी.,रू ११०.००,रू १३०.००,रू १२०.००
जुनार,के.जी.,रू ११०.००,रू १३०.००,रू १२०.००
भुई कटहर,प्रति गोटा,रू १४५.००,रू १५५.००,रू १५०.००
काक्रो(लोकल),के.जी.,रू ६०.००,रू ८०.००,रू ७०.००
काक्रो(हाइब्रीड),के जी,रू ४०.००,रू ५०.००,रू ४५.००
निबुवा,के.जी.,रू ६०.००,रू ७०.००,रू ६५.००
नासपाती(चाइनिज),केजी,रू २२०.००,रू २५०.००,रू २३५.००
मेवा(नेपाली),के.जी.,रू ६०.००,रू ७०.००,रू ६५.००
मेवा(भारतीय),केजी,रू ९०.००,रू ११०.००,रू १००.००
लप्सी,के.जी.,रू १००.००,रू १२०.००,रू ११०.००
किनु,के.जी.,रू ११०.००,रू १२०.००,रू ११५.००
स्ट्रबेरी भुईऐसेलु,के.जी.,रू ४५०.००,रू ५५०.००,रू ५००.००
किवि,केजी,रू २२०.००,रू २८०.००,रू २५०.००
आभोकाडो,के.जी,रू २५०.००,रू ३५०.००,रू ३००.००
अमला,के.जी,रू ८०.००,रू ९०.००,रू ८५.००
अदुवा,के.जी.,रू ९०.००,रू ११०.००,रू १००.००
खु्र्सानी सुकेको,के.जी.,रू ३५०.००,रू ४००.००,रू ३७५.००
खुर्सानी हरियो(लाम्चो),के जी,रू ११०.००,रू १३०.००,रू १२०.००
खुर्सानी हरियो(बुलेट),के जी,रू १२०.००,रू १४०.००,रू १३०.००
खुर्सानी हरियो(माछे),के जी,रू ८०.००,रू ९०.००,रू ८५.००
खुर्सानी हरियो(अकबरे),के जी,रू ४५०.००,रू ५५०.००,रू ५००.००
भेडे खु्र्सानी,के.जी.,रू ८०.००,रू ९०.००,रू ८३.३३
लसुन हरियो,के.जी.,रू ४०.००,रू ७०.००,रू ५५.००
हरियो धनिया,के.जी.,रू ४०.००,रू ८०.००,रू ५६.००
लसुन सुकेको चाइनिज,के.जी.,रू २१०.००,रू २३०.००,रू २२०.००
छ्यापी सुकेको,के.जी.,रू १३०.००,रू १६०.००,रू १४५.००
