commodity,unit,min,max,avg
गोलभेडा ठूलो(नेपाली),के.जी.,रू ६०.००,रू ७०.००,रू ६३.७५
गोलभेडा सानो(लोकल),के.जी.,रू १५.००,रू २०.००,रू १७.००
गोलभेडा सानो(टनेल),के जी,रू २६.००,रू ३५.००,रू ३०.४०
आलु रातो(लाम्चो),के.जी.,रू ३५.००,रू ३८.००,रू ३७.००
रातो आलु(गोलो),के जी,रू ३०.००,रू ३५.००,रू ३२.६७
आलु रातो(मुडे),केजी,रू ३२.००,रू ३५.००,रू ३४.००
आलु सेतो,के.जी.,रू २८.००,रू ३०.००,रू २९.००
प्याज सुकेको (भारतीय),के.जी.,रू ३८.००,रू ४२.००,रू ४०.५०
गाजर(लोकल),के.जी.,रू ७०.००,रू ९०.००,रू ८०.००
बन्दा(लोकल),के.जी.,रू ५०.००,रू ६०.००,रू ५६.२५
काउली स्थानिय,के.जी.,रू ४०.००,रू ६०.००,रू ५२.५०
मूला रातो,के.जी.,रू ३०.००,रू ४०.००,रू ३५.००
सेतो मूला(हाइब्रीड),केजी,रू १५.००,रू २०.००,रू १८.२५
भन्टा लाम्चो,के.जी.,रू १५.००,रू ३०.००,रू २२.५०
भन्टा डल्लो,के.जी.,रू २५.००,रू ३५.००,रू ३०.००
बोडी(तने),के.जी.,रू २०.००,रू ३०.००,रू २६.२५
मकै बोडी,केजी,रू ३०.००,रू ४०.००,रू ३६.२५
मटरकोशा,के.जी.,रू १२०.००,रू १४०.००,रू १३०.००
घिउ सिमी(लोकल),के.जी.,रू ३०.००,रू ५०.००,रू ४०.००
घिउ सिमी(हाइब्रीड),केजी,रू ३०.००,रू ५०.००,रू ४०.००
घिउ सिमी(राजमा),केजी,रू ९०.००,रू १००.००,रू ९५.००
टाटे सिमी,के.जी.,रू ६०.००,रू ८०.००,रू ७०.००
भटमासकोशा,के.जी.,रू १००.००,रू १२०.००,रू ११०.००
तितो करेला,के.जी.,रू ३०.००,रू ५०.००,रू ४०.००
लौका,के.जी.,रू ४०.००,रू ५०.००,रू ४३.७५
परवर(लोकल),के.जी.,रू ४०.००,रू ५०.००,रू ४३.७५
परवर(तराई),केजी,रू ४०.००,रू ५०.००,रू ४५.००
चिचिण्डो,के.जी.,रू ३०.००,रू ४०.००,रू ३५.००
घिरौला,के.जी.,रू ४०.००,रू ६०.००,रू ५०.००
झिगूनी,के.जी.,रू ६०.००,रू ७०.००,रू ६३.७५
फर्सी पाकेको,के.जी.,रू ५०.००,रू ६०.००,रू ५५.००
फर्सी हरियो(लाम्चो),के.जी.,रू ५०.००,रू ६०.००,रू ५५.००
हरियो फर्सी(डल्लो),केजी,रू २०.००,रू ३०.००,रू २६.२५
भिण्डी,के.जी.,रू २०.००,रू ३०.००,रू २६.२५
सखरखण्ड,के.जी.,रू १००.००,रू १२०.००,रू ११०.००
पिंडालू,के.जी.,रू ८०.००,रू १००.००,रू ९०.००
स्कूस,के.जी.,रू ४०.००,रू ५०.००,रू ४५.००
रायो साग,के.जी.,रू ३०.००,रू ४०.००,रू ३६.२५
पालूगो साग,के.जी.,रू ५०.००,रू ७०.००,रू ६०.००
चमसूरको साग,के.जी.,रू ६०.००,रू ८०.००,रू ७०.००
तोरीको साग,के.जी.,रू ४०.००,रू ६०.००,रू ५०.००
प्याज हरियो,के.जी.,रू ८०.००,रू १००.००,रू ९०.००
च्याउ(कन्य),के.जी.,रू २००.००,रू २५०.००,रू २२०.००
च्याउ(डल्ले),के जी,रू ३००.००,रू ३७०.००,रू ३४५.००
राजा च्याउ,के.जी.,रू २८०.००,रू ३००.००,रू २९०.००
सिताके च्याउ,के.जी.,रू ८००.००,"रू १,०००.००",रू ९००.००
कुरीलो,के.जी.,रू ३००.००,रू ३५०.००,रू ३२६.६७
न्यूरो,के.जी.,रू ९०.००,रू १००.००,रू ९५.००
ब्रोकाउली,के.जी.,रू ८०.००,रू १००.००,रू ९२.५०
चुकुन्दर,के.जी.,रू ५०.००,रू ६०.००,रू ५६.२५
सजिवन,के.जी.,रू १००.००,रू १२०.००,रू ११०.००
रातो बन्दा,के.जी.,रू ३०.००,रू ४०.००,रू ३६.२५
जिरीको साग,के.जी.,रू ९०.००,रू १००.००,रू ९५.००
सेलरी,के.जी.,रू १२०.००,रू १३०.००,रू १२५.००
पार्सले,के.जी.,रू २००.००,रू २२०.००,रू २१०.००
सौफको साग,के.जी.,रू ८०.००,रू ९०.००,रू ८५.००
पुदीना,के.जी.,रू १००.००,रू १२०.००,रू ११०.००
गान्टे मूला,के.जी.,रू ७०.००,रू ८०.००,रू ७५.००
इमली,के.जी.,रू १६०.००,रू १८०.००,रू १७०.००
तामा,के.जी.,रू १३०.००,रू १५०.००,रू १४०.००
तोफु,के.जी.,रू १४०.००,रू १६०.००,रू १५०.००
गुन्दुक,के.जी.,रू ३००.००,रू ३५०.००,रू ३२६.६७
स्याउ(फूजी),के जी,रू २८०.००,रू ३००.००,रू २९०.००
केरा(नेपाली),दर्जन,रू १८०.००,रू २००.००,रू १९०.००
केरा(मालभोग),दर्जन,रू २००.००,रू २२०.००,रू २१०.००
कागती,के.जी.,रू १५०.००,रू १८०.००,रू १६३.३३
अनार,के.जी.,रू ४००.००,रू ४२०.००,रू ४१०.००
आँप(मालदह),के.जी.,रू ७०.००,रू ९०.००,रू ८०.००
आँप(दसहरी),केजी,रू ९०.००,रू ११०.००,रू १००.००
तरबुजा(हरियो),के.जी.,रू ४०.००,रू ५०.००,रू ४५.००
जुनार,के.जी.,रू २००.००,रू २२०.००,रू २१०.००
भुई कटहर,प्रति गोटा,रू १८०.००,रू २००.००,रू १९०.००
काक्रो(लोकल),के.जी.,रू ६०.००,रू ८०.००,रू ७२.५०
काक्रो(हाइब्रीड),के जी,रू १०.००,रू २०.००,रू १५.००
काक्रो(लोकलक्रस),के.जी.,रू ५०.००,रू ६५.००,रू ५६.२५
रुख कटहर,के.जी.,रू ४०.००,रू ५०.००,रू ४५.००
नासपाती(चाइनिज),केजी,रू २३०.००,रू २५०.००,रू २४०.००
मेवा(नेपाली),के.जी.,रू ८०.००,रू ९०.००,रू ८५.००
मेवा(भारतीय),केजी,रू ९०.००,रू १००.००,रू ९५.००
लीच्ची(लोकल),के.जी.,रू २३०.००,रू २५०.००,रू २४०.००
लीच्ची(भारतीय),केजी,रू २८०.००,रू ३००.००,रू २९०.००
नरिवल(काँचो),के जी,रू ७०.००,रू ८०.००,रू ७५.००
नरिवल(हरियो),के जी,रू १५०.००,रू १७०.००,रू १६०.००
अदुवा,के.जी.,रू १२०.००,रू १३०.००,रू १२५.००
खु्र्सानी सुकेको,के.जी.,रू ४५०.००,रू ५००.००,रू ४७६.६७
