commodity,unit,min,max,avg
गोलभेडा ठूलो(भारतीय),केजी,रू ७०.००,रू ८०.००,रू ७५.००
गोलभेडा सानो(लोकल),के.जी.,रू ६०.००,रू ७८.००,रू ७०.४३
गोलभेडा सानो(टनेल),के जी,रू ७८.००,रू ९१.००,रू ८४.२०
गोलभेडा सानो(भारतीय),के जी,रू ६५.००,रू ७५.००,रू ७०.००
गोलभेडा सानो(तराई),के जी,रू ६०.००,रू ७०.००,रू ६५.००
आलु रातो(लाम्चो),के.जी.,रू २४.००,रू २९.००,रू २६.५०
रातो आलु(गोलो),के जी,रू २०.००,रू २३.००,रू २१.५०
आलु रातो(भारतीय),के जी,रू २४.००,रू २६.००,रू २५.००
प्याज सुकेको (भारतीय),के.जी.,रू ३६.००,रू ३८.००,रू ३७.००
गाजर(लोकल),के.जी.,रू ४५.००,रू ६०.००,रू ५२.५०
बन्दा(लोकल),के.जी.,रू ३५.००,रू ५०.००,रू ४२.५०
काउली स्थानिय,के.जी.,रू ४५.००,रू ६०.००,रू ५३.७५
सेतो मूला(हाइब्रीड),केजी,रू १५.००,रू २०.००,रू १७.५०
भन्टा लाम्चो,के.जी.,रू ५०.००,रू ६५.००,रू ५७.५०
भन्टा डल्लो,के.जी.,रू ६०.००,रू ७०.००,रू ६५.००
बोडी(तने),के.जी.,रू ९०.००,रू १००.००,रू ९३.३३
मकै बोडी,केजी,रू ९०.००,रू १००.००,रू ९५.००
घिउ सिमी(लोकल),के.जी.,रू १००.००,रू १२०.००,रू ११२.५०
घिउ सिमी(हाइब्रीड),केजी,रू ८०.००,रू १००.००,रू ९०.००
घिउ सिमी(राजमा),केजी,रू ८५.००,रू १००.००,रू ९३.७५
भटमासकोशा,के.जी.,रू १२०.००,रू १५०.००,रू १३२.५०
तितो करेला,के.जी.,रू ७०.००,रू ८०.००,रू ७५.००
लौका,के.जी.,रू ४०.००,रू ५०.००,रू ४५.००
परवर(लोकल),के.जी.,रू ६०.००,रू ७०.००,रू ६५.००
परवर(तराई),केजी,रू ५०.००,रू ६०.००,रू ५५.००
चिचिण्डो,के.जी.,रू ४०.००,रू ५०.००,रू ४५.००
घिरौला,के.जी.,रू ६५.००,रू ७५.००,रू ७०.००
झिगूनी,के.जी.,रू ८०.००,रू ९०.००,रू ८५.००
फर्सी पाकेको,के.जी.,रू ५०.००,रू ६०.००,रू ५५.००
फर्सी हरियो(लाम्चो),के.जी.,रू ५०.००,रू ६०.००,रू ५५.००
हरियो फर्सी(डल्लो),केजी,रू ४०.००,रू ५०.००,रू ४६.२५
भिण्डी,के.जी.,रू ४०.००,रू ६०.००,रू ५२.००
सखरखण्ड,के.जी.,रू ७०.००,रू ७५.००,रू ७२.५०
पिंडालू,के.जी.,रू ४०.००,रू ५०.००,रू ४५.००
स्कूस,के.जी.,रू ४५.००,रू ५५.००,रू ५०.००
रायो साग,के.जी.,रू ८०.००,रू ९०.००,रू ८५.००
पालूगो साग,के.जी.,रू ८०.००,रू १००.००,रू ९०.००
चमसूरको साग,के.जी.,रू १००.००,रू ११०.००,रू १०५.००
तोरीको साग,के.जी.,रू २५.००,रू ३५.००,रू ३०.००
मेथीको साग,के.जी.,रू ८०.००,रू ९०.००,रू ८५.००
प्याज हरियो,के.जी.,रू १२०.००,रू १५०.००,रू १३७.५०
च्याउ(कन्य),के.जी.,रू १५०.००,रू १८०.००,रू १६०.००
च्याउ(डल्ले),के जी,रू ३३०.००,रू ३८०.००,रू ३५३.३३
राजा च्याउ,के.जी.,रू ३००.००,रू ३२०.००,रू ३१०.००
सिताके च्याउ,के.जी.,रू ८००.००,"रू १,०००.००",रू ९००.००
कुरीलो,के.जी.,रू ३००.००,रू ४००.००,रू ३३७.५०
न्यूरो,के.जी.,रू ७०.००,रू ८०.००,रू ७५.००
ब्रोकाउली,के.जी.,रू १००.००,रू १२०.००,रू ११२.५०
चुकुन्दर,के.जी.,रू ५५.००,रू ६५.००,रू ६०.००
सजिवन,के.जी.,रू १००.००,रू १२०.००,रू ११०.००
रातो बन्दा,के.जी.,रू ४०.००,रू ६०.००,रू ५०.००
जिरीको साग,के.जी.,रू १००.००,रू ११०.००,रू १०५.००
सेलरी,के.जी.,रू १००.००,रू १२०.००,रू ११०.००
पार्सले,के.जी.,रू २५०.००,रू २८०.००,रू २६५.००
सौफको साग,के.जी.,रू ९०.००,रू १२०.००,रू १०२.५०
पुदीना,के.जी.,रू ८०.००,रू १००.००,रू ९०.००
गान्टे मूला,के.जी.,रू ४०.००,रू ६०.००,रू ५०.००
इमली,के.जी.,रू १७०.००,रू १८०.००,रू १७५.००
तामा,के.जी.,रू १३०.००,रू १५०.००,रू १४०.००
तोफु,के.जी.,रू १३०.००,रू १५०.००,रू १४०.००
गुन्दुक,के.जी.,रू २५०.००,रू ३००.००,रू २७५.००
स्याउ(झोले),के.जी.,रू २२०.००,रू २५०.००,रू २३५.००
स्याउ(फूजी),के जी,रू २५०.००,रू ३००.००,रू २७५.००
केरा(नेपाली),दर्जन,रू १५०.००,रू २००.००,रू १७५.००
