commodity,unit,min,max,avg
गोलभेडा ठूलो(नेपाली),के.जी.,रू ४०.००,रू ५०.००,रू ४५.००
गोलभेडा सानो(लोकल),के.जी.,रू १५.००,रू २०.००,रू १७.००
गोलभेडा सानो(टनेल),के जी,रू २४.००,रू ३५.००,रू ३०.००
आलु रातो(लाम्चो),के.जी.,रू ३८.००,रू ४१.००,रू ३९.५०
रातो आलु(गोलो),के जी,रू ३२.००,रू ३५.००,रू ३३.२५
आलु रातो(मुडे),केजी,रू ३३.००,रू ३६.००,रू ३४.५०
आलु रातो(भारतीय),के जी,रू २८.००,रू ३०.००,रू २९.००
आलु सेतो,के.जी.,रू २८.००,रू ३०.००,रू २९.००
प्याज सुकेको (भारतीय),के.जी.,रू ५२.००,रू ५५.००,रू ५३.५०
गाजर(लोकल),के.जी.,रू ९०.००,रू १००.००,रू ९५.००
गाजर(तराई),केजी,रू ८०.००,रू ९०.००,रू ८५.००
बन्दा(लोकल),के.जी.,रू ६०.००,रू ७०.००,रू ६३.७५
काउली स्थानिय,के.जी.,रू ५०.००,रू ६०.००,रू ५५.००
मूला रातो,के.जी.,रू ३०.००,रू ४०.००,रू ३५.००
सेतो मूला(हाइब्रीड),केजी,रू १५.००,रू २०.००,रू १७.००
भन्टा लाम्चो,के.जी.,रू १०.००,रू २०.००,रू १४.२५
भन्टा डल्लो,के.जी.,रू २५.००,रू ३५.००,रू ३१.२५
बोडी(तने),के.जी.,रू ३०.००,रू ४०.००,रू ३५.००
मकै बोडी,केजी,रू ४०.००,रू ५०.००,रू ४६.२५
मटरकोशा,के.जी.,रू १२०.००,रू १३०.००,रू १२५.००
घिउ सिमी(लोकल),के.जी.,रू ४०.००,रू ५०.००,रू ४५.००
घिउ सिमी(हाइब्रीड),केजी,रू ४०.००,रू ५०.००,रू ४५.००
घिउ सिमी(राजमा),केजी,रू ७०.००,रू ८०.००,रू ७६.२५
टाटे सिमी,के.जी.,रू ४०.००,रू ५०.००,रू ४५.००
भटमासकोशा,के.जी.,रू ८०.००,रू १००.००,रू ९०.००
तितो करेला,के.जी.,रू २०.००,रू ३०.००,रू २५.००
लौका,के.जी.,रू ३०.००,रू ४०.००,रू ३५.००
परवर(लोकल),के.जी.,रू २०.००,रू ३०.००,रू २५.००
परवर(तराई),केजी,रू २०.००,रू ३०.००,रू २५.००
चिचिण्डो,के.जी.,रू २०.००,रू ३०.००,रू २५.००
घिरौला,के.जी.,रू २०.००,रू ३०.००,रू २६.२५
झिगूनी,के.जी.,रू ४०.००,रू ५०.००,रू ४५.००
फर्सी पाकेको,के.जी.,रू ५०.००,रू ६०.००,रू ५५.००
फर्सी हरियो(लाम्चो),के.जी.,रू ४०.००,रू ५०.००,रू ४५.००
हरियो फर्सी(डल्लो),केजी,रू १५.००,रू २५.००,रू १८.७५
भिण्डी,के.जी.,रू २०.००,रू ३०.००,रू २५.००
सखरखण्ड,के.जी.,रू १००.००,रू १२०.००,रू ११०.००
पिंडालू,के.जी.,रू ९०.००,रू १००.००,रू ९५.००
स्कूस,के.जी.,रू ४०.००,रू ५०.००,रू ४५.००
रायो साग,के.जी.,रू ३०.००,रू ४०.००,रू ३५.००
पालूगो साग,के.जी.,रू ५०.००,रू ६०.००,रू ५५.००
चमसूरको साग,के.जी.,रू ५०.००,रू ६०.००,रू ५५.००
तोरीको साग,के.जी.,रू ४०.००,रू ५०.००,रू ४५.००
प्याज हरियो,के.जी.,रू १२०.००,रू १५०.००,रू १३५.००
च्याउ(कन्य),के.जी.,रू २३०.००,रू २६०.००,रू २४८.००
च्याउ(डल्ले),के जी,रू ३५०.००,रू ३७०.००,रू ३६२.५०
राजा च्याउ,के.जी.,रू २८०.००,रू ३००.००,रू २९०.००
