commodity,unit,min,max,avg
गोलभेडा ठूलो(नेपाली),के.जी.,रू ५०.००,रू ६०.००,रू ५५.००
गोलभेडा ठूलो(भारतीय),केजी,रू ६०.००,रू ७०.००,रू ६६.६७
गोलभेडा सानो(लोकल),के.जी.,रू १७.००,रू ३०.००,रू २१.८८
गोलभेडा सानो(टनेल),के जी,रू २८.००,रू ३५.००,रू ३१.५६
आलु रातो(लाम्चो),के.जी.,रू ३०.००,रू ३५.००,रू ३२.५०
रातो आलु(गोलो),के जी,रू २८.००,रू ३०.००,रू २९.००
प्याज सुकेको (भारतीय),के.जी.,रू ३९.००,रू ४२.००,रू ४०.१७
गाजर(लोकल),के.जी.,रू ७०.००,रू ८०.००,रू ७५.००
बन्दा(लोकल),के.जी.,रू ३०.००,रू ४०.००,रू ३५.००
काउली स्थानिय,के.जी.,रू ४०.००,रू ६०.००,रू ४९.००
सेतो मूला(हाइब्रीड),केजी,रू १५.००,रू २५.००,रू १८.७५
भन्टा लाम्चो,के.जी.,रू ४०.००,रू ६०.००,रू ४९.००
भन्टा डल्लो,के.जी.,रू ४०.००,रू ६०.००,रू ५०.००
बोडी(तने),के.जी.,रू ५०.००,रू ७०.००,रू ६०.००
मकै बोडी,केजी,रू ८०.००,रू १००.००,रू ९०.००
मटरकोशा,के.जी.,रू ८०.००,रू १००.००,रू ९०.००
घिउ सिमी(लोकल),के.जी.,रू ६०.००,रू ७०.००,रू ६३.३३
घिउ सिमी(हाइब्रीड),केजी,रू ४०.००,रू ६०.००,रू ५०.००
घिउ सिमी(राजमा),केजी,रू ८०.००,रू १००.००,रू ९०.००
टाटे सिमी,के.जी.,रू १२०.००,रू १४०.००,रू १३०.००
भटमासकोशा,के.जी.,रू ११०.००,रू १३०.००,रू १२०.००
तितो करेला,के.जी.,रू ३०.००,रू ५०.००,रू ४२.५०
लौका,के.जी.,रू ५५.००,रू ६५.००,रू ६०.००
परवर(लोकल),के.जी.,रू ६०.००,रू ७०.००,रू ६३.७५
चिचिण्डो,के.जी.,रू ३०.००,रू ४०.००,रू ३५.००
घिरौला,के.जी.,रू ४०.००,रू ५०.००,रू ४५.००
फर्सी पाकेको,के.जी.,रू ५०.००,रू ६०.००,रू ५५.००
फर्सी हरियो(लाम्चो),के.जी.,रू ५५.००,रू ६०.००,रू ५७.५०
हरियो फर्सी(डल्लो),केजी,रू ३०.००,रू ४०.००,रू ३५.००
भिण्डी,के.जी.,रू ४५.००,रू ५५.००,रू ५०.००
सखरखण्ड,के.जी.,रू ७०.००,रू ८०.००,रू ७५.००
पिंडालू,के.जी.,रू ३०.००,रू ४०.००,रू ३५.००
रायो साग,के.जी.,रू ६०.००,रू ८०.००,रू ७०.००
पालूगो साग,के.जी.,रू ९०.००,रू १००.००,रू ९५.००
चमसूरको साग,के.जी.,रू ९०.००,रू १००.००,रू ९५.००
