commodity,unit,min,max,avg
गोलभेडा ठूलो(भारतीय),केजी,रू ८०.००,रू ९०.००,रू ८५.००
गोलभेडा सानो(लोकल),के.जी.,रू ६१.००,रू ७०.००,रू ६५.६७
गोलभेडा सानो(भारतीय),के जी,रू ४५.००,रू ६०.००,रू ५१.२५
गोलभेडा सानो(तराई),के जी,रू ४२.००,रू ५५.००,रू ४९.२५
आलु रातो(लाम्चो),के.जी.,रू २२.००,रू २८.००,रू २५.६३
आलु रातो(भारतीय),के जी,रू २२.००,रू २४.००,रू २३.००
प्याज सुकेको (भारतीय),के.जी.,रू ३८.००,रू ४०.००,रू ३९.००
गाजर(लोकल),के.जी.,रू ४५.००,रू ६०.००,रू ५२.५०
बन्दा(लोकल),के.जी.,रू २५.००,रू ३५.००,रू २८.३३
काउली स्थानिय,के.जी.,रू ४०.००,रू ६०.००,रू ५०.००
सेतो मूला(हाइब्रीड),केजी,रू १५.००,रू २५.००,रू २०.८३
भन्टा लाम्चो,के.जी.,रू ४५.००,रू ६०.००,रू ५१.२५
भन्टा डल्लो,के.जी.,रू ६०.००,रू ७०.००,रू ६५.००
बोडी(तने),के.जी.,रू ९०.००,रू १२०.००,रू १०३.३३
मकै बोडी,केजी,रू ८०.००,रू ९०.००,रू ८५.००
मटरकोशा,के.जी.,रू ४०.००,रू ५०.००,रू ४५.००
घिउ सिमी(लोकल),के.जी.,रू ९०.००,रू ११०.००,रू १००.००
घिउ सिमी(हाइब्रीड),केजी,रू ७०.००,रू ९०.००,रू ८०.००
घिउ सिमी(राजमा),केजी,रू ९०.००,रू १००.००,रू ९५.००
भटमासकोशा,के.जी.,रू १४०.००,रू १६०.००,रू १५०.००
तितो करेला,के.जी.,रू ३५.००,रू ५०.००,रू ४२.५०
लौका,के.जी.,रू ४५.००,रू ६०.००,रू ५२.५०
परवर(लोकल),के.जी.,रू ७०.००,रू ८०.००,रू ७५.००
परवर(तराई),केजी,रू ६०.००,रू ७०.००,रू ६५.००
चिचिण्डो,के.जी.,रू ३०.००,रू ५०.००,रू ३८.७५
घिरौला,के.जी.,रू ५०.००,रू ६५.००,रू ५८.३३
झिगूनी,के.जी.,रू ७०.००,रू ८०.००,रू ७५.००
फर्सी पाकेको,के.जी.,रू ५०.००,रू ६०.००,रू ५५.००
फर्सी हरियो(लाम्चो),के.जी.,रू ३५.००,रू ५०.००,रू ४२.५०
हरियो फर्सी(डल्लो),केजी,रू ३५.००,रू ५०.००,रू ४२.५०
भिण्डी,के.जी.,रू ६०.००,रू ७०.००,रू ६५.००
सखरखण्ड,के.जी.,रू ७०.००,रू ७५.००,रू ७२.५०
पिंडालू,के.जी.,रू ४०.००,रू ५०.००,रू ४५.००
स्कूस,के.जी.,रू ४५.००,रू ५५.००,रू ५१.२५
रायो साग,के.जी.,रू ७०.००,रू १००.००,रू ८५.००
पालूगो साग,के.जी.,रू ९०.००,रू १००.००,रू ९५.००
चमसूरको साग,के.जी.,रू ९०.००,रू १००.००,रू ९५.००
तोरीको साग,के.जी.,रू २५.००,रू ३५.००,रू ३०.००
मेथीको साग,के.जी.,रू ९०.००,रू १००.००,रू ९५.००
प्याज हरियो,के.जी.,रू १५०.००,रू १९०.००,रू १६८.३३
च्याउ(कन्य),के.जी.,रू २२०.००,रू २६०.००,रू २४०.००
च्याउ(डल्ले),के जी,रू ४८०.००,रू ५३०.००,रू ५०५.००
राजा च्याउ,के.जी.,रू ३००.००,रू ३२०.००,रू ३१०.००
सिताके च्याउ,के.जी.,रू ८००.००,"रू १,०००.००",रू ९००.००
कुरीलो,के.जी.,रू ४००.००,रू ४५०.००,रू ४१६.६७
न्यूरो,के.जी.,रू ८०.००,रू १००.००,रू ९०.००
ब्रोकाउली,के.जी.,रू १००.००,रू १२०.००,रू ११०.००
