commodity,unit,min,max,avg
गोलभेडा ठूलो(भारतीय),केजी,रू ६०.००,रू ७०.००,रू ६५.००
गोलभेडा सानो(लोकल),के.जी.,रू २५.००,रू ३५.००,रू ३०.००
गोलभेडा सानो(भारतीय),के जी,रू ३०.००,रू ४०.००,रू ३५.००
गोलभेडा सानो(तराई),के जी,रू ३५.००,रू ४५.००,रू ४१.४३
आलु रातो(लाम्चो),के.जी.,रू २०.००,रू २४.००,रू २१.४३
आलु रातो(भारतीय),के जी,रू २२.००,रू २३.००,रू २२.५०
प्याज सुकेको (भारतीय),के.जी.,रू ३४.००,रू ३६.००,रू ३५.२५
गाजर(लोकल),के.जी.,रू ४०.००,रू ५०.००,रू ४५.००
गाजर(तराई),केजी,रू २५.००,रू ४०.००,रू ३२.५०
बन्दा(लोकल),के.जी.,रू ३०.००,रू ४०.००,रू ३५.००
बन्दा(नरिवल),केजी,रू २०.००,रू ३०.००,रू २५.००
काउली स्थानिय,के.जी.,रू १५.००,रू २५.००,रू १९.४०
स्थानीय काउली(ज्यापु),केजी,रू ३०.००,रू ४०.००,रू ३५.००
काउली तराई,के.जी.,रू २०.००,रू २५.००,रू २२.५०
मूला रातो,के.जी.,रू ३०.००,रू ४०.००,रू ३५.००
मूला सेतो(लोकल),के.जी.,रू १०.००,रू १५.००,रू १२.५०
सेतो मूला(हाइब्रीड),केजी,रू १५.००,रू २०.००,रू १७.५०
भन्टा लाम्चो,के.जी.,रू ५०.००,रू ६०.००,रू ५५.००
भन्टा डल्लो,के.जी.,रू ६०.००,रू ७०.००,रू ६५.००
मटरकोशा,के.जी.,रू ३०.००,रू ४०.००,रू ३६.६७
घिउ सिमी(लोकल),के.जी.,रू ३०.००,रू ५०.००,रू ४१.००
घिउ सिमी(हाइब्रीड),केजी,रू २५.००,रू ४०.००,रू ३३.३३
घिउ सिमी(राजमा),केजी,रू ६०.००,रू ७०.००,रू ६५.००
टाटे सिमी,के.जी.,रू ६०.००,रू ७०.००,रू ६५.००
तितो करेला,के.जी.,रू १५०.००,रू १६०.००,रू १५५.००
लौका,के.जी.,रू ६०.००,रू ७०.००,रू ६५.००
घिरौला,के.जी.,रू ९०.००,रू १००.००,रू ९३.३३
फर्सी पाकेको,के.जी.,रू ५५.००,रू ६५.००,रू ६०.००
फर्सी हरियो(लाम्चो),के.जी.,रू १०.००,रू १५.००,रू १२.५०
हरियो फर्सी(डल्लो),केजी,रू १०.००,रू १५.००,रू १२.५०
सलगम,के.जी.,रू ५०.००,रू ६०.००,रू ५५.००
भिण्डी,के.जी.,रू १२०.००,रू १४०.००,रू १२६.२५
सखरखण्ड,के.जी.,रू ६०.००,रू ७०.००,रू ६५.००
बरेला,के.जी.,रू ३०.००,रू ४५.००,रू ३६.००
पिंडालू,के.जी.,रू ५०.००,रू ६०.००,रू ५५.००
स्कूस,के.जी.,रू ५०.००,रू ६०.००,रू ५५.००
रायो साग,के.जी.,रू १५.००,रू २५.००,रू २०.००
पालूगो साग,के.जी.,रू ५०.००,रू ६०.००,रू ५५.००
चमसूरको साग,के.जी.,रू ४०.००,रू ६०.००,रू ५०.००
तोरीको साग,के.जी.,रू १५.००,रू २५.००,रू २०.००
मेथीको साग,के.जी.,रू ५०.००,रू ६०.००,रू ५५.००
प्याज हरियो,के.जी.,रू ४०.००,रू ५०.००,रू ४६.२५
बकूला,के.जी.,रू ३०.००,रू ४५.००,रू ३८.३३
तरुल,के.जी.,रू ६०.००,रू ८०.००,रू ७०.००
च्याउ(कन्य),के.जी.,रू ६०.००,रू ७०.००,रू ६५.००
च्याउ(डल्ले),के जी,रू २००.००,रू २५०.००,रू २२५.००
राजा च्याउ,के.जी.,रू २८०.००,रू ३००.००,रू २९०.००
सिताके च्याउ,के.जी.,रू ८००.००,"रू १,०००.००",रू ९००.००
ब्रोकाउली,के.जी.,रू १५.००,रू २५.००,रू २०.००
चुकुन्दर,के.जी.,रू ६०.००,रू ७०.००,रू ६५.००
सजिवन,के.जी.,रू २५०.००,रू ३००.००,रू २७५.००
कोइरालो,के.जी.,रू २८०.००,रू ३२०.००,रू ३००.००
रातो बन्दा,के.जी.,रू ६०.००,रू ७०.००,रू ६५.००
जिरीको साग,के.जी.,रू ५०.००,रू ६०.००,रू ५५.००
ग्याठ कोबी,के.जी.,रू ६०.००,रू ७०.००,रू ६५.००
सेलरी,के.जी.,रू १२०.००,रू १४०.००,रू १३०.००
पार्सले,के.जी.,रू २८०.००,रू ३२०.००,रू ३००.००
सौफको साग,के.जी.,रू ५०.००,रू ६०.००,रू ५५.००
पुदीना,के.जी.,रू २५०.००,रू ३००.००,रू २७५.००
गान्टे मूला,के.जी.,रू ५०.००,रू ६०.००,रू ५५.००
इमली,के.जी.,रू १७०.००,रू १८०.००,रू १७५.००
तामा,के.जी.,रू ११०.००,रू १३०.००,रू १२०.००
तोफु,के.जी.,रू १३०.००,रू १५०.००,रू १४०.००
गुन्दुक,के.जी.,रू २८०.००,रू ३००.००,रू २९०.००
स्याउ(झोले),के.जी.,रू २००.००,रू २५०.००,रू २२५.००
स्याउ(फूजी),के जी,रू २५०.००,रू ३००.००,रू २७५.००
केरा(नेपाली),दर्जन,रू १७०.००,रू १९०.००,रू १८०.००
कागती,के.जी.,रू २३०.००,रू २५०.००,रू २४०.००
अनार,के.जी.,रू २८०.००,रू ३२०.००,रू ३००.००
अंगुर(हरियो),के.जी.,रू १८०.००,रू २१०.००,रू १९५.००
अंगुर(कालो),केजी,रू २८०.००,रू ३२०.००,रू ३००.००
सुन्तला(भारतीय),केजी,रू १२०.००,रू १६०.००,रू १४०.००
तरबुजा(हरियो),के.जी.,रू ६०.००,रू ७०.००,रू ६५.००
मौसम,के.जी.,रू १२०.००,रू १४०.००,रू १३०.००
जुनार,के.जी.,रू १००.००,रू १२०.००,रू ११०.००
भुई कटहर,प्रति गोटा,रू १४०.००,रू १५०.००,रू १४३.३३
काक्रो(लोकल),के.जी.,रू ४५.००,रू ७०.००,रू ५६.००
काक्रो(हाइब्रीड),के जी,रू ३०.००,रू ४०.००,रू ३५.००
काक्रो(लोकलक्रस),के.जी.,रू ४०.००,रू ५०.००,रू ४५.००
रुख कटहर,के.जी.,रू १००.००,रू १२०.००,रू ११०.००
निबुवा,के.जी.,रू ५५.००,रू ६५.००,रू ६०.००
नासपाती(चाइनिज),केजी,रू २२०.००,रू २५०.००,रू २३५.००
मेवा(नेपाली),के.जी.,रू ६०.००,रू ७०.००,रू ६५.००
मेवा(भारतीय),केजी,रू १००.००,रू १२०.००,रू ११०.००
लप्सी,के.जी.,रू २५०.००,रू २८०.००,रू २६५.००
किनु,के.जी.,रू ११०.००,रू १३०.००,रू १२०.००
स्ट्रबेरी भुईऐसेलु,के.जी.,रू ३००.००,रू ४००.००,रू ३५०.००
