commodity,unit,min,max,avg
गोलभेडा ठूलो(भारतीय),केजी,रू ८०.००,रू ९०.००,रू ८५.००
गोलभेडा सानो(लोकल),के.जी.,रू ५५.००,रू ६५.००,रू ५९.७५
गोलभेडा सानो(भारतीय),के जी,रू ४५.००,रू ५५.००,रू ५०.००
गोलभेडा सानो(तराई),के जी,रू ४०.००,रू ५५.००,रू ४८.७५
आलु रातो(लाम्चो),के.जी.,रू २२.००,रू २८.००,रू २४.७५
आलु रातो(भारतीय),के जी,रू २१.००,रू २३.००,रू २२.००
प्याज सुकेको (भारतीय),के.जी.,रू ४०.००,रू ४२.००,रू ४१.२५
गाजर(लोकल),के.जी.,रू ४०.००,रू ५०.००,रू ४५.००
गाजर(तराई),केजी,रू २०.००,रू ३०.००,रू २५.००
बन्दा(लोकल),के.जी.,रू २५.००,रू ३५.००,रू ३०.००
बन्दा(तराई),केजी,रू २०.००,रू ३०.००,रू २५.००
काउली स्थानिय,के.जी.,रू ३०.००,रू ५०.००,रू ४०.००
स्थानीय काउली(ज्यापु),केजी,रू ५०.००,रू ६०.००,रू ५५.००
सेतो मूला(हाइब्रीड),केजी,रू २०.००,रू २५.००,रू २२.५०
भन्टा लाम्चो,के.जी.,रू ३०.००,रू ४०.००,रू ३५.००
भन्टा डल्लो,के.जी.,रू ४०.००,रू ५०.००,रू ४५.००
बोडी(तने),के.जी.,रू ८०.००,रू १००.००,रू ९३.३३
मकै बोडी,केजी,रू ७०.००,रू ९०.००,रू ८२.५०
मटरकोशा,के.जी.,रू ४०.००,रू ५०.००,रू ४५.००
घिउ सिमी(लोकल),के.जी.,रू ४०.००,रू ५०.००,रू ४५.००
घिउ सिमी(हाइब्रीड),केजी,रू ४०.००,रू ५०.००,रू ४५.००
घिउ सिमी(राजमा),केजी,रू ९०.००,रू १००.००,रू ९५.००
टाटे सिमी,के.जी.,रू १००.००,रू १२०.००,रू ११०.००
भटमासकोशा,के.जी.,रू १६०.००,रू १८०.००,रू १७०.००
तितो करेला,के.जी.,रू २०.००,रू ३०.००,रू २३.७५
लौका,के.जी.,रू २०.००,रू ३५.००,रू २७.५०
परवर(लोकल),के.जी.,रू ७०.००,रू ८०.००,रू ७५.००
परवर(तराई),केजी,रू ६०.००,रू ७०.००,रू ६५.००
चिचिण्डो,के.जी.,रू २०.००,रू ३०.००,रू २५.००
घिरौला,के.जी.,रू ४०.००,रू ५०.००,रू ४५.००
झिगूनी,के.जी.,रू ८०.००,रू ९०.००,रू ८५.००
फर्सी पाकेको,के.जी.,रू ५०.००,रू ५५.००,रू ५२.५०
फर्सी हरियो(लाम्चो),के.जी.,रू २०.००,रू ३०.००,रू २३.३३
हरियो फर्सी(डल्लो),केजी,रू १५.००,रू ३०.००,रू २२.००
भिण्डी,के.जी.,रू ८०.००,रू ९०.००,रू ८५.००
सखरखण्ड,के.जी.,रू ६०.००,रू ७०.००,रू ६५.००
पिंडालू,के.जी.,रू ४०.००,रू ५०.००,रू ४५.००
स्कूस,के.जी.,रू ५०.००,रू ६०.००,रू ५५.००
रायो साग,के.जी.,रू ६०.००,रू ८०.००,रू ७०.००
पालूगो साग,के.जी.,रू ७०.००,रू ८०.००,रू ७५.००
चमसूरको साग,के.जी.,रू ७०.००,रू ८०.००,रू ७५.००
तोरीको साग,के.जी.,रू २०.००,रू ३०.००,रू २५.००
मेथीको साग,के.जी.,रू ७०.००,रू ८०.००,रू ७५.००
प्याज हरियो,के.जी.,रू १५०.००,रू १६०.००,रू १५५.००
तरुल,के.जी.,रू ७०.००,रू ९०.००,रू ८०.००
च्याउ(कन्य),के.जी.,रू २५०.००,रू २८०.००,रू २६३.३३
च्याउ(डल्ले),के जी,रू ४००.००,रू ४५०.००,रू ४२५.००
राजा च्याउ,के.जी.,रू ३००.००,रू ३२०.००,रू ३१०.००
सिताके च्याउ,के.जी.,रू ८००.००,"रू १,०००.००",रू ९००.००
कुरीलो,के.जी.,रू ४००.००,रू ५००.००,रू ४५०.००
न्यूरो,के.जी.,रू ८०.००,रू १००.००,रू ९०.००
ब्रोकाउली,के.जी.,रू ६०.००,रू ७०.००,रू ६५.००
चुकुन्दर,के.जी.,रू ६०.००,रू ७०.००,रू ६५.००
सजिवन,के.जी.,रू १००.००,रू १२०.००,रू ११०.००
कोइरालो,के.जी.,रू २८०.००,रू ३००.००,रू २९०.००
रातो बन्दा,के.जी.,रू ४०.००,रू ५०.००,रू ४५.००
सेलरी,के.जी.,रू १२०.००,रू १३०.००,रू १२५.००
पार्सले,के.जी.,रू २५०.००,रू ३००.००,रू २७५.००
सौफको साग,के.जी.,रू ७०.००,रू ८०.००,रू ७५.००
पुदीना,के.जी.,रू ९०.००,रू ११०.००,रू १००.००
गान्टे मूला,के.जी.,रू ४०.००,रू ५०.००,रू ४५.००
इमली,के.जी.,रू १७०.००,रू १८०.००,रू १७५.००
तामा,के.जी.,रू १३०.००,रू १५०.००,रू १४०.००
तोफु,के.जी.,रू १३०.००,रू १५०.००,रू १४०.००
गुन्दुक,के.जी.,रू २५०.००,रू ३००.००,रू २७५.००
