commodity,unit,min,max,avg
गोलभेडा ठूलो(भारतीय),केजी,रू ६०.००,रू ७०.००,रू ६५.००
गोलभेडा सानो(लोकल),के.जी.,रू २०.००,रू ३०.००,रू २६.००
गोलभेडा सानो(भारतीय),के जी,रू २८.००,रू ३२.००,रू ३०.००
गोलभेडा सानो(तराई),के जी,रू ३२.००,रू ४०.००,रू ३६.००
आलु रातो(लाम्चो),के.जी.,रू १७.००,रू २३.००,रू २०.००
आलु रातो(भारतीय),के जी,रू २३.००,रू २४.००,रू २३.५०
प्याज सुकेको (भारतीय),के.जी.,रू ३४.००,रू ३६.००,रू ३५.००
गाजर(लोकल),के.जी.,रू ३०.००,रू ४०.००,रू ३५.००
गाजर(तराई),केजी,रू २०.००,रू ३०.००,रू २५.००
बन्दा(लोकल),के.जी.,रू २५.००,रू ४०.००,रू ३२.५०
काउली स्थानिय,के.जी.,रू ४०.००,रू ६०.००,रू ५०.००
स्थानीय काउली(ज्यापु),केजी,रू ६०.००,रू ८०.००,रू ७०.००
सेतो मूला(हाइब्रीड),केजी,रू २०.००,रू ३०.००,रू २५.००
भन्टा लाम्चो,के.जी.,रू ५०.००,रू ६०.००,रू ५५.००
भन्टा डल्लो,के.जी.,रू ७०.००,रू ८०.००,रू ७५.००
बोडी(तने),के.जी.,रू १००.००,रू १२०.००,रू ११०.००
मटरकोशा,के.जी.,रू ६०.००,रू ८०.००,रू ७०.००
घिउ सिमी(लोकल),के.जी.,रू ६०.००,रू ७०.००,रू ६५.००
घिउ सिमी(हाइब्रीड),केजी,रू ५०.००,रू ६०.००,रू ५५.००
घिउ सिमी(राजमा),केजी,रू ११०.००,रू १३०.००,रू १२०.००
टाटे सिमी,के.जी.,रू १००.००,रू १२०.००,रू ११०.००
भटमासकोशा,के.जी.,रू ३००.००,रू ३३०.००,रू ३१५.००
लौका,के.जी.,रू ३०.००,रू ४०.००,रू ३३.३३
परवर(तराई),केजी,रू १००.००,रू १२०.००,रू ११०.००
चिचिण्डो,के.जी.,रू ७५.००,रू ८५.००,रू ८०.००
घिरौला,के.जी.,रू ५०.००,रू ६०.००,रू ५५.००
फर्सी पाकेको,के.जी.,रू ५०.००,रू ६०.००,रू ५५.००
फर्सी हरियो(लाम्चो),के.जी.,रू ३०.००,रू ४०.००,रू ३५.००
हरियो फर्सी(डल्लो),केजी,रू ४०.००,रू ५०.००,रू ४५.००
भिण्डी,के.जी.,रू ९०.००,रू १२०.००,रू १०२.५०
सखरखण्ड,के.जी.,रू ७०.००,रू ८०.००,रू ७५.००
बरेला,के.जी.,रू ५०.००,रू ७०.००,रू ६०.००
पिंडालू,के.जी.,रू ४५.००,रू ६०.००,रू ५२.५०
स्कूस,के.जी.,रू ५०.००,रू ६०.००,रू ५५.००
रायो साग,के.जी.,रू ४०.००,रू ६०.००,रू ५०.००
पालूगो साग,के.जी.,रू ८०.००,रू १००.००,रू ९०.००
चमसूरको साग,के.जी.,रू ९०.००,रू १००.००,रू ९५.००
