commodity,unit,min,max,avg
गोलभेडा ठूलो(नेपाली),के.जी.,रू ४०.००,रू ६०.००,रू ५०.००
गोलभेडा सानो(टनेल),के जी,रू २२.००,रू ३२.००,रू २७.७५
आलु रातो(लाम्चो),के.जी.,रू ४८.००,रू ५०.००,रू ४९.००
रातो आलु(गोलो),के जी,रू ४८.००,रू ५३.००,रू ४९.८६
आलु रातो(मुडे),केजी,रू ४८.००,रू ५३.००,रू ५०.१७
आलु रातो(भारतीय),के जी,रू ३३.००,रू ३५.००,रू ३४.००
आलु सेतो,के.जी.,रू ३०.००,रू ३५.००,रू ३२.१७
प्याज सुकेको (भारतीय),के.जी.,रू ५४.००,रू ५७.००,रू ५५.६७
गाजर(लोकल),के.जी.,रू ११०.००,रू १२०.००,रू ११५.००
गाजर(तराई),केजी,रू ८०.००,रू ९०.००,रू ८५.००
बन्दा(लोकल),के.जी.,रू २०.००,रू ३०.००,रू २५.८३
काउली स्थानिय,के.जी.,रू ९०.००,रू ११०.००,रू ९८.००
मूला रातो,के.जी.,रू ३०.००,रू ४०.००,रू ३३.००
सेतो मूला(हाइब्रीड),केजी,रू २०.००,रू ३०.००,रू २३.१३
भन्टा लाम्चो,के.जी.,रू ५०.००,रू ६०.००,रू ५५.००
भन्टा डल्लो,के.जी.,रू ६०.००,रू ७०.००,रू ६५.००
बोडी(तने),के.जी.,रू ८०.००,रू ९०.००,रू ८५.००
मकै बोडी,केजी,रू ७०.००,रू ९०.००,रू ८१.६७
घिउ सिमी(लोकल),के.जी.,रू ११०.००,रू १३०.००,रू १२२.५०
घिउ सिमी(हाइब्रीड),केजी,रू ११०.००,रू १३०.००,रू १२२.५०
टाटे सिमी,के.जी.,रू १००.००,रू १२०.००,रू ११०.००
भटमासकोशा,के.जी.,रू ८०.००,रू १००.००,रू ९०.००
तितो करेला,के.जी.,रू ५०.००,रू ६०.००,रू ५५.००
लौका,के.जी.,रू ५०.००,रू ६०.००,रू ५५.००
परवर(लोकल),के.जी.,रू ५०.००,रू ६०.००,रू ५५.००
परवर(तराई),केजी,रू ५०.००,रू ६०.००,रू ५५.००
चिचिण्डो,के.जी.,रू ३०.००,रू ४०.००,रू ३५.००
घिरौला,के.जी.,रू ५०.००,रू ७०.००,रू ५८.३३
झिगूनी,के.जी.,रू ७०.००,रू ८०.००,रू ७५.००
फर्सी पाकेको,के.जी.,रू ५०.००,रू ६०.००,रू ५५.००
हरियो फर्सी(डल्लो),केजी,रू ६०.००,रू ७०.००,रू ६५.००
भिण्डी,के.जी.,रू ७०.००,रू ८०.००,रू ७४.३८
सखरखण्ड,के.जी.,रू १००.००,रू १२०.००,रू ११०.००
पिंडालू,के.जी.,रू ९०.००,रू १००.००,रू ९३.३३
स्कूस,के.जी.,रू ६०.००,रू ७०.००,रू ६३.३३
रायो साग,के.जी.,रू २००.००,रू २५०.००,रू २२५.००
पालूगो साग,के.जी.,रू २५०.००,रू ३००.००,रू २६६.६७
तोरीको साग,के.जी.,रू १००.००,रू १५०.००,रू १२५.००
प्याज हरियो,के.जी.,रू १००.००,रू २००.००,रू १५०.००
च्याउ(कन्य),के.जी.,रू २३०.००,रू २८०.००,रू २५३.७५
च्याउ(डल्ले),के जी,रू ४५०.००,रू ५००.००,रू ४७५.००
राजा च्याउ,के.जी.,रू ३००.००,रू ३२०.००,रू ३१०.००
सिताके च्याउ,के.जी.,रू ८००.००,"रू १,०००.००",रू ९००.००
कुरीलो,के.जी.,रू ४००.००,रू ५००.००,रू ४३३.३३
