commodity,unit,min,max,avg
गोलभेडा ठूलो(भारतीय),केजी,रू ६०.००,रू ७०.००,रू ६५.००
गोलभेडा सानो(लोकल),के.जी.,रू ३५.००,रू ४५.००,रू ४०.००
गोलभेडा सानो(भारतीय),के जी,रू ४५.००,रू ५५.००,रू ५०.००
गोलभेडा सानो(तराई),के जी,रू ५०.००,रू ६०.००,रू ५५.००
आलु रातो(लाम्चो),के.जी.,रू १८.००,रू २२.००,रू २०.००
आलु रातो(भारतीय),के जी,रू २२.००,रू २४.००,रू २३.००
प्याज सुकेको (भारतीय),के.जी.,रू ३४.००,रू ३६.००,रू ३५.००
गाजर(लोकल),के.जी.,रू ४०.००,रू ५०.००,रू ४५.००
गाजर(तराई),केजी,रू ३०.००,रू ४०.००,रू ३५.००
बन्दा(लोकल),के.जी.,रू २५.००,रू ३५.००,रू ३०.००
बन्दा(नरिवल),केजी,रू २०.००,रू ३०.००,रू २५.००
काउली स्थानिय,के.जी.,रू २५.००,रू ३५.००,रू ३०.००
स्थानीय काउली(ज्यापु),केजी,रू २५.००,रू ३५.००,रू ३०.००
काउली तराई,के.जी.,रू २५.००,रू ३५.००,रू ३०.००
मूला रातो,के.जी.,रू ३०.००,रू ३५.००,रू ३२.५०
मूला सेतो(लोकल),के.जी.,रू १०.००,रू १५.००,रू १२.५०
सेतो मूला(हाइब्रीड),केजी,रू १५.००,रू २०.००,रू १७.५०
भन्टा लाम्चो,के.जी.,रू ४५.००,रू ५५.००,रू ५०.००
भन्टा डल्लो,के.जी.,रू ५०.००,रू ६०.००,रू ५५.००
मटरकोशा,के.जी.,रू २५.००,रू ३५.००,रू ३०.००
घिउ सिमी(लोकल),के.जी.,रू ३०.००,रू ४०.००,रू ३५.००
घिउ सिमी(हाइब्रीड),केजी,रू २५.००,रू ३५.००,रू ३०.००
घिउ सिमी(राजमा),केजी,रू ६०.००,रू ७०.००,रू ६५.००
टाटे सिमी,के.जी.,रू ४०.००,रू ५०.००,रू ४५.००
तितो करेला,के.जी.,रू १२०.००,रू १३०.००,रू १२५.००
लौका,के.जी.,रू ६०.००,रू ७०.००,रू ६५.००
परवर(तराई),केजी,रू ११०.००,रू १२०.००,रू ११५.००
घिरौला,के.जी.,रू ६०.००,रू ७०.००,रू ६५.००
फर्सी पाकेको,के.जी.,रू ५५.००,रू ६५.००,रू ६०.००
फर्सी हरियो(लाम्चो),के.जी.,रू १०.००,रू १५.००,रू १२.५०
हरियो फर्सी(डल्लो),केजी,रू १०.००,रू १५.००,रू १२.५०
सलगम,के.जी.,रू ४०.००,रू ५०.००,रू ४५.००
भिण्डी,के.जी.,रू १२०.००,रू १३०.००,रू १२५.००
सखरखण्ड,के.जी.,रू ६०.००,रू ७०.००,रू ६५.००
बरेला,के.जी.,रू ३०.००,रू ४०.००,रू ३५.००
पिंडालू,के.जी.,रू ५०.००,रू ६०.००,रू ५५.००
स्कूस,के.जी.,रू ५०.००,रू ६०.००,रू ५५.००
रायो साग,के.जी.,रू १५.००,रू २५.००,रू २०.००
पालूगो साग,के.जी.,रू ४०.००,रू ६०.००,रू ५०.००
चमसूरको साग,के.जी.,रू ४०.००,रू ६०.००,रू ५०.००
तोरीको साग,के.जी.,रू १५.००,रू २५.००,रू २०.००
मेथीको साग,के.जी.,रू ५०.००,रू ६०.००,रू ५५.००
प्याज हरियो,के.जी.,रू ३०.००,रू ४०.००,रू ३५.००
बकूला,के.जी.,रू ३०.००,रू ४०.००,रू ३५.००
तरुल,के.जी.,रू ६०.००,रू ७०.००,रू ६५.००
च्याउ(कन्य),के.जी.,रू १००.००,रू १२०.००,रू ११०.००
च्याउ(डल्ले),के जी,रू २८०.००,रू ३२०.००,रू ३००.००
राजा च्याउ,के.जी.,रू २८०.००,रू ३००.००,रू २९०.००
सिताके च्याउ,के.जी.,रू ८००.००,"रू १,०००.००",रू ९००.००
ब्रोकाउली,के.जी.,रू २५.००,रू ३५.००,रू ३०.००
चुकुन्दर,के.जी.,रू ६०.००,रू ७०.००,रू ६५.००
सजिवन,के.जी.,रू २३०.००,रू २५०.००,रू २४०.००
कोइरालो,के.जी.,रू ३२०.००,रू ३५०.००,रू ३३५.००
रातो बन्दा,के.जी.,रू ५०.००,रू ६०.००,रू ५५.००
जिरीको साग,के.जी.,रू ४०.००,रू ५०.००,रू ४५.००
ग्याठ कोबी,के.जी.,रू ५०.००,रू ६०.००,रू ५५.००
सेलरी,के.जी.,रू १२०.००,रू १३०.००,रू १२५.००
पार्सले,के.जी.,रू २५०.००,रू २८०.००,रू २६५.००
सौफको साग,के.जी.,रू ५०.००,रू ६०.००,रू ५५.००
पुदीना,के.जी.,रू २००.००,रू २३०.००,रू २१५.००
गान्टे मूला,के.जी.,रू ४०.००,रू ५०.००,रू ४५.००
इमली,के.जी.,रू १७०.००,रू १८०.००,रू १७५.००
तामा,के.जी.,रू ११०.००,रू १३०.००,रू १२०.००
तोफु,के.जी.,रू १३०.००,रू १५०.००,रू १४०.००
गुन्दुक,के.जी.,रू २८०.००,रू ३००.००,रू २९०.००
रुख टमाटर,केजी,रू २६०.००,रू २८०.००,रू २७०.००
स्याउ(झोले),के.जी.,रू २००.००,रू २५०.००,रू २२५.००
स्याउ(फूजी),के जी,रू २५०.००,रू ३००.००,रू २७५.००
केरा(नेपाली),दर्जन,रू १८०.००,रू १९०.००,रू १८५.००
कागती,के.जी.,रू २४०.००,रू २६०.००,रू २५०.००
अनार,के.जी.,रू ३००.००,रू ३२०.००,रू ३१०.००
अंगुर(हरियो),के.जी.,रू २००.००,रू २२०.००,रू २१०.००
अंगुर(कालो),केजी,रू ३००.००,रू ३२०.००,रू ३१०.००
सुन्तला(भारतीय),केजी,रू १२०.००,रू १५०.००,रू १३५.००
तरबुजा(हरियो),के.जी.,रू ५०.००,रू ६०.००,रू ५५.००
मौसम,के.जी.,रू १००.००,रू १२०.००,रू ११०.००
जुनार,के.जी.,रू ११०.००,रू १३०.००,रू १२०.००
भुई कटहर,प्रति गोटा,रू १५०.००,रू १६०.००,रू १५५.००
काक्रो(लोकल),के.जी.,रू ५०.००,रू ६०.००,रू ५५.००
काक्रो(हाइब्रीड),के जी,रू ३०.००,रू ४०.००,रू ३५.००
काक्रो(लोकलक्रस),के.जी.,रू ४०.००,रू ५०.००,रू ४५.००
रुख कटहर,के.जी.,रू १००.००,रू १२०.००,रू ११०.००
निबुवा,के.जी.,रू ५५.००,रू ६५.००,रू ६०.००
नासपाती(चाइनिज),केजी,रू २३०.००,रू २५०.००,रू २४०.००
मेवा(नेपाली),के.जी.,रू ५०.००,रू ७०.००,रू ६०.००
मेवा(भारतीय),केजी,रू १००.००,रू १२०.००,रू ११०.००
लप्सी,के.जी.,रू २५०.००,रू २८०.००,रू २६५.००
किनु,के.जी.,रू ११०.००,रू १३०.००,रू १२०.००
स्ट्रबेरी भुईऐसेलु,के.जी.,रू ३००.००,रू ४००.००,रू ३५०.००
किवि,केजी,रू ३००.००,रू ४००.००,रू ३५०.००
आभोकाडो,के.जी,रू ३००.००,रू ४००.००,रू ३५०.००
अमला,के.जी,रू १२०.००,रू १३०.००,रू १२५.००
अदुवा,के.जी.,रू १००.००,रू १३०.००,रू ११५.००
खु्र्सानी सुकेको,के.जी.,रू ४००.००,रू ४५०.००,रू ४२५.००
खुर्सानी हरियो(लाम्चो),के जी,रू १४०.००,रू १५०.००,रू १४५.००
खुर्सानी हरियो(बुलेट),के जी,रू १००.००,रू १२०.००,रू ११२.५०
खुर्सानी हरियो(माछे),के जी,रू ४०.००,रू ५०.००,रू ४५.००
खुर्सानी हरियो(अकबरे),के जी,रू ८००.००,रू ९००.००,रू ८५०.००
भेडे खु्र्सानी,के.जी.,रू ६०.००,रू ७०.००,रू ६५.००
लसुन हरियो,के.जी.,रू ३०.००,रू ५०.००,रू ४०.००
हरियो धनिया,के.जी.,रू ४०.००,रू ५०.००,रू ४५.००
लसुन सुकेको चाइनिज,के.जी.,रू २३०.००,रू २६०.००,रू २४५.००
लसुन सुकेको नेपाली,के.जी.,रू १८०.००,रू २००.००,रू १९०.००
छ्यापी सुकेको,के.जी.,रू १००.००,रू १२०.००,रू ११०.००
छ्यापी हरियो,के.जी.,रू ६०.००,रू ८०.००,रू ७०.००
माछा सुकेको,के.जी.,रू ८००.००,"रू १,०००.००",रू ९००.००
ताजा माछा(रहु),के जी,रू ३२०.००,रू ३५०.००,रू ३३५.००
ताजा माछा(बचुवा),के जी,रू २७०.००,रू २८०.००,रू २७५.००
ताजा माछा(छडी),के जी,रू २३०.००,रू २५०.००,रू २४०.००
