commodity,unit,min,max,avg
गोलभेडा ठूलो(भारतीय),केजी,रू ८५.००,रू ९५.००,रू ९०.००
गोलभेडा सानो(लोकल),के.जी.,रू ५५.००,रू ६०.००,रू ५७.५०
गोलभेडा सानो(तराई),के जी,रू ५०.००,रू ६०.००,रू ५५.००
आलु रातो(लाम्चो),के.जी.,रू २२.००,रू २८.००,रू २५.००
आलु रातो(भारतीय),के जी,रू २२.००,रू २३.००,रू २२.५०
प्याज सुकेको (भारतीय),के.जी.,रू ३८.००,रू ४०.००,रू ३९.००
गाजर(लोकल),के.जी.,रू ४५.००,रू ६०.००,रू ५२.५०
गाजर(तराई),केजी,रू २५.००,रू ३५.००,रू ३०.००
बन्दा(लोकल),के.जी.,रू २५.००,रू ३५.००,रू ३०.००
काउली स्थानिय,के.जी.,रू ५०.००,रू ६०.००,रू ५५.००
सेतो मूला(हाइब्रीड),केजी,रू २०.००,रू ३०.००,रू २५.००
भन्टा लाम्चो,के.जी.,रू ५०.००,रू ६०.००,रू ५५.००
भन्टा डल्लो,के.जी.,रू ७०.००,रू ८०.००,रू ७५.००
बोडी(तने),के.जी.,रू १००.००,रू १३०.००,रू ११५.००
मटरकोशा,के.जी.,रू ५०.००,रू ६०.००,रू ५५.००
घिउ सिमी(लोकल),के.जी.,रू ९०.००,रू १००.००,रू ९५.००
घिउ सिमी(हाइब्रीड),केजी,रू ८०.००,रू ९०.००,रू ८५.००
घिउ सिमी(राजमा),केजी,रू ९०.००,रू १००.००,रू ९५.००
भटमासकोशा,के.जी.,रू १६०.००,रू १७०.००,रू १६५.००
तितो करेला,के.जी.,रू ४०.००,रू ६०.००,रू ५०.००
लौका,के.जी.,रू ५०.००,रू ६०.००,रू ५५.००
परवर(लोकल),के.जी.,रू ८०.००,रू ९०.००,रू ८५.००
परवर(तराई),केजी,रू ६०.००,रू ७५.००,रू ६७.५०
घिरौला,के.जी.,रू ७०.००,रू ८०.००,रू ७५.००
झिगूनी,के.जी.,रू ७०.००,रू ८०.००,रू ७५.००
फर्सी पाकेको,के.जी.,रू ५०.००,रू ६०.००,रू ५५.००
फर्सी हरियो(लाम्चो),के.जी.,रू ४०.००,रू ४०.००,रू ४०.००
हरियो फर्सी(डल्लो),केजी,रू ३०.००,रू ५०.००,रू ४०.००
भिण्डी,के.जी.,रू ८०.००,रू ९०.००,रू ८५.००
सखरखण्ड,के.जी.,रू ६५.००,रू ७५.००,रू ७०.००
पिंडालू,के.जी.,रू ४०.००,रू ५०.००,रू ४५.००
स्कूस,के.जी.,रू ५५.००,रू ६०.००,रू ५७.५०
रायो साग,के.जी.,रू ६०.००,रू ८०.००,रू ७०.००
पालूगो साग,के.जी.,रू ९०.००,रू १००.००,रू ९५.००
चमसूरको साग,के.जी.,रू १००.००,रू १२०.००,रू ११०.००
तोरीको साग,के.जी.,रू २५.००,रू ३५.००,रू ३०.००
मेथीको साग,के.जी.,रू ९०.००,रू १००.००,रू ९५.००
प्याज हरियो,के.जी.,रू १३०.००,रू १५०.००,रू १४०.००
च्याउ(कन्य),के.जी.,रू २२०.००,रू २६०.००,रू २४०.००
च्याउ(डल्ले),के जी,रू ४००.००,रू ४५०.००,रू ४२५.००
राजा च्याउ,के.जी.,रू ३००.००,रू ३२०.००,रू ३१०.००
सिताके च्याउ,के.जी.,रू ८००.००,"रू १,०००.००",रू ९००.००
कुरीलो,के.जी.,रू ४००.००,रू ५००.००,रू ४५०.००
न्यूरो,के.जी.,रू ८०.००,रू १००.००,रू ९०.००
ब्रोकाउली,के.जी.,रू ९०.००,रू ११०.००,रू १००.००
चुकुन्दर,के.जी.,रू ५५.००,रू ६५.००,रू ६०.००
सजिवन,के.जी.,रू १३०.००,रू १५०.००,रू १४०.००
कोइरालो,के.जी.,रू ३००.००,रू ३५०.००,रू ३२५.००
रातो बन्दा,के.जी.,रू ४०.००,रू ६०.००,रू ५०.००
जिरीको साग,के.जी.,रू ९०.००,रू १००.००,रू ९५.००
सेलरी,के.जी.,रू १००.००,रू १२०.००,रू ११०.००
पार्सले,के.जी.,रू २५०.००,रू ३००.००,रू २७५.००
सौफको साग,के.जी.,रू ९०.००,रू १००.००,रू ९५.००
पुदीना,के.जी.,रू ९०.००,रू ११०.००,रू १००.००
गान्टे मूला,के.जी.,रू ४०.००,रू ५०.००,रू ४५.००
इमली,के.जी.,रू १७०.००,रू १८०.००,रू १७५.००
तामा,के.जी.,रू १३०.००,रू १५०.००,रू १४०.००
तोफु,के.जी.,रू १३०.००,रू १५०.००,रू १४०.००
गुन्दुक,के.जी.,रू २५०.००,रू ३००.००,रू २७५.००
स्याउ(झोले),के.जी.,रू २२०.००,रू २५०.००,रू २३५.००
स्याउ(फूजी),के जी,रू २५०.००,रू ३००.००,रू २७५.००
केरा(नेपाली),दर्जन,रू १८०.००,रू २२०.००,रू २००.००
कागती,के.जी.,रू ३७०.००,रू ३८०.००,रू ३७५.००
अनार,के.जी.,रू ४००.००,रू ५००.००,रू ४५०.००
