commodity,unit,min,max,avg
गोलभेडा ठूलो(नेपाली),के.जी.,रू ४०.००,रू ६०.००,रू ४९.१७
गोलभेडा सानो(टनेल),के जी,रू २४.००,रू ३५.००,रू २९.०८
आलु रातो(लाम्चो),के.जी.,रू ४८.००,रू ५०.००,रू ४९.००
रातो आलु(गोलो),के जी,रू ४८.००,रू ५३.००,रू ४९.७५
आलु रातो(मुडे),केजी,रू ४८.००,रू ५३.००,रू ४९.७५
आलु रातो(भारतीय),के जी,रू ३३.००,रू ३५.००,रू ३४.१७
आलु सेतो,के.जी.,रू ३०.००,रू ३५.००,रू ३२.००
प्याज सुकेको (भारतीय),के.जी.,रू ५४.००,रू ५७.००,रू ५५.६०
गाजर(लोकल),के.जी.,रू ९०.००,रू ११०.००,रू १००.००
गाजर(तराई),केजी,रू ७०.००,रू ८०.००,रू ७५.००
बन्दा(लोकल),के.जी.,रू २०.००,रू ३०.००,रू २५.००
काउली स्थानिय,के.जी.,रू ९०.००,रू १००.००,रू ९५.००
मूला रातो,के.जी.,रू ३०.००,रू ४०.००,रू ३५.००
सेतो मूला(हाइब्रीड),केजी,रू १५.००,रू २५.००,रू २०.००
भन्टा लाम्चो,के.जी.,रू ५०.००,रू ६०.००,रू ५६.६७
भन्टा डल्लो,के.जी.,रू ६०.००,रू ७०.००,रू ६६.६७
बोडी(तने),के.जी.,रू ८०.००,रू ९०.००,रू ८५.००
मकै बोडी,केजी,रू ८०.००,रू ९०.००,रू ८५.००
घिउ सिमी(लोकल),के.जी.,रू ११०.००,रू १३०.००,रू १२१.६७
घिउ सिमी(हाइब्रीड),केजी,रू ११०.००,रू १३०.००,रू १२१.६७
घिउ सिमी(राजमा),केजी,रू १२०.००,रू १४०.००,रू १३०.००
टाटे सिमी,के.जी.,रू १००.००,रू १२०.००,रू ११०.००
भटमासकोशा,के.जी.,रू ९०.००,रू १००.००,रू ९५.००
तितो करेला,के.जी.,रू ५०.००,रू ६०.००,रू ५५.००
लौका,के.जी.,रू ६०.००,रू ७०.००,रू ६४.००
परवर(लोकल),के.जी.,रू ६०.००,रू ७०.००,रू ६५.००
परवर(तराई),केजी,रू ६०.००,रू ७०.००,रू ६५.००
चिचिण्डो,के.जी.,रू ३०.००,रू ४०.००,रू ३५.००
घिरौला,के.जी.,रू ५०.००,रू ७०.००,रू ५८.१३
झिगूनी,के.जी.,रू ७०.००,रू ८०.००,रू ७५.००
फर्सी पाकेको,के.जी.,रू ५०.००,रू ६०.००,रू ५५.००
हरियो फर्सी(डल्लो),केजी,रू ८०.००,रू ९०.००,रू ८५.००
भिण्डी,के.जी.,रू ६०.००,रू ७०.००,रू ६५.००
सखरखण्ड,के.जी.,रू १००.००,रू १२०.००,रू ११०.००
पिंडालू,के.जी.,रू ९०.००,रू १००.००,रू ९५.००
स्कूस,के.जी.,रू ६०.००,रू ७०.००,रू ६५.००
रायो साग,के.जी.,रू १५०.००,रू २००.००,रू १८३.३३
पालूगो साग,के.जी.,रू २००.००,रू २५०.००,रू २२५.००
तोरीको साग,के.जी.,रू १५०.००,रू २००.००,रू १७५.००
प्याज हरियो,के.जी.,रू १५०.००,रू २००.००,रू १८३.३३
च्याउ(कन्य),के.जी.,रू २३०.००,रू २८०.००,रू २५१.६७
च्याउ(डल्ले),के जी,रू ४५०.००,रू ५००.००,रू ४७५.००
राजा च्याउ,के.जी.,रू ३००.००,रू ३२०.००,रू ३१०.००
सिताके च्याउ,के.जी.,रू ८००.००,"रू १,०००.००",रू ९००.००
कुरीलो,के.जी.,रू ४००.००,रू ५००.००,रू ४५०.००
न्यूरो,के.जी.,रू ९०.००,रू १००.००,रू ९५.००
ब्रोकाउली,के.जी.,रू १००.००,रू १२०.००,रू १०७.५०
चुकुन्दर,के.जी.,रू ६०.००,रू ७०.००,रू ६५.००
रातो बन्दा,के.जी.,रू ३०.००,रू ४०.००,रू ३५.००
जिरीको साग,के.जी.,रू १५०.००,रू २००.००,रू १७५.००
सेलरी,के.जी.,रू १५०.००,रू २००.००,रू १७५.००
पार्सले,के.जी.,रू ४००.००,रू ५००.००,रू ४५०.००
सौफको साग,के.जी.,रू १५०.००,रू २००.००,रू १७५.००
पुदीना,के.जी.,रू ३००.००,रू ४००.००,रू ३५०.००
गान्टे मूला,के.जी.,रू १५०.००,रू २००.००,रू १७५.००
इमली,के.जी.,रू १४०.००,रू १६०.००,रू १५०.००
तामा,के.जी.,रू १४०.००,रू १६०.००,रू १५०.००
तोफु,के.जी.,रू १४०.००,रू १६०.००,रू १५०.००
गुन्दुक,के.जी.,रू ३००.००,रू ३५०.००,रू ३२५.००
स्याउ(फूजी),के जी,रू २८०.००,रू ३००.००,रू २९०.००
केरा(नेपाली),दर्जन,रू २००.००,रू ३००.००,रू २५०.००
