commodity,unit,min,max,avg
गोलभेडा ठूलो(नेपाली),के.जी.,रू ३५.००,रू ४५.००,रू ३८.७५
गोलभेडा सानो(लोकल),के.जी.,रू ८.००,रू १२.००,रू ९.५०
गोलभेडा सानो(टनेल),के जी,रू १०.००,रू २०.००,रू १४.६०
आलु रातो(लाम्चो),के.जी.,रू ४५.००,रू ५०.००,रू ४७.००
रातो आलु(गोलो),के जी,रू ४५.००,रू ५०.००,रू ४७.००
आलु रातो(मुडे),केजी,रू ४५.००,रू ४८.००,रू ४६.५०
आलु रातो(भारतीय),के जी,रू २७.००,रू ३०.००,रू २८.५०
आलु सेतो,के.जी.,रू २८.००,रू ३०.००,रू २९.००
प्याज सुकेको (भारतीय),के.जी.,रू ५२.००,रू ५५.००,रू ५३.२५
गाजर(लोकल),के.जी.,रू १००.००,रू १२०.००,रू ११०.००
गाजर(तराई),केजी,रू ८०.००,रू ९०.००,रू ८५.००
बन्दा(लोकल),के.जी.,रू ३०.००,रू ४०.००,रू ३४.००
काउली स्थानिय,के.जी.,रू ४०.००,रू ६०.००,रू ४९.४४
मूला रातो,के.जी.,रू ३०.००,रू ३५.००,रू ३२.५०
सेतो मूला(हाइब्रीड),केजी,रू १५.००,रू २०.००,रू १७.५०
भन्टा लाम्चो,के.जी.,रू ३०.००,रू ३५.००,रू ३२.५०
भन्टा डल्लो,के.जी.,रू ६०.००,रू ७०.००,रू ६५.००
बोडी(तने),के.जी.,रू ५०.००,रू ६०.००,रू ५५.००
मकै बोडी,केजी,रू ५०.००,रू ६०.००,रू ५३.३३
घिउ सिमी(लोकल),के.जी.,रू ८०.००,रू ९०.००,रू ८६.६७
घिउ सिमी(हाइब्रीड),केजी,रू ६०.००,रू ७०.००,रू ६५.००
घिउ सिमी(राजमा),केजी,रू १००.००,रू १२०.००,रू ११०.००
टाटे सिमी,के.जी.,रू ६०.००,रू ७०.००,रू ६३.३३
भटमासकोशा,के.जी.,रू १३०.००,रू १४०.००,रू १३५.००
तितो करेला,के.जी.,रू ३०.००,रू ४०.००,रू ३५.००
लौका,के.जी.,रू ३०.००,रू ४०.००,रू ३६.२५
परवर(लोकल),के.जी.,रू ४०.००,रू ५०.००,रू ४५.००
परवर(तराई),केजी,रू ४०.००,रू ५०.००,रू ४५.००
चिचिण्डो,के.जी.,रू २०.००,रू ३०.००,रू २५.००
घिरौला,के.जी.,रू ४०.००,रू ५०.००,रू ४५.००
झिगूनी,के.जी.,रू ६०.००,रू ७०.००,रू ६५.००
फर्सी पाकेको,के.जी.,रू ५०.००,रू ६०.००,रू ५५.००
फर्सी हरियो(लाम्चो),के.जी.,रू ८०.००,रू ९०.००,रू ८५.००
हरियो फर्सी(डल्लो),केजी,रू ३०.००,रू ४०.००,रू ३५.००
भिण्डी,के.जी.,रू ४०.००,रू ५०.००,रू ४५.००
सखरखण्ड,के.जी.,रू १००.००,रू १२०.००,रू ११०.००
पिंडालू,के.जी.,रू ९०.००,रू १००.००,रू ९५.००
स्कूस,के.जी.,रू ४०.००,रू ५०.००,रू ४५.००
रायो साग,के.जी.,रू ६०.००,रू ८०.००,रू ७३.३३
पालूगो साग,के.जी.,रू ६०.००,रू ८०.००,रू ७०.००
चमसूरको साग,के.जी.,रू ५०.००,रू ६०.००,रू ५५.००
तोरीको साग,के.जी.,रू ४०.००,रू ५०.००,रू ४५.००
प्याज हरियो,के.जी.,रू ६०.००,रू ८०.००,रू ७०.००
च्याउ(कन्य),के.जी.,रू २३०.००,रू २६०.००,रू २४५.००
च्याउ(डल्ले),के जी,रू ३५०.००,रू ४२०.००,रू ३८७.५०
राजा च्याउ,के.जी.,रू २८०.००,रू ३००.००,रू २९०.००
सिताके च्याउ,के.जी.,रू ८००.००,"रू १,०००.००",रू ९००.००
कुरीलो,के.जी.,रू २५०.००,रू ३००.००,रू २७५.००
न्यूरो,के.जी.,रू ९०.००,रू १००.००,रू ९५.००
ब्रोकाउली,के.जी.,रू ७०.००,रू ९०.००,रू ७७.१४
चुकुन्दर,के.जी.,रू ५५.००,रू ७०.००,रू ६१.२५
रातो बन्दा,के.जी.,रू ४०.००,रू ६०.००,रू ५१.६७
जिरीको साग,के.जी.,रू ८०.००,रू ९०.००,रू ८३.३३
सेलरी,के.जी.,रू १८०.००,रू २००.००,रू १९०.००
पार्सले,के.जी.,रू ३००.००,रू ३५०.००,रू ३२५.००
सौफको साग,के.जी.,रू ५०.००,रू ६०.००,रू ५५.००
पुदीना,के.जी.,रू १८०.००,रू २००.००,रू १९०.००
गान्टे मूला,के.जी.,रू ५०.००,रू ६०.००,रू ५५.००
इमली,के.जी.,रू १६०.००,रू १८०.००,रू १७०.००
तामा,के.जी.,रू १४०.००,रू १५०.००,रू १४५.००
तोफु,के.जी.,रू १५०.००,रू १६०.००,रू १५५.००
गुन्दुक,के.जी.,रू ३००.००,रू ३५०.००,रू ३२५.००
स्याउ(फूजी),के जी,रू २८०.००,रू ३००.००,रू २९०.००
केरा(नेपाली),दर्जन,रू २००.००,रू २५०.००,रू २२५.००
केरा(मालभोग),दर्जन,रू १८०.००,रू २००.००,रू १९०.००
कागती,के.जी.,रू १४०.००,रू १६०.००,रू १४७.५०
अनार,के.जी.,रू ४५०.००,रू ५००.००,रू ४७५.००
आँप(मालदह),के.जी.,रू १४०.००,रू १५०.००,रू १४५.००
आँप(दसहरी),केजी,रू १५०.००,रू १६०.००,रू १५५.००
तरबुजा(हरियो),के.जी.,रू ६०.००,रू ७०.००,रू ६५.००
जुनार,के.जी.,रू २७०.००,रू ३००.००,रू २८५.००
भुई कटहर,प्रति गोटा,रू १८०.००,रू २००.००,रू १९०.००
काक्रो(लोकल),के.जी.,रू ७०.००,रू ८०.००,रू ७५.००
काक्रो(हाइब्रीड),के जी,रू २५.००,रू ३०.००,रू २७.५०
काक्रो(लोकलक्रस),के.जी.,रू ६०.००,रू ७०.००,रू ६३.३३
रुख कटहर,के.जी.,रू ४०.००,रू ५०.००,रू ४५.००
नासपाती(लोकल),के.जी.,रू १००.००,रू १३०.००,रू ११७.५०
मेवा(नेपाली),के.जी.,रू ८०.००,रू ९०.००,रू ८५.००
मेवा(भारतीय),केजी,रू १००.००,रू १२०.००,रू ११०.००
नरिवल(काँचो),के जी,रू ६०.००,रू ७०.००,रू ६५.००
नरिवल(हरियो),के जी,रू १५०.००,रू १७०.००,रू १६०.००
अदुवा,के.जी.,रू १५०.००,रू २००.००,रू १७५.००
खु्र्सानी सुकेको,के.जी.,रू ४५०.००,रू ५००.००,रू ४७५.००
खुर्सानी हरियो(लाम्चो),के जी,रू ६०.००,रू ७०.००,रू ६५.००
खुर्सानी हरियो(बुलेट),के जी,रू ६०.००,रू ७०.००,रू ६५.००
खुर्सानी हरियो(माछे),के जी,रू ४०.००,रू ५०.००,रू ४५.००
खुर्सानी हरियो(अकबरे),के जी,रू २००.००,रू २५०.००,रू २२५.००
भेडे खु्र्सानी,के.जी.,रू ५०.००,रू ६०.००,रू ५४.००
लसुन हरियो,के.जी.,रू ८०.००,रू १००.००,रू ८६.६७
हरियो धनिया,के.जी.,रू ८०.००,रू १००.००,रू ९५.००
लसुन सुकेको चाइनिज,के.जी.,रू २००.००,रू २२०.००,रू २१०.००
लसुन सुकेको नेपाली,के.जी.,रू १५०.००,रू १८०.००,रू १६५.००
छ्यापी सुकेको,के.जी.,रू १८०.००,रू २००.००,रू १९०.००
माछा सुकेको,के.जी.,रू ८००.००,"रू १,०००.००",रू ९००.००
ताजा माछा(रहु),के जी,रू ३२०.००,रू ३४०.००,रू ३३०.००
ताजा माछा(बचुवा),के जी,रू २८०.००,रू ३००.००,रू २९०.००
