commodity,unit,min,max,avg
गोलभेडा ठूलो(भारतीय),केजी,रू ९०.००,रू १००.००,रू ९५.००
गोलभेडा सानो(लोकल),के.जी.,रू ४३.००,रू ५३.००,रू ४७.००
गोलभेडा सानो(टनेल),के जी,रू ६५.००,रू ९०.००,रू ८०.५०
गोलभेडा सानो(भारतीय),के जी,रू ४५.००,रू ६०.००,रू ५५.००
गोलभेडा सानो(तराई),के जी,रू ५५.००,रू ७५.००,रू ६५.७१
आलु रातो(लाम्चो),के.जी.,रू २६.००,रू ३१.००,रू २७.८६
आलु रातो(भारतीय),के जी,रू २५.००,रू २६.००,रू २५.५०
प्याज सुकेको (भारतीय),के.जी.,रू ४२.००,रू ४४.००,रू ४३.००
गाजर(लोकल),के.जी.,रू ५०.००,रू ६०.००,रू ५५.००
गाजर(तराई),केजी,रू ४०.००,रू ५०.००,रू ४६.६७
बन्दा(लोकल),के.जी.,रू ५०.००,रू ६०.००,रू ५३.७५
बन्दा(तराई),केजी,रू ४०.००,रू ५०.००,रू ४५.००
बन्दा(नरिवल),केजी,रू ४०.००,रू ५०.००,रू ४४.१७
काउली स्थानिय,के.जी.,रू ५०.००,रू ७०.००,रू ६०.००
स्थानीय काउली(ज्यापु),केजी,रू ९०.००,रू १००.००,रू ९२.५०
काउली तराई,के.जी.,रू ५५.००,रू ६५.००,रू ६०.००
मूला रातो,के.जी.,रू ३०.००,रू ४०.००,रू ३५.००
मूला सेतो(लोकल),के.जी.,रू १२.००,रू १८.००,रू १५.००
सेतो मूला(हाइब्रीड),केजी,रू १५.००,रू २५.००,रू १९.००
भन्टा लाम्चो,के.जी.,रू ६०.००,रू ७०.००,रू ६३.३३
भन्टा डल्लो,के.जी.,रू ७०.००,रू ८०.००,रू ७६.६७
मकै बोडी,केजी,रू ४०.००,रू ५०.००,रू ४५.००
मटरकोशा,के.जी.,रू ५०.००,रू ६०.००,रू ५६.६७
घिउ सिमी(लोकल),के.जी.,रू ११५.००,रू १३०.००,रू १२२.५०
घिउ सिमी(हाइब्रीड),केजी,रू ९०.००,रू ११०.००,रू १००.००
घिउ सिमी(राजमा),केजी,रू १२०.००,रू १४०.००,रू १३०.००
टाटे सिमी,के.जी.,रू ८०.००,रू १००.००,रू ९०.००
तितो करेला,के.जी.,रू १४०.००,रू १७०.००,रू १५५.००
लौका,के.जी.,रू ७५.००,रू ८५.००,रू ८०.००
परवर(तराई),केजी,रू २२०.००,रू २४०.००,रू २३०.००
फर्सी पाकेको,के.जी.,रू ४५.००,रू ५५.००,रू ५१.२५
फर्सी हरियो(लाम्चो),के.जी.,रू ३०.००,रू ४०.००,रू ३५.००
हरियो फर्सी(डल्लो),केजी,रू ३५.००,रू ४५.००,रू ४०.००
सलगम,के.जी.,रू ७०.००,रू ८०.००,रू ७५.००
भिण्डी,के.जी.,रू ११०.००,रू १२०.००,रू ११५.००
सखरखण्ड,के.जी.,रू ६०.००,रू ७०.००,रू ६५.००
बरेला,के.जी.,रू ५५.००,रू ७०.००,रू ६१.६७
पिंडालू,के.जी.,रू ५०.००,रू ६५.००,रू ५७.५०
स्कूस,के.जी.,रू ७०.००,रू ८०.००,रू ७६.६७
रायो साग,के.जी.,रू १५.००,रू ४०.००,रू २६.२५
पालूगो साग,के.जी.,रू ६०.००,रू ८०.००,रू ७०.००
चमसूरको साग,के.जी.,रू ६०.००,रू ८०.००,रू ७०.००
तोरीको साग,के.जी.,रू ४०.००,रू ५०.००,रू ४५.००
मेथीको साग,के.जी.,रू ६०.००,रू ८०.००,रू ७०.००
प्याज हरियो,के.जी.,रू ४०.००,रू ६०.००,रू ४७.५०
बकूला,के.जी.,रू ७०.००,रू १००.००,रू ८५.००
तरुल,के.जी.,रू ६०.००,रू ८०.००,रू ७०.००
च्याउ(कन्य),के.जी.,रू ७०.००,रू १००.००,रू ८७.५०
च्याउ(डल्ले),के जी,रू ४५०.००,रू ५००.००,रू ४७५.००
राजा च्याउ,के.जी.,रू २८०.००,रू ३००.००,रू २९०.००
सिताके च्याउ,के.जी.,रू ८००.००,"रू १,०००.००",रू ९००.००
कुरीलो,के.जी.,"रू १,७५०.००","रू १,८५०.००","रू १,८००.००"
ब्रोकाउली,के.जी.,रू ५०.००,रू १००.००,रू ७७.५०
चुकुन्दर,के.जी.,रू ७०.००,रू ८०.००,रू ७५.००
सजिवन,के.जी.,रू ३८०.००,रू ४२०.००,रू ४००.००
रातो बन्दा,के.जी.,रू १००.००,रू १२०.००,रू १०६.६७
जिरीको साग,के.जी.,रू ११०.००,रू १३०.००,रू १२०.००
ग्याठ कोबी,के.जी.,रू ६०.००,रू ७०.००,रू ६५.००
सेलरी,के.जी.,रू २००.००,रू २२०.००,रू २१०.००
पार्सले,के.जी.,रू ५००.००,रू ६००.००,रू ५५०.००
सौफको साग,के.जी.,रू ७०.००,रू ८०.००,रू ७५.००
पुदीना,के.जी.,रू २५०.००,रू ३००.००,रू २७५.००
गान्टे मूला,के.जी.,रू ७०.००,रू ८०.००,रू ७५.००
इमली,के.जी.,रू १७०.००,रू १८०.००,रू १७५.००
तामा,के.जी.,रू ११०.००,रू १२०.००,रू ११५.००
तोफु,के.जी.,रू १३०.००,रू १५०.००,रू १४०.००
गुन्दुक,के.जी.,रू ३५०.००,रू ४००.००,रू ३७५.००
रुख टमाटर,केजी,रू २४०.००,रू २६०.००,रू २५०.००
स्याउ(झोले),के.जी.,रू २२०.००,रू २८०.००,रू २५०.००
स्याउ(फूजी),के जी,रू २८०.००,रू ३५०.००,रू ३१५.००
केरा(नेपाली),दर्जन,रू १४०.००,रू १८०.००,रू १६०.००
कागती,के.जी.,रू ९०.००,रू ११०.००,रू १००.००
अनार,के.जी.,रू ३००.००,रू ३५०.००,रू ३२५.००
सुन्तला(नेपाली),के.जी.,रू ११०.००,रू १४०.००,रू १२५.००
तरबुजा(हरियो),के.जी.,रू ९०.००,रू १००.००,रू ९५.००
मौसम,के.जी.,रू १००.००,रू १२०.००,रू ११०.००
जुनार,के.जी.,रू १००.००,रू १२०.००,रू ११०.००
भुई कटहर,प्रति गोटा,रू १४५.००,रू १५५.००,रू १५०.००
काक्रो(लोकल),के.जी.,रू १००.००,रू १२०.००,रू ११०.००
काक्रो(हाइब्रीड),के जी,रू ५०.००,रू ८०.००,रू ६५.००
निबुवा,के.जी.,रू ६०.००,रू ७०.००,रू ६५.००
नासपाती(चाइनिज),केजी,रू २००.००,रू २३०.००,रू २१५.००
मेवा(नेपाली),के.जी.,रू ५०.००,रू ७०.००,रू ६०.००
मेवा(भारतीय),केजी,रू ९०.००,रू ११०.००,रू १००.००
लप्सी,के.जी.,रू १००.००,रू १२०.००,रू ११०.००
किनु,के.जी.,रू १००.००,रू ११०.००,रू १०५.००
स्ट्रबेरी भुईऐसेलु,के.जी.,रू ४५०.००,रू ५००.००,रू ४७५.००
किवि,केजी,रू २००.००,रू २८०.००,रू २४०.००
आभोकाडो,के.जी,रू २५०.००,रू ३५०.००,रू ३००.००
अमला,के.जी,रू ७०.००,रू ८०.००,रू ७५.००
अदुवा,के.जी.,रू ८५.००,रू ११०.००,रू ९७.५०
खु्र्सानी सुकेको,के.जी.,रू ३५०.००,रू ४२०.००,रू ३८५.००
खुर्सानी हरियो(लाम्चो),के जी,रू ९०.००,रू ११०.००,रू १००.००
खुर्सानी हरियो(बुलेट),के जी,रू १००.००,रू १२०.००,रू ११२.५०
खुर्सानी हरियो(माछे),के जी,रू ६०.००,रू ८०.००,रू ७०.००
खुर्सानी हरियो(अकबरे),के जी,रू ५५०.००,रू ६५०.००,रू ६००.००
भेडे खु्र्सानी,के.जी.,रू ७०.००,रू ८०.००,रू ७५.००
लसुन हरियो,के.जी.,रू ४०.००,रू ८०.००,रू ५५.००
हरियो धनिया,के.जी.,रू ५०.००,रू ७०.००,रू ५८.००
लसुन सुकेको चाइनिज,के.जी.,रू २२५.००,रू २५०.००,रू २४०.००
लसुन सुकेको नेपाली,के.जी.,रू १५०.००,रू १८०.००,रू १६०.००
छ्यापी सुकेको,के.जी.,रू १३०.००,रू १६०.००,रू १४५.००
छ्यापी हरियो,के.जी.,रू १८०.००,रू २००.००,रू १९०.००
माछा सुकेको,के.जी.,रू ८००.००,"रू १,०००.००",रू ९००.००
ताजा माछा(रहु),के जी,रू ३२०.००,रू ३४०.००,रू ३३०.००
ताजा माछा(बचुवा),के जी,रू २६०.००,रू २८०.००,रू २७०.००
ताजा माछा(छडी),के जी,रू २३०.००,रू २५०.००,रू २४०.००
