commodity,unit,min,max,avg
गोलभेडा ठूलो(नेपाली),के.जी.,रू ३५.००,रू ४५.००,रू ३८.७५
गोलभेडा ठूलो(भारतीय),केजी,रू ३५.००,रू ३८.००,रू ३६.५०
गोलभेडा सानो(लोकल),के.जी.,रू ८.००,रू १२.००,रू ९.६०
गोलभेडा सानो(टनेल),के जी,रू १५.००,रू २५.००,रू २०.००
आलु रातो(लाम्चो),के.जी.,रू ४२.००,रू ४८.००,रू ४५.११
रातो आलु(गोलो),के जी,रू ४२.००,रू ४६.००,रू ४३.५०
आलु रातो(मुडे),केजी,रू ४२.००,रू ४६.००,रू ४४.५०
आलु रातो(भारतीय),के जी,रू ३५.००,रू ३८.००,रू ३६.६७
आलु सेतो,के.जी.,रू ३४.००,रू ३८.००,रू ३५.६७
प्याज सुकेको (भारतीय),के.जी.,रू ५३.००,रू ५६.००,रू ५४.६७
गाजर(लोकल),के.जी.,रू ९०.००,रू ११०.००,रू ९८.३३
गाजर(तराई),केजी,रू ८०.००,रू ९०.००,रू ८५.००
बन्दा(लोकल),के.जी.,रू २५.००,रू ३५.००,रू ३०.००
काउली स्थानिय,के.जी.,रू ७०.००,रू ८५.००,रू ७७.५०
सेतो मूला(हाइब्रीड),केजी,रू १५.००,रू ३०.००,रू २२.५०
भन्टा लाम्चो,के.जी.,रू ३०.००,रू ४०.००,रू ३५.००
भन्टा डल्लो,के.जी.,रू ४०.००,रू ५०.००,रू ४५.००
बोडी(तने),के.जी.,रू ८०.००,रू १००.००,रू ८६.२५
मकै बोडी,केजी,रू ५०.००,रू ६०.००,रू ५६.२५
घिउ सिमी(लोकल),के.जी.,रू ८०.००,रू १००.००,रू ८६.८८
घिउ सिमी(हाइब्रीड),केजी,रू ७०.००,रू ८०.००,रू ७५.००
घिउ सिमी(राजमा),केजी,रू ९०.००,रू १००.००,रू ९५.००
टाटे सिमी,के.जी.,रू ६०.००,रू ७०.००,रू ६५.००
भटमासकोशा,के.जी.,रू १००.००,रू १२०.००,रू ११०.००
