commodity,unit,min,max,avg
गोलभेडा ठूलो(नेपाली),के.जी.,रू ८०.००,रू ९०.००,रू ८५.००
गोलभेडा ठूलो(भारतीय),केजी,रू ९५.००,रू १००.००,रू ९८.७५
गोलभेडा सानो(लोकल),के.जी.,रू ५५.००,रू ६५.००,रू ६२.००
गोलभेडा सानो(टनेल),के जी,रू ७५.००,रू ९५.००,रू ८५.००
गोलभेडा सानो(भारतीय),के जी,रू ७०.००,रू ८५.००,रू ७९.००
गोलभेडा सानो(तराई),के जी,रू ८०.००,रू ९०.००,रू ८६.२५
आलु रातो(लाम्चो),के.जी.,रू २८.००,रू ३२.००,रू ३०.००
आलु रातो(भारतीय),के जी,रू २४.००,रू २६.००,रू २५.००
प्याज सुकेको (भारतीय),के.जी.,रू ४४.००,रू ४६.००,रू ४५.००
गाजर(लोकल),के.जी.,रू ६५.००,रू ७५.००,रू ७०.००
गाजर(तराई),केजी,रू ५०.००,रू ६०.००,रू ५५.००
बन्दा(लोकल),के.जी.,रू ५५.००,रू ६५.००,रू ५९.००
बन्दा(तराई),केजी,रू ३५.००,रू ४५.००,रू ४०.००
बन्दा(नरिवल),केजी,रू ४०.००,रू ५०.००,रू ४४.४०
काउली स्थानिय,के.जी.,रू ९०.००,रू १००.००,रू ९६.२५
स्थानीय काउली(ज्यापु),केजी,रू १००.००,रू १२०.००,रू ११२.५०
काउली तराई,के.जी.,रू ८०.००,रू १००.००,रू ८८.००
मूला रातो,के.जी.,रू ३०.००,रू ४०.००,रू ३५.००
मूला सेतो(लोकल),के.जी.,रू १५.००,रू २०.००,रू १७.६७
सेतो मूला(हाइब्रीड),केजी,रू २०.००,रू २५.००,रू २३.००
भन्टा लाम्चो,के.जी.,रू ६०.००,रू ७०.००,रू ६५.००
भन्टा डल्लो,के.जी.,रू ५०.००,रू ७०.००,रू ६०.००
मकै बोडी,केजी,रू ४०.००,रू ५०.००,रू ४५.००
मटरकोशा,के.जी.,रू ५५.००,रू ७०.००,रू ६३.७५
घिउ सिमी(लोकल),के.जी.,रू १३०.००,रू १५०.००,रू १४२.००
घिउ सिमी(हाइब्रीड),केजी,रू ११०.००,रू १३०.००,रू १२०.००
घिउ सिमी(राजमा),केजी,रू ७०.००,रू ८०.००,रू ७६.२५
टाटे सिमी,के.जी.,रू ९०.००,रू १००.००,रू ९५.००
तितो करेला,के.जी.,रू १६०.००,रू १८०.००,रू १६७.५०
लौका,के.जी.,रू ८०.००,रू ९०.००,रू ८५.००
परवर(तराई),केजी,रू २२०.००,रू २४०.००,रू २३०.००
घिरौला,के.जी.,रू १००.००,रू १००.००,रू १००.००
फर्सी पाकेको,के.जी.,रू ३०.००,रू ४०.००,रू ३५.००
फर्सी हरियो(लाम्चो),के.जी.,रू ४०.००,रू ५०.००,रू ४५.००
हरियो फर्सी(डल्लो),केजी,रू ४५.००,रू ५०.००,रू ४८.००
सलगम,के.जी.,रू ७०.००,रू ८०.००,रू ७५.००
भिण्डी,के.जी.,रू १२०.००,रू १३०.००,रू १२५.००
सखरखण्ड,के.जी.,रू ४०.००,रू ६५.००,रू ५३.७५
बरेला,के.जी.,रू ७०.००,रू ८०.००,रू ७५.००
पिंडालू,के.जी.,रू ५०.००,रू ६०.००,रू ५५.००
स्कूस,के.जी.,रू ८०.००,रू ९०.००,रू ८५.००
रायो साग,के.जी.,रू २५.००,रू ४०.००,रू ३२.५०
पालूगो साग,के.जी.,रू ६०.००,रू ८०.००,रू ७२.५०
चमसूरको साग,के.जी.,रू ६०.००,रू ८०.००,रू ७२.५०
तोरीको साग,के.जी.,रू ४०.००,रू ५०.००,रू ४५.००
मेथीको साग,के.जी.,रू ६०.००,रू ८०.००,रू ७२.५०
प्याज हरियो,के.जी.,रू ४०.००,रू ६०.००,रू ५२.००
बकूला,के.जी.,रू ९०.००,रू १००.००,रू ९५.००
तरुल,के.जी.,रू ६०.००,रू ८०.००,रू ७०.००
च्याउ(कन्य),के.जी.,रू १३०.००,रू १५०.००,रू १४०.००
च्याउ(डल्ले),के जी,रू ४३०.००,रू ४८०.००,रू ४६०.००
राजा च्याउ,के.जी.,रू २८०.००,रू ३००.००,रू २९०.००
सिताके च्याउ,के.जी.,रू ८००.००,"रू १,०००.००",रू ९००.००
ब्रोकाउली,के.जी.,रू १००.००,रू १२०.००,रू ११०.००
चुकुन्दर,के.जी.,रू ७०.००,रू ८०.००,रू ७५.००
रातो बन्दा,के.जी.,रू ८०.००,रू ९०.००,रू ८५.००
जिरीको साग,के.जी.,रू १००.००,रू १३०.००,रू ११५.००
ग्याठ कोबी,के.जी.,रू ६०.००,रू ७०.००,रू ६५.००
सेलरी,के.जी.,रू २२०.००,रू २५०.००,रू २३५.००
पार्सले,के.जी.,रू ५००.००,रू ६००.००,रू ५५०.००
सौफको साग,के.जी.,रू ६०.००,रू ८०.००,रू ७०.००
पुदीना,के.जी.,रू २५०.००,रू ३००.००,रू २७६.६७
इमली,के.जी.,रू १७०.००,रू १८०.००,रू १७५.००
तामा,के.जी.,रू ११०.००,रू १२०.००,रू ११५.००
तोफु,के.जी.,रू १३०.००,रू १५०.००,रू १४०.००
गुन्दुक,के.जी.,रू ३५०.००,रू ४००.००,रू ३७६.६७
रुख टमाटर,केजी,रू २४०.००,रू २६०.००,रू २५०.००
स्याउ(झोले),के.जी.,रू २२०.००,रू २८०.००,रू २५०.००
स्याउ(फूजी),के जी,रू २८०.००,रू ३५०.००,रू ३१५.००
केरा(नेपाली),दर्जन,रू १५०.००,रू २००.००,रू १७६.६७
कागती,के.जी.,रू ८०.००,रू १००.००,रू ९०.००
अनार,के.जी.,रू ३२०.००,रू ३५०.००,रू ३३२.५०
सुन्तला(नेपाली),के.जी.,रू १००.००,रू १४०.००,रू १२२.५०
तरबुजा(हरियो),के.जी.,रू ९०.००,रू १००.००,रू ९५.००
मौसम,के.जी.,रू १००.००,रू १२०.००,रू ११०.००
जुनार,के.जी.,रू १००.००,रू १२०.००,रू ११०.००
भुई कटहर,प्रति गोटा,रू १४५.००,रू १५५.००,रू १५०.००
काक्रो(लोकल),के.जी.,रू १२५.००,रू १५०.००,रू १३७.००
निबुवा,के.जी.,रू ६०.००,रू ७०.००,रू ६५.००
नासपाती(चाइनिज),केजी,रू २००.००,रू २३०.००,रू २१६.६७
मेवा(नेपाली),के.जी.,रू ५०.००,रू ७०.००,रू ६०.००
लप्सी,के.जी.,रू ८०.००,रू ९०.००,रू ८५.००
किनु,के.जी.,रू १००.००,रू १२०.००,रू ११०.००
स्ट्रबेरी भुईऐसेलु,के.जी.,रू ४५०.००,रू ५००.००,रू ४७५.००
किवि,केजी,रू २००.००,रू ३००.००,रू २५०.००
आभोकाडो,के.जी,रू २५०.००,रू ३५०.००,रू ३००.००
अमला,के.जी,रू ७०.००,रू ८०.००,रू ७५.००
अदुवा,के.जी.,रू ८०.००,रू १००.००,रू ९४.००
खु्र्सानी सुकेको,के.जी.,रू ३५०.००,रू ४२०.००,रू ३९०.००
खुर्सानी हरियो(लाम्चो),के जी,रू ११०.००,रू १२०.००,रू ११५.००
खुर्सानी हरियो(बुलेट),के जी,रू १२०.००,रू १३०.००,रू १२५.००
खुर्सानी हरियो(माछे),के जी,रू ८०.००,रू १००.००,रू ९०.००
खुर्सानी हरियो(अकबरे),के जी,रू ५००.००,रू ६००.००,रू ५५०.००
भेडे खु्र्सानी,के.जी.,रू ७०.००,रू ८०.००,रू ७५.००
लसुन हरियो,के.जी.,रू ५०.००,रू ८०.००,रू ६५.००
हरियो धनिया,के.जी.,रू ८०.००,रू १००.००,रू ९०.००
लसुन सुकेको चाइनिज,के.जी.,रू २५०.००,रू २८०.००,रू २६५.००
लसुन सुकेको नेपाली,के.जी.,रू १५०.००,रू २००.००,रू १८०.००
छ्यापी सुकेको,के.जी.,रू १३०.००,रू १६०.००,रू १४५.००
छ्यापी हरियो,के.जी.,रू १८०.००,रू २००.००,रू १९०.००
माछा सुकेको,के.जी.,रू ८००.००,"रू १,०००.००",रू ९००.००
ताजा माछा(रहु),के जी,रू ३२०.००,रू ३४०.००,रू ३३०.००
ताजा माछा(बचुवा),के जी,रू २६०.००,रू २८०.००,रू २७०.००
ताजा माछा(छडी),के जी,रू २३०.००,रू २५०.००,रू २४०.००
