commodity,unit,min,max,avg
गोलभेडा ठूलो(नेपाली),के.जी.,रू ४०.००,रू ५०.००,रू ४४.१७
गोलभेडा सानो(लोकल),के.जी.,रू १७.००,रू २५.००,रू २०.५०
गोलभेडा सानो(टनेल),के जी,रू २८.००,रू ४०.००,रू ३१.६४
आलु रातो(लाम्चो),के.जी.,रू ४४.००,रू ४८.००,रू ४५.२५
रातो आलु(गोलो),के जी,रू ४२.००,रू ४७.००,रू ४५.००
आलु रातो(मुडे),केजी,रू ४४.००,रू ४७.००,रू ४५.५०
आलु रातो(भारतीय),के जी,रू ३३.००,रू ३५.००,रू ३४.००
प्याज सुकेको (भारतीय),के.जी.,रू ५४.००,रू ५७.००,रू ५५.६३
गाजर(लोकल),के.जी.,रू ९०.००,रू ११०.००,रू ९८.३३
गाजर(तराई),केजी,रू ७०.००,रू ९०.००,रू ७७.५०
बन्दा(लोकल),के.जी.,रू २०.००,रू ३०.००,रू २५.००
काउली स्थानिय,के.जी.,रू ६०.००,रू ७०.००,रू ६४.३८
मूला रातो,के.जी.,रू २५.००,रू ३५.००,रू ३०.००
सेतो मूला(हाइब्रीड),केजी,रू १५.००,रू २५.००,रू २०.८३
भन्टा लाम्चो,के.जी.,रू ४०.००,रू ५०.००,रू ४३.७५
भन्टा डल्लो,के.जी.,रू ५०.००,रू ६०.००,रू ५५.००
बोडी(तने),के.जी.,रू ८०.००,रू ९०.००,रू ८५.००
मकै बोडी,केजी,रू ५०.००,रू ६०.००,रू ५४.००
घिउ सिमी(लोकल),के.जी.,रू १००.००,रू १२०.००,रू १११.६७
घिउ सिमी(हाइब्रीड),केजी,रू ८०.००,रू १००.००,रू ९१.६७
घिउ सिमी(राजमा),केजी,रू १२०.००,रू १३०.००,रू १२५.००
टाटे सिमी,के.जी.,रू ७०.००,रू ८०.००,रू ७३.७५
भटमासकोशा,के.जी.,रू ८०.००,रू ९०.००,रू ८५.००
तितो करेला,के.जी.,रू ४०.००,रू ५०.००,रू ४५.००
लौका,के.जी.,रू ५०.००,रू ६०.००,रू ५५.००
परवर(लोकल),के.जी.,रू ४०.००,रू ५०.००,रू ४५.००
परवर(तराई),केजी,रू ४०.००,रू ५०.००,रू ४५.००
चिचिण्डो,के.जी.,रू २०.००,रू ३०.००,रू २६.२५
घिरौला,के.जी.,रू ५०.००,रू ६०.००,रू ५५.००
झिगूनी,के.जी.,रू ६०.००,रू ७०.००,रू ६५.००
फर्सी पाकेको,के.जी.,रू ५०.००,रू ६०.००,रू ५५.००
हरियो फर्सी(डल्लो),केजी,रू ४०.००,रू ५०.००,रू ४५.००
भिण्डी,के.जी.,रू ४०.००,रू ५०.००,रू ४५.८३
पिंडालू,के.जी.,रू ७०.००,रू ८०.००,रू ७५.००
स्कूस,के.जी.,रू ४०.००,रू ५०.००,रू ४५.००
रायो साग,के.जी.,रू १२०.००,रू १४०.००,रू १३०.००
पालूगो साग,के.जी.,रू १००.००,रू १२०.००,रू १०७.५०
तोरीको साग,के.जी.,रू ९०.००,रू ११०.००,रू १००.००
प्याज हरियो,के.जी.,रू ८०.००,रू १००.००,रू ९२.५०
च्याउ(कन्य),के.जी.,रू २४०.००,रू २६०.००,रू २५०.००
च्याउ(डल्ले),के जी,रू ३५०.००,रू ४००.००,रू ३७६.६७
राजा च्याउ,के.जी.,रू ३००.००,रू ३२०.००,रू ३१०.००
सिताके च्याउ,के.जी.,रू ८००.००,"रू १,०००.००",रू ९००.००
कुरीलो,के.जी.,रू ३००.००,रू ४००.००,रू ३६२.५०
न्यूरो,के.जी.,रू ९०.००,रू १००.००,रू ९५.००
ब्रोकाउली,के.जी.,रू १००.००,रू १२०.००,रू १०८.००
चुकुन्दर,के.जी.,रू ६०.००,रू ७०.००,रू ६४.१७
रातो बन्दा,के.जी.,रू ३०.००,रू ४०.००,रू ३५.००
जिरीको साग,के.जी.,रू ९०.००,रू १००.००,रू ९५.००
सेलरी,के.जी.,रू १८०.००,रू २००.००,रू १९०.००
पार्सले,के.जी.,रू ४००.००,रू ५००.००,रू ४५०.००
पुदीना,के.जी.,रू २५०.००,रू ३००.००,रू २७५.००
गान्टे मूला,के.जी.,रू ८०.००,रू ९०.००,रू ८५.००
इमली,के.जी.,रू १६०.००,रू १८०.००,रू १७०.००
तामा,के.जी.,रू १४०.००,रू १६०.००,रू १५०.००
तोफु,के.जी.,रू १४०.००,रू १६०.००,रू १५०.००
गुन्दुक,के.जी.,रू ३००.००,रू ३५०.००,रू ३२५.००
स्याउ(फूजी),के जी,रू २८०.००,रू ३००.००,रू २९०.००
केरा(नेपाली),दर्जन,रू २००.००,रू २५०.००,रू २२५.००
केरा(मालभोग),दर्जन,रू १८०.००,रू २००.००,रू १९०.००
कागती,के.जी.,रू १६०.००,रू २००.००,रू १८०.००
अनार,के.जी.,रू ४५०.००,रू ५००.००,रू ४७५.००
आँप(मालदह),के.जी.,रू १६०.००,रू १८०.००,रू १७०.००
आँप(दसहरी),केजी,रू १६०.००,रू १८०.००,रू १७०.००
तरबुजा(हरियो),के.जी.,रू ६०.००,रू ७०.००,रू ६५.००
