commodity,unit,min,max,avg
गोलभेडा ठूलो(भारतीय),केजी,रू ७०.००,रू ८०.००,रू ७५.००
गोलभेडा सानो(लोकल),के.जी.,रू २१.००,रू ३५.००,रू २८.२०
गोलभेडा सानो(टनेल),के जी,रू ५२.००,रू ६५.००,रू ५७.००
गोलभेडा सानो(भारतीय),के जी,रू ३५.००,रू ४०.००,रू ३७.७५
गोलभेडा सानो(तराई),के जी,रू २०.००,रू ३०.००,रू २५.००
आलु रातो(लाम्चो),के.जी.,रू २८.००,रू ३४.००,रू ३०.५७
रातो आलु(गोलो),के जी,रू २६.००,रू २८.००,रू २७.००
प्याज सुकेको (भारतीय),के.जी.,रू ३५.००,रू ३८.००,रू ३६.२५
गाजर(लोकल),के.जी.,रू ५०.००,रू ६०.००,रू ५५.००
बन्दा(लोकल),के.जी.,रू ३०.००,रू ४०.००,रू ३५.००
काउली स्थानिय,के.जी.,रू ३०.००,रू ४०.००,रू ३३.३३
सेतो मूला(हाइब्रीड),केजी,रू १५.००,रू ३०.००,रू २१.२५
भन्टा लाम्चो,के.जी.,रू ३५.००,रू ५०.००,रू ४२.५०
भन्टा डल्लो,के.जी.,रू ३५.००,रू ४५.००,रू ४०.००
बोडी(तने),के.जी.,रू २०.००,रू ४०.००,रू ३२.५०
मकै बोडी,केजी,रू ६०.००,रू ७०.००,रू ६५.००
घिउ सिमी(लोकल),के.जी.,रू ४०.००,रू ५०.००,रू ४५.००
घिउ सिमी(हाइब्रीड),केजी,रू ५०.००,रू ६०.००,रू ५५.००
भटमासकोशा,के.जी.,रू १२०.००,रू १३०.००,रू १२५.००
तितो करेला,के.जी.,रू ३०.००,रू ५०.००,रू ४०.००
लौका,के.जी.,रू २५.००,रू ३५.००,रू ३०.००
परवर(लोकल),के.जी.,रू ४०.००,रू ५०.००,रू ४५.००
परवर(तराई),केजी,रू ४०.००,रू ४५.००,रू ४२.५०
चिचिण्डो,के.जी.,रू २५.००,रू ३५.००,रू ३०.००
घिरौला,के.जी.,रू २५.००,रू ३५.००,रू ३०.००
फर्सी पाकेको,के.जी.,रू ५०.००,रू ६०.००,रू ५५.००
फर्सी हरियो(लाम्चो),के.जी.,रू ३०.००,रू ४०.००,रू ३५.००
हरियो फर्सी(डल्लो),केजी,रू २०.००,रू ३०.००,रू २५.००
भिण्डी,के.जी.,रू ३०.००,रू ४०.००,रू ३५.००
सखरखण्ड,के.जी.,रू ६०.००,रू ७०.००,रू ६५.००
पिंडालू,के.जी.,रू ४०.००,रू ५०.००,रू ४५.००
रायो साग,के.जी.,रू ६०.००,रू ७०.००,रू ६५.००
पालूगो साग,के.जी.,रू १००.००,रू १२०.००,रू ११०.००
चमसूरको साग,के.जी.,रू १००.००,रू १२०.००,रू ११०.००
तोरीको साग,के.जी.,रू ३०.००,रू ४०.००,रू ३५.००
मेथीको साग,के.जी.,रू १००.००,रू १२०.००,रू ११०.००
प्याज हरियो,के.जी.,रू १००.००,रू १२०.००,रू ११०.००
च्याउ(कन्य),के.जी.,रू २००.००,रू २४०.००,रू २२२.५०
च्याउ(डल्ले),के जी,रू ४००.००,रू ४३०.००,रू ४१५.००
राजा च्याउ,के.जी.,रू २८०.००,रू ३००.००,रू २९०.००
सिताके च्याउ,के.जी.,रू ८००.००,"रू १,०००.००",रू ९००.००
कुरीलो,के.जी.,रू ३००.००,रू ३५०.००,रू ३२५.००
न्यूरो,के.जी.,रू ७०.००,रू ८०.००,रू ७५.००
ब्रोकाउली,के.जी.,रू ५०.००,रू ६०.००,रू ५५.००
चुकुन्दर,के.जी.,रू ५०.००,रू ६०.००,रू ५५.००
सजिवन,के.जी.,रू १००.००,रू १२०.००,रू ११०.००
रातो बन्दा,के.जी.,रू ३५.००,रू ४०.००,रू ३७.५०
जिरीको साग,के.जी.,रू ९०.००,रू १००.००,रू ९५.००
सेलरी,के.जी.,रू १२०.००,रू १४०.००,रू १३०.००
पार्सले,के.जी.,रू २५०.००,रू ३००.००,रू २७५.००
सौफको साग,के.जी.,रू १००.००,रू १२०.००,रू ११०.००
पुदीना,के.जी.,रू ९०.००,रू ११०.००,रू १००.००
गान्टे मूला,के.जी.,रू ४०.००,रू ६०.००,रू ५०.००
इमली,के.जी.,रू १७०.००,रू १८०.००,रू १७५.००
तामा,के.जी.,रू १३०.००,रू १५०.००,रू १४०.००
तोफु,के.जी.,रू १३०.००,रू १५०.००,रू १४०.००
गुन्दुक,के.जी.,रू २००.००,रू ३००.००,रू २५०.००
स्याउ(फूजी),के जी,रू २५०.००,रू ३२५.००,रू २८७.५०
केरा(नेपाली),दर्जन,रू १५०.००,रू २००.००,रू १७५.००
