commodity,unit,min,max,avg
गोलभेडा ठूलो(भारतीय),केजी,रू ७०.००,रू ८०.००,रू ७५.००
गोलभेडा सानो(लोकल),के.जी.,रू २२.००,रू ३२.००,रू २८.००
गोलभेडा सानो(भारतीय),के जी,रू ३०.००,रू ४०.००,रू ३५.००
गोलभेडा सानो(तराई),के जी,रू ४०.००,रू ५०.००,रू ४५.००
आलु रातो(लाम्चो),के.जी.,रू २५.००,रू ३०.००,रू २८.२५
आलु रातो(भारतीय),के जी,रू २३.००,रू २५.००,रू २४.३३
प्याज सुकेको (भारतीय),के.जी.,रू ३७.००,रू ४०.००,रू ३८.८३
गाजर(लोकल),के.जी.,रू ६५.००,रू ८०.००,रू ७२.५०
गाजर(तराई),केजी,रू ६०.००,रू ७०.००,रू ६५.००
बन्दा(लोकल),के.जी.,रू ५५.००,रू ६५.००,रू ६०.००
बन्दा(तराई),केजी,रू ३५.००,रू ४५.००,रू ४०.००
बन्दा(नरिवल),केजी,रू ४०.००,रू ५०.००,रू ४५.००
काउली स्थानिय,के.जी.,रू ४०.००,रू ५०.००,रू ४५.००
स्थानीय काउली(ज्यापु),केजी,रू ६०.००,रू ७०.००,रू ६५.००
काउली तराई,के.जी.,रू ३५.००,रू ४५.००,रू ४०.००
मूला रातो,के.जी.,रू ३०.००,रू ४०.००,रू ३५.००
मूला सेतो(लोकल),के.जी.,रू १२.००,रू १८.००,रू १५.००
सेतो मूला(हाइब्रीड),केजी,रू १८.००,रू २५.००,रू २१.५०
भन्टा लाम्चो,के.जी.,रू ४०.००,रू ५०.००,रू ४६.२५
भन्टा डल्लो,के.जी.,रू ५०.००,रू ६०.००,रू ५५.००
मटरकोशा,के.जी.,रू ५५.००,रू ७०.००,रू ६२.५०
घिउ सिमी(लोकल),के.जी.,रू १२०.००,रू १३०.००,रू १२५.००
घिउ सिमी(हाइब्रीड),केजी,रू १००.००,रू ११०.००,रू १०५.००
घिउ सिमी(राजमा),केजी,रू १२०.००,रू १३०.००,रू १२५.००
टाटे सिमी,के.जी.,रू ९०.००,रू १००.००,रू ९५.००
तितो करेला,के.जी.,रू १८०.००,रू १९०.००,रू १८३.३३
लौका,के.जी.,रू ६०.००,रू ७०.००,रू ६५.००
फर्सी पाकेको,के.जी.,रू ४५.००,रू ५५.००,रू ५०.००
फर्सी हरियो(लाम्चो),के.जी.,रू १५.००,रू २५.००,रू १८.२५
हरियो फर्सी(डल्लो),केजी,रू २०.००,रू ३०.००,रू २३.७५
सलगम,के.जी.,रू ५०.००,रू ६०.००,रू ५५.००
भिण्डी,के.जी.,रू ११०.००,रू १३०.००,रू १२०.००
सखरखण्ड,के.जी.,रू ५०.००,रू ७०.००,रू ६०.००
बरेला,के.जी.,रू ५०.००,रू ६०.००,रू ५५.००
पिंडालू,के.जी.,रू ५०.००,रू ६०.००,रू ५५.००
स्कूस,के.जी.,रू ६०.००,रू ७०.००,रू ६६.००
रायो साग,के.जी.,रू २०.००,रू ४०.००,रू २८.७५
पालूगो साग,के.जी.,रू ४५.००,रू ६०.००,रू ५२.५०
चमसूरको साग,के.जी.,रू ५०.००,रू ६०.००,रू ५५.००
तोरीको साग,के.जी.,रू २०.००,रू ३०.००,रू २५.००
मेथीको साग,के.जी.,रू ७०.००,रू ८०.००,रू ७५.००
प्याज हरियो,के.जी.,रू ४०.००,रू ६०.००,रू ५०.००
बकूला,के.जी.,रू ७०.००,रू ८०.००,रू ७५.००
तरुल,के.जी.,रू ६०.००,रू ७०.००,रू ६५.००
च्याउ(कन्य),के.जी.,रू ७०.००,रू १००.००,रू ८५.००
च्याउ(डल्ले),के जी,रू ३५०.००,रू ४००.००,रू ३७५.००
राजा च्याउ,के.जी.,रू २८०.००,रू ३००.००,रू २९०.००
सिताके च्याउ,के.जी.,रू ८००.००,"रू १,०००.००",रू ९००.००
ब्रोकाउली,के.जी.,रू ४०.००,रू ५०.००,रू ४६.६७
चुकुन्दर,के.जी.,रू ५५.००,रू ६५.००,रू ६०.००
सजिवन,के.जी.,रू २००.००,रू २२०.००,रू २१०.००
रातो बन्दा,के.जी.,रू १००.००,रू १३०.००,रू ११५.००
जिरीको साग,के.जी.,रू ७०.००,रू ८०.००,रू ७५.००
ग्याठ कोबी,के.जी.,रू ५०.००,रू ६०.००,रू ५५.००
सेलरी,के.जी.,रू १८०.००,रू २००.००,रू १९०.००
पार्सले,के.जी.,रू ५००.००,रू ६००.००,रू ५५०.००
सौफको साग,के.जी.,रू ८०.००,रू ९०.००,रू ८५.००
