commodity,unit,min,max,avg
गोलभेडा ठूलो(नेपाली),के.जी.,रू ३५.००,रू ४५.००,रू ४०.००
गोलभेडा सानो(लोकल),के.जी.,रू ७.००,रू ९.००,रू ८.००
गोलभेडा सानो(टनेल),के जी,रू १०.००,रू २०.००,रू १४.४२
आलु रातो(लाम्चो),के.जी.,रू ४५.००,रू ४८.००,रू ४६.००
रातो आलु(गोलो),के जी,रू ४२.००,रू ४७.००,रू ४४.७५
आलु रातो(मुडे),केजी,रू ४२.००,रू ४७.००,रू ४४.११
आलु रातो(भारतीय),के जी,रू २८.००,रू ३०.००,रू २८.६७
आलु सेतो,के.जी.,रू ३०.००,रू ३२.००,रू ३१.००
प्याज सुकेको (भारतीय),के.जी.,रू ५३.००,रू ५५.००,रू ५३.८३
गाजर(लोकल),के.जी.,रू ९०.००,रू ११०.००,रू ९८.३३
गाजर(तराई),केजी,रू ८०.००,रू ९०.००,रू ८३.७५
बन्दा(लोकल),के.जी.,रू २५.००,रू ३५.००,रू ३०.१७
काउली स्थानिय,के.जी.,रू ४०.००,रू ६०.००,रू ४६.७९
मूला रातो,के.जी.,रू १५.००,रू २०.००,रू १७.५०
सेतो मूला(हाइब्रीड),केजी,रू १५.००,रू २४.००,रू १९.००
भन्टा लाम्चो,के.जी.,रू २५.००,रू ३०.००,रू २७.५०
भन्टा डल्लो,के.जी.,रू ३०.००,रू ४०.००,रू ३५.००
बोडी(तने),के.जी.,रू ३०.००,रू ४०.००,रू ३६.६७
मकै बोडी,केजी,रू ५०.००,रू ६०.००,रू ५३.७५
घिउ सिमी(लोकल),के.जी.,रू ५०.००,रू ६०.००,रू ५५.००
घिउ सिमी(हाइब्रीड),केजी,रू ४०.००,रू ५०.००,रू ४५.००
घिउ सिमी(राजमा),केजी,रू ८०.००,रू ९०.००,रू ८३.३३
टाटे सिमी,के.जी.,रू ५०.००,रू ६०.००,रू ५६.६७
भटमासकोशा,के.जी.,रू १००.००,रू १३०.००,रू ११६.६७
तितो करेला,के.जी.,रू २०.००,रू ३०.००,रू २५.००
लौका,के.जी.,रू २५.००,रू ३५.००,रू ३०.००
परवर(लोकल),के.जी.,रू २५.००,रू ३०.००,रू २८.००
परवर(तराई),केजी,रू २५.००,रू ३०.००,रू २८.३३
चिचिण्डो,के.जी.,रू १०.००,रू २०.००,रू १५.००
घिरौला,के.जी.,रू २५.००,रू ३५.००,रू ३१.२५
झिगूनी,के.जी.,रू ४०.००,रू ६०.००,रू ५०.००
फर्सी पाकेको,के.जी.,रू ५०.००,रू ६०.००,रू ५५.००
फर्सी हरियो(लाम्चो),के.जी.,रू ८०.००,रू ९०.००,रू ८५.००
हरियो फर्सी(डल्लो),केजी,रू २५.००,रू ३०.००,रू २७.००
भिण्डी,के.जी.,रू ३५.००,रू ४०.००,रू ३७.५०
सखरखण्ड,के.जी.,रू १००.००,रू १२०.००,रू ११०.००
पिंडालू,के.जी.,रू ९०.००,रू १००.००,रू ९५.००
स्कूस,के.जी.,रू ४०.००,रू ५०.००,रू ४४.१७
रायो साग,के.जी.,रू ५०.००,रू ६०.००,रू ५५.००
पालूगो साग,के.जी.,रू ५०.००,रू ६०.००,रू ५५.००
चमसूरको साग,के.जी.,रू ५०.००,रू ६०.००,रू ५५.००
तोरीको साग,के.जी.,रू ४०.००,रू ५०.००,रू ४५.००
प्याज हरियो,के.जी.,रू ७०.००,रू १००.००,रू ८७.५०
च्याउ(कन्य),के.जी.,रू २३०.००,रू २६०.००,रू २४१.६७
च्याउ(डल्ले),के जी,रू ३५०.००,रू ४५०.००,रू ३८३.६४
राजा च्याउ,के.जी.,रू २८०.००,रू ३००.००,रू २९०.००
सिताके च्याउ,के.जी.,रू ८००.००,"रू १,०००.००",रू ९००.००
कुरीलो,के.जी.,रू २५०.००,रू ३००.००,रू २७५.००
न्यूरो,के.जी.,रू ९०.००,रू १००.००,रू ९५.००
ब्रोकाउली,के.जी.,रू ६०.००,रू ९०.००,रू ७३.३३
चुकुन्दर,के.जी.,रू ५५.००,रू ७०.००,रू ६१.२५
रातो बन्दा,के.जी.,रू ५०.००,रू ६०.००,रू ५६.६७
जिरीको साग,के.जी.,रू ८०.००,रू ९०.००,रू ८५.००
सेलरी,के.जी.,रू १८०.००,रू २००.००,रू १९०.००
पार्सले,के.जी.,रू ३००.००,रू ३५०.००,रू ३२५.००
सौफको साग,के.जी.,रू ५०.००,रू ६०.००,रू ५५.००
पुदीना,के.जी.,रू १८०.००,रू २००.००,रू १९०.००
गान्टे मूला,के.जी.,रू ५०.००,रू ६०.००,रू ५५.००
इमली,के.जी.,रू १६०.००,रू १८०.००,रू १७०.००
तामा,के.जी.,रू १४०.००,रू १५०.००,रू १४५.००
तोफु,के.जी.,रू १५०.००,रू १६०.००,रू १५५.००
गुन्दुक,के.जी.,रू ३००.००,रू ३५०.००,रू ३२५.००
स्याउ(फूजी),के जी,रू २८०.००,रू ३००.००,रू २९०.००
केरा(नेपाली),दर्जन,रू २००.००,रू २५०.००,रू २२५.००
केरा(मालभोग),दर्जन,रू १८०.००,रू २००.००,रू १९०.००
कागती,के.जी.,रू १२०.००,रू १४०.००,रू १३०.००
अनार,के.जी.,रू ४५०.००,रू ५००.००,रू ४७५.००
आँप(मालदह),के.जी.,रू १४०.००,रू १५०.००,रू १४५.००
आँप(दसहरी),केजी,रू १५०.००,रू १६०.००,रू १५५.००
तरबुजा(हरियो),के.जी.,रू ६०.००,रू ७०.००,रू ६५.००
जुनार,के.जी.,रू २७०.००,रू ३००.००,रू २८५.००
भुई कटहर,प्रति गोटा,रू १८०.००,रू २००.००,रू १९०.००
काक्रो(लोकल),के.जी.,रू ६०.००,रू ८०.००,रू ६७.५०
काक्रो(हाइब्रीड),के जी,रू २०.००,रू २५.००,रू २२.५०
काक्रो(लोकलक्रस),के.जी.,रू ५०.००,रू ६०.००,रू ५५.००
रुख कटहर,के.जी.,रू ४०.००,रू ५०.००,रू ४५.००
मेवा(नेपाली),के.जी.,रू ८०.००,रू ९०.००,रू ८५.००
मेवा(भारतीय),केजी,रू १००.००,रू १२०.००,रू ११०.००
नरिवल(काँचो),के जी,रू ६०.००,रू ७०.००,रू ६५.००
नरिवल(हरियो),के जी,रू १५०.००,रू १७०.००,रू १६०.००
अदुवा,के.जी.,रू १५०.००,रू २००.००,रू १७५.००
खु्र्सानी सुकेको,के.जी.,रू ४५०.००,रू ५००.००,रू ४७५.००
खुर्सानी हरियो(लाम्चो),के जी,रू ४५.००,रू ५५.००,रू ५०.००
खुर्सानी हरियो(बुलेट),के जी,रू ४०.००,रू ५०.००,रू ४५.००
खुर्सानी हरियो(माछे),के जी,रू ३०.००,रू ४०.००,रू ३५.००
खुर्सानी हरियो(अकबरे),के जी,रू १५०.००,रू २२०.००,रू १७६.६७
भेडे खु्र्सानी,के.जी.,रू ४०.००,रू ६०.००,रू ४८.३३
लसुन हरियो,के.जी.,रू ९०.००,रू १००.००,रू ९६.६७
हरियो धनिया,के.जी.,रू ८०.००,रू १००.००,रू ९०.००
लसुन सुकेको चाइनिज,के.जी.,रू २००.००,रू २२०.००,रू २१०.००
लसुन सुकेको नेपाली,के.जी.,रू १५०.००,रू १८०.००,रू १६५.००
छ्यापी सुकेको,के.जी.,रू १८०.००,रू २००.००,रू १९०.००
माछा सुकेको,के.जी.,रू ८००.००,"रू १,०००.००",रू ९००.००
ताजा माछा(रहु),के जी,रू ३२०.००,रू ३४०.००,रू ३३०.००
ताजा माछा(बचुवा),के जी,रू २८०.००,रू ३००.००,रू २९०.००
ताजा माछा(छडी),के जी,रू २८०.००,रू ३००.००,रू २९०.००
