commodity,unit,min,max,avg
गोलभेडा ठूलो(नेपाली),के.जी.,रू ५०.००,रू ६०.००,रू ५५.००
गोलभेडा ठूलो(भारतीय),केजी,रू ६०.००,रू ७०.००,रू ६५.००
गोलभेडा सानो(लोकल),के.जी.,रू १५.००,रू २६.००,रू १९.५०
गोलभेडा सानो(टनेल),के जी,रू २६.००,रू ३१.००,रू २८.५०
आलु रातो(लाम्चो),के.जी.,रू ३०.००,रू ३५.००,रू ३२.५०
रातो आलु(गोलो),के जी,रू २८.००,रू ३०.००,रू २९.००
प्याज सुकेको (भारतीय),के.जी.,रू ४०.००,रू ४३.००,रू ४१.५०
गाजर(लोकल),के.जी.,रू ७०.००,रू ८०.००,रू ७६.००
बन्दा(लोकल),के.जी.,रू ३०.००,रू ४०.००,रू ३४.००
काउली स्थानिय,के.जी.,रू ६०.००,रू ७५.००,रू ६६.६७
सेतो मूला(हाइब्रीड),केजी,रू १५.००,रू ३०.००,रू २३.३३
भन्टा लाम्चो,के.जी.,रू ४०.००,रू ६०.००,रू ४७.५०
भन्टा डल्लो,के.जी.,रू ५०.००,रू ६०.००,रू ५५.००
बोडी(तने),के.जी.,रू ७०.००,रू १००.००,रू ८४.००
मकै बोडी,केजी,रू ८०.००,रू ९०.००,रू ८५.००
घिउ सिमी(लोकल),के.जी.,रू ६०.००,रू ७०.००,रू ६५.००
घिउ सिमी(हाइब्रीड),केजी,रू ४०.००,रू ५०.००,रू ४६.६७
घिउ सिमी(राजमा),केजी,रू ८०.००,रू १००.००,रू ९०.००
भटमासकोशा,के.जी.,रू १४०.००,रू १६०.००,रू १५०.००
तितो करेला,के.जी.,रू ३०.००,रू ४०.००,रू ३५.००
लौका,के.जी.,रू ४५.००,रू ५५.००,रू ५०.००
परवर(लोकल),के.जी.,रू ५०.००,रू ६५.००,रू ५९.२९
चिचिण्डो,के.जी.,रू ३०.००,रू ३५.००,रू ३२.५०
घिरौला,के.जी.,रू ४०.००,रू ६०.००,रू ५०.००
झिगूनी,के.जी.,रू ५०.००,रू ६०.००,रू ५५.००
फर्सी पाकेको,के.जी.,रू ५०.००,रू ६०.००,रू ५५.००
हरियो फर्सी(डल्लो),केजी,रू ३०.००,रू ४५.००,रू ३६.६७
भिण्डी,के.जी.,रू ४०.००,रू ५०.००,रू ४५.००
सखरखण्ड,के.जी.,रू ७०.००,रू ८०.००,रू ७५.००
पिंडालू,के.जी.,रू ३०.००,रू ४०.००,रू ३५.००
स्कूस,के.जी.,रू ८०.००,रू ९०.००,रू ८५.००
रायो साग,के.जी.,रू ६०.००,रू ७०.००,रू ६५.००
पालूगो साग,के.जी.,रू ८०.००,रू ९०.००,रू ८५.००
चमसूरको साग,के.जी.,रू ८०.००,रू ९०.००,रू ८५.००
तोरीको साग,के.जी.,रू ४०.००,रू ५०.००,रू ४५.००
मेथीको साग,के.जी.,रू ५०.००,रू ६०.००,रू ५५.००
प्याज हरियो,के.जी.,रू १००.००,रू १२०.००,रू ११०.००
च्याउ(कन्य),के.जी.,रू २५०.००,रू २८०.००,रू २६५.००
च्याउ(डल्ले),के जी,रू ४००.००,रू ४५०.००,रू ४२५.००
राजा च्याउ,के.जी.,रू ३००.००,रू ३२०.००,रू ३१०.००
सिताके च्याउ,के.जी.,रू ८००.००,"रू १,०००.००",रू ९००.००
कुरीलो,के.जी.,रू ३००.००,रू ३५०.००,रू ३२३.३३
न्यूरो,के.जी.,रू ७०.००,रू ८०.००,रू ७५.००
ब्रोकाउली,के.जी.,रू ८०.००,रू ९०.००,रू ८५.००
चुकुन्दर,के.जी.,रू ६०.००,रू ७०.००,रू ६५.००
सजिवन,के.जी.,रू १००.००,रू १२०.००,रू ११०.००
रातो बन्दा,के.जी.,रू ४०.००,रू ५०.००,रू ४५.००
जिरीको साग,के.जी.,रू ९०.००,रू १००.००,रू ९५.००
सेलरी,के.जी.,रू १२०.००,रू १३०.००,रू १२५.००
पार्सले,के.जी.,रू २००.००,रू २२०.००,रू २१०.००
सौफको साग,के.जी.,रू ८०.००,रू ९०.००,रू ८५.००
पुदीना,के.जी.,रू १४०.००,रू १५०.००,रू १४५.००
गान्टे मूला,के.जी.,रू ४०.००,रू ६०.००,रू ५०.००
मकै(हरियो),के जी,रू ४०.००,रू ५०.००,रू ४५.००
इमली,के.जी.,रू १७०.००,रू १८०.००,रू १७५.००
तामा,के.जी.,रू १३०.००,रू १४०.००,रू १३५.००
तोफु,के.जी.,रू १४०.००,रू १६०.००,रू १५०.००
गुन्दुक,के.जी.,रू २५०.००,रू ३५०.००,रू ३००.००
स्याउ(फूजी),के जी,रू २८०.००,रू ३००.००,रू २९०.००
केरा(नेपाली),दर्जन,रू १६०.००,रू २००.००,रू १८०.००
केरा(मालभोग),दर्जन,रू २००.००,रू २२०.००,रू २१०.००
कागती,के.जी.,रू २००.००,रू २२०.००,रू २१०.००
अनार,के.जी.,रू ३८०.००,रू ४२०.००,रू ४००.००
आँप(मालदह),के.जी.,रू १००.००,रू १२०.००,रू ११०.००
आँप(दसहरी),केजी,रू १२०.००,रू १३०.००,रू १२५.००
तरबुजा(हरियो),के.जी.,रू ३५.००,रू ४५.००,रू ४०.००
भुई कटहर,प्रति गोटा,रू १८०.००,रू २००.००,रू १९०.००
काक्रो(लोकल),के.जी.,रू ५०.००,रू ८०.००,रू ६२.५०
काक्रो(हाइब्रीड),के जी,रू १५.००,रू २५.००,रू २०.००
काक्रो(लोकलक्रस),के.जी.,रू ५०.००,रू ६०.००,रू ५६.६७
रुख कटहर,के.जी.,रू ३५.००,रू ४५.००,रू ४०.००
नासपाती(चाइनिज),केजी,रू १५०.००,रू १६०.००,रू १५५.००
मेवा(नेपाली),के.जी.,रू ८०.००,रू ९०.००,रू ८५.००
मेवा(भारतीय),केजी,रू ९०.००,रू १००.००,रू ९५.००
लीच्ची(लोकल),के.जी.,रू २००.००,रू २५०.००,रू २२५.००
लीच्ची(भारतीय),केजी,रू २६०.००,रू ३००.००,रू २८०.००
नरिवल(काँचो),के जी,रू ७०.००,रू ८०.००,रू ७५.००
