commodity,unit,min,max,avg
गोलभेडा ठूलो(भारतीय),केजी,रू ७५.००,रू ८५.००,रू ८०.००
गोलभेडा सानो(लोकल),के.जी.,रू ५०.००,रू ६५.००,रू ६०.००
गोलभेडा सानो(टनेल),के जी,रू ७०.००,रू ७८.००,रू ७३.५०
गोलभेडा सानो(भारतीय),के जी,रू ६०.००,रू ७०.००,रू ६५.००
गोलभेडा सानो(तराई),के जी,रू ४४.००,रू ५२.००,रू ४८.००
आलु रातो(लाम्चो),के.जी.,रू २५.००,रू ३०.००,रू २७.५०
रातो आलु(गोलो),के जी,रू २३.००,रू २५.००,रू २४.००
प्याज सुकेको (भारतीय),के.जी.,रू ३५.००,रू ३८.००,रू ३६.५०
गाजर(लोकल),के.जी.,रू ५०.००,रू ६०.००,रू ५५.००
बन्दा(लोकल),के.जी.,रू २५.००,रू ३५.००,रू ३०.००
काउली स्थानिय,के.जी.,रू ३०.००,रू ४५.००,रू ३९.००
मूला रातो,के.जी.,रू ७०.००,रू ७५.००,रू ७२.५०
सेतो मूला(हाइब्रीड),केजी,रू १२.००,रू २०.००,रू १७.००
भन्टा लाम्चो,के.जी.,रू ३०.००,रू ४५.००,रू ३६.००
भन्टा डल्लो,के.जी.,रू ४५.००,रू ६०.००,रू ५१.२५
बोडी(तने),के.जी.,रू ४०.००,रू ६०.००,रू ५२.००
मकै बोडी,केजी,रू ७०.००,रू ८०.००,रू ७५.००
घिउ सिमी(लोकल),के.जी.,रू ७०.००,रू ८०.००,रू ७५.००
घिउ सिमी(हाइब्रीड),केजी,रू ५०.००,रू ७०.००,रू ६०.००
घिउ सिमी(राजमा),केजी,रू ८०.००,रू ९०.००,रू ८५.००
भटमासकोशा,के.जी.,रू ११०.००,रू १३०.००,रू १२०.००
तितो करेला,के.जी.,रू ६०.००,रू ७०.००,रू ६५.००
लौका,के.जी.,रू ३५.००,रू ५०.००,रू ४३.७५
परवर(लोकल),के.जी.,रू ५०.००,रू ६०.००,रू ५६.००
परवर(तराई),केजी,रू ४५.००,रू ५५.००,रू ५०.००
चिचिण्डो,के.जी.,रू ३५.००,रू ४५.००,रू ४०.००
घिरौला,के.जी.,रू ३५.००,रू ५०.००,रू ४३.३३
झिगूनी,के.जी.,रू ६५.००,रू ७५.००,रू ७०.००
फर्सी पाकेको,के.जी.,रू ५०.००,रू ६०.००,रू ५५.००
फर्सी हरियो(लाम्चो),के.जी.,रू ३०.००,रू ४०.००,रू ३५.००
हरियो फर्सी(डल्लो),केजी,रू २५.००,रू ४०.००,रू ३२.५०
भिण्डी,के.जी.,रू ३५.००,रू ५०.००,रू ४२.५०
सखरखण्ड,के.जी.,रू ६०.००,रू ७०.००,रू ६५.००
पिंडालू,के.जी.,रू ४०.००,रू ५०.००,रू ४५.००
स्कूस,के.जी.,रू ४५.००,रू ५०.००,रू ४७.५०
रायो साग,के.जी.,रू ७०.००,रू ८०.००,रू ७५.००
पालूगो साग,के.जी.,रू १००.००,रू १२०.००,रू ११०.००
चमसूरको साग,के.जी.,रू ११०.००,रू १२०.००,रू ११५.००
तोरीको साग,के.जी.,रू ३०.००,रू ४०.००,रू ३५.००
मेथीको साग,के.जी.,रू ९०.००,रू १००.००,रू ९५.००
प्याज हरियो,के.जी.,रू १३०.००,रू १५०.००,रू १४०.००
च्याउ(कन्य),के.जी.,रू १४०.००,रू १६०.००,रू १५०.००
च्याउ(डल्ले),के जी,रू ३४०.००,रू ३८०.००,रू ३६०.००
राजा च्याउ,के.जी.,रू ३००.००,रू ३२०.००,रू ३१०.००
सिताके च्याउ,के.जी.,रू ८००.००,"रू १,०००.००",रू ९००.००
कुरीलो,के.जी.,रू २८०.००,रू ३२०.००,रू ३००.००
न्यूरो,के.जी.,रू ७०.००,रू ८०.००,रू ७५.००
ब्रोकाउली,के.जी.,रू ८०.००,रू ११०.००,रू ९६.६७
चुकुन्दर,के.जी.,रू ५०.००,रू ६०.००,रू ५५.००
सजिवन,के.जी.,रू १००.००,रू १२०.००,रू ११०.००
रातो बन्दा,के.जी.,रू ४०.००,रू ५०.००,रू ४५.००
जिरीको साग,के.जी.,रू ९०.००,रू ११०.००,रू १००.००
सेलरी,के.जी.,रू १२०.००,रू १३०.००,रू १२५.००
पार्सले,के.जी.,रू २५०.००,रू ३००.००,रू २७५.००
सौफको साग,के.जी.,रू ९०.००,रू १००.००,रू ९५.००
पुदीना,के.जी.,रू ९०.००,रू १००.००,रू ९५.००
गान्टे मूला,के.जी.,रू ४०.००,रू ६०.००,रू ५०.००
इमली,के.जी.,रू १७०.००,रू १८०.००,रू १७५.००
तामा,के.जी.,रू १३०.००,रू १५०.००,रू १४०.००
तोफु,के.जी.,रू १३०.००,रू १५०.००,रू १४०.००
गुन्दुक,के.जी.,रू २००.००,रू ३००.००,रू २५०.००
स्याउ(झोले),के.जी.,रू १८०.००,रू २३०.००,रू २०५.००
स्याउ(फूजी),के जी,रू २५०.००,रू २८०.००,रू २६५.००
केरा(नेपाली),दर्जन,रू १५०.००,रू २००.००,रू १७५.००
केरा(मालभोग),दर्जन,रू २००.००,रू २२०.००,रू २१०.००
कागती,के.जी.,रू २६०.००,रू २८०.००,रू २७०.००
अनार,के.जी.,रू ४००.००,रू ४५०.००,रू ४२५.००
अंगुर(हरियो),के.जी.,रू ३००.००,रू ३२०.००,रू ३१०.००
अंगुर(कालो),केजी,रू ४००.००,रू ४५०.००,रू ४२५.००
तरबुजा(हरियो),के.जी.,रू २८.००,रू ३८.००,रू ३३.००
भुई कटहर,प्रति गोटा,रू २३०.००,रू २५०.००,रू २४०.००
काक्रो(लोकल),के.जी.,रू ४०.००,रू ६०.००,रू ४७.५०
काक्रो(हाइब्रीड),के जी,रू २०.००,रू ३५.००,रू २७.५०
काक्रो(लोकलक्रस),के.जी.,रू ४०.००,रू ५५.००,रू ४७.५०
रुख कटहर,के.जी.,रू ६०.००,रू ७०.००,रू ६५.००
मेवा(नेपाली),के.जी.,रू ७०.००,रू ८०.००,रू ७५.००
मेवा(भारतीय),केजी,रू ८०.००,रू १००.००,रू ९०.००
लीच्ची(लोकल),के.जी.,रू २००.००,रू २२०.००,रू २१०.००
आभोकाडो,के.जी,रू ७००.००,रू ८००.००,रू ७५०.००
अदुवा,के.जी.,रू १५०.००,रू १८०.००,रू १६५.००
खु्र्सानी सुकेको,के.जी.,रू ३८०.००,रू ४३०.००,रू ४०५.००
खुर्सानी हरियो(लाम्चो),के जी,रू ९०.००,रू १००.००,रू ९५.००
खुर्सानी हरियो(बुलेट),के जी,रू ९०.००,रू १००.००,रू ९५.००
खुर्सानी हरियो(माछे),के जी,रू ६०.००,रू ७०.००,रू ६५.००
भेडे खु्र्सानी,के.जी.,रू ६०.००,रू ७०.००,रू ६५.००
लसुन हरियो,के.जी.,रू १७०.००,रू १९०.००,रू १८०.००
हरियो धनिया,के.जी.,रू ५०.००,रू १००.००,रू ७५.००
लसुन सुकेको चाइनिज,के.जी.,रू १७५.००,रू २००.००,रू १८७.५०
लसुन सुकेको नेपाली,के.जी.,रू ९०.००,रू १२०.००,रू १०५.००
छ्यापी सुकेको,के.जी.,रू १००.००,रू १४०.००,रू १२०.००
ताजा माछा(रहु),के जी,रू ३२०.००,रू ३३०.००,रू ३२५.००
ताजा माछा(बचुवा),के जी,रू ३००.००,रू ३१०.००,रू ३०५.००
ताजा माछा(छडी),के जी,रू २५०.००,रू २६०.००,रू २५५.००
