commodity,unit,min,max,avg
गोलभेडा ठूलो(नेपाली),के.जी.,रू ५०.००,रू ५५.००,रू ५२.५०
गोलभेडा सानो(लोकल),के.जी.,रू १७.००,रू २१.००,रू १९.००
गोलभेडा सानो(टनेल),के जी,रू २६.००,रू ३५.००,रू २९.७३
आलु रातो(लाम्चो),के.जी.,रू ३८.००,रू ४१.००,रू ३९.६७
आलु रातो(मुडे),केजी,रू ३५.००,रू ३८.००,रू ३६.५०
आलु रातो(भारतीय),के जी,रू २८.००,रू ३०.००,रू २९.००
आलु सेतो,के.जी.,रू २८.००,रू ३०.००,रू २९.००
प्याज सुकेको (भारतीय),के.जी.,रू ५२.००,रू ५४.००,रू ५३.००
गाजर(लोकल),के.जी.,रू ९०.००,रू १००.००,रू ९६.००
गाजर(तराई),केजी,रू ८०.००,रू ९०.००,रू ८५.००
बन्दा(लोकल),के.जी.,रू ५०.००,रू ६०.००,रू ५५.००
काउली स्थानिय,के.जी.,रू ३०.००,रू ५०.००,रू ३८.४६
मूला रातो,के.जी.,रू ४०.००,रू ५०.००,रू ४३.७५
सेतो मूला(हाइब्रीड),केजी,रू १५.००,रू २५.००,रू २०.००
भन्टा लाम्चो,के.जी.,रू १०.००,रू २०.००,रू १४.२५
भन्टा डल्लो,के.जी.,रू २५.००,रू ३५.००,रू ३०.००
बोडी(तने),के.जी.,रू २०.००,रू ३५.००,रू २७.५०
मकै बोडी,केजी,रू २०.००,रू ४०.००,रू ३०.८३
मटरकोशा,के.जी.,रू १२०.००,रू १३०.००,रू १२५.००
घिउ सिमी(लोकल),के.जी.,रू ३०.००,रू ५०.००,रू ४१.२५
घिउ सिमी(हाइब्रीड),केजी,रू ३०.००,रू ४०.००,रू ३६.६७
घिउ सिमी(राजमा),केजी,रू ७०.००,रू ८०.००,रू ७५.००
टाटे सिमी,के.जी.,रू ४०.००,रू ५०.००,रू ४५.००
भटमासकोशा,के.जी.,रू ८०.००,रू १००.००,रू ९०.००
