commodity,unit,min,max,avg
गोलभेडा ठूलो(भारतीय),केजी,रू ७०.००,रू ८०.००,रू ७५.००
गोलभेडा सानो(लोकल),के.जी.,रू २२.००,रू ३२.००,रू २७.००
गोलभेडा सानो(टनेल),के जी,रू ३०.००,रू ४५.००,रू ३७.५०
गोलभेडा सानो(भारतीय),के जी,रू २५.००,रू ३५.००,रू ३०.००
गोलभेडा सानो(तराई),के जी,रू ३५.००,रू ४५.००,रू ४०.००
आलु रातो(लाम्चो),के.जी.,रू २५.००,रू २८.००,रू २६.६७
आलु रातो(भारतीय),के जी,रू २३.००,रू २५.००,रू २४.००
प्याज सुकेको (भारतीय),के.जी.,रू ४०.००,रू ४२.००,रू ४१.००
गाजर(लोकल),के.जी.,रू ४०.००,रू ५०.००,रू ४५.००
गाजर(तराई),केजी,रू ३५.००,रू ४५.००,रू ४०.००
बन्दा(लोकल),के.जी.,रू ५५.००,रू ७०.००,रू ६१.२५
बन्दा(तराई),केजी,रू ४०.००,रू ५०.००,रू ४५.००
बन्दा(नरिवल),केजी,रू ३५.००,रू ५०.००,रू ४०.७५
काउली स्थानिय,के.जी.,रू ४५.००,रू ५५.००,रू ५०.००
स्थानीय काउली(ज्यापु),केजी,रू ६५.००,रू ८०.००,रू ७१.६७
काउली तराई,के.जी.,रू ४०.००,रू ५५.००,रू ४७.५०
मूला रातो,के.जी.,रू २५.००,रू ३५.००,रू ३०.००
मूला सेतो(लोकल),के.जी.,रू १०.००,रू १५.००,रू १२.५०
सेतो मूला(हाइब्रीड),केजी,रू १५.००,रू २०.००,रू १७.५०
भन्टा लाम्चो,के.जी.,रू ४५.००,रू ६०.००,रू ५२.५०
भन्टा डल्लो,के.जी.,रू ५५.००,रू ७०.००,रू ६२.५०
मटरकोशा,के.जी.,रू ६०.००,रू ७०.००,रू ६५.००
घिउ सिमी(लोकल),के.जी.,रू १००.००,रू १२०.००,रू ११०.००
घिउ सिमी(हाइब्रीड),केजी,रू ८०.००,रू १००.००,रू ९०.००
घिउ सिमी(राजमा),केजी,रू १२०.००,रू १३०.००,रू १२५.००
टाटे सिमी,के.जी.,रू ९०.००,रू १००.००,रू ९५.००
तितो करेला,के.जी.,रू १७०.००,रू १९०.००,रू १८०.००
लौका,के.जी.,रू ७५.००,रू ८०.००,रू ७७.५०
परवर(तराई),केजी,रू २२०.००,रू २४०.००,रू २३०.००
फर्सी पाकेको,के.जी.,रू ४०.००,रू ५०.००,रू ४५.००
फर्सी हरियो(लाम्चो),के.जी.,रू १८.००,रू ३०.००,रू २५.२५
हरियो फर्सी(डल्लो),केजी,रू ३०.००,रू ३५.००,रू ३२.५०
सलगम,के.जी.,रू ५०.००,रू ६०.००,रू ५५.००
भिण्डी,के.जी.,रू १२०.००,रू १३०.००,रू १२५.००
सखरखण्ड,के.जी.,रू ६०.००,रू ७०.००,रू ६५.००
बरेला,के.जी.,रू ४५.००,रू ५५.००,रू ५०.००
पिंडालू,के.जी.,रू ५०.००,रू ६५.००,रू ५७.५०
स्कूस,के.जी.,रू ७०.००,रू ८०.००,रू ७५.००
रायो साग,के.जी.,रू १५.००,रू ३०.००,रू २२.५०
पालूगो साग,के.जी.,रू ५०.००,रू ६०.००,रू ५५.००
चमसूरको साग,के.जी.,रू ५०.००,रू ६०.००,रू ५५.००
मेथीको साग,के.जी.,रू ८०.००,रू ९०.००,रू ८५.००
प्याज हरियो,के.जी.,रू ४०.००,रू ६०.००,रू ५०.००
बकूला,के.जी.,रू ७५.००,रू ९०.००,रू ८२.५०
तरुल,के.जी.,रू ५०.००,रू ७०.००,रू ६०.००
च्याउ(कन्य),के.जी.,रू ७०.००,रू १००.००,रू ८५.००
च्याउ(डल्ले),के जी,रू ३००.००,रू ३५०.००,रू ३२५.००
राजा च्याउ,के.जी.,रू २८०.००,रू ३००.००,रू २९०.००
सिताके च्याउ,के.जी.,रू ८००.००,"रू १,०००.००",रू ९००.००
ब्रोकाउली,के.जी.,रू ४०.००,रू ६०.००,रू ५०.००
चुकुन्दर,के.जी.,रू ५०.००,रू ७०.००,रू ६०.००
सजिवन,के.जी.,रू १८०.००,रू २२०.००,रू २००.००
रातो बन्दा,के.जी.,रू ११०.००,रू १३०.००,रू १२०.००
जिरीको साग,के.जी.,रू ८०.००,रू ९०.००,रू ८५.००
ग्याठ कोबी,के.जी.,रू ६०.००,रू ७०.००,रू ६५.००
सेलरी,के.जी.,रू १८०.००,रू २००.००,रू १९०.००
पार्सले,के.जी.,रू ५००.००,रू ६००.००,रू ५५०.००
सौफको साग,के.जी.,रू ७०.००,रू ९०.००,रू ८०.००
पुदीना,के.जी.,रू ३००.००,रू ३५०.००,रू ३२५.००
गान्टे मूला,के.जी.,रू ५०.००,रू ६०.००,रू ५५.००
इमली,के.जी.,रू १७०.००,रू १८०.००,रू १७५.००
तामा,के.जी.,रू ११०.००,रू १२०.००,रू ११५.००
तोफु,के.जी.,रू १३०.००,रू १५०.००,रू १४०.००
गुन्दुक,के.जी.,रू ३२०.००,रू ३५०.००,रू ३३५.००
रुख टमाटर,केजी,रू २३०.००,रू २५०.००,रू २४०.००
स्याउ(फूजी),के जी,रू २८०.००,रू ३३०.००,रू ३०३.३३
केरा(नेपाली),दर्जन,रू १४०.००,रू १६०.००,रू १५०.००
अनार,के.जी.,रू ३००.००,रू ३५०.००,रू ३२५.००
सुन्तला(नेपाली),के.जी.,रू १५०.००,रू १८०.००,रू १६५.००
तरबुजा(हरियो),के.जी.,रू ८०.००,रू ९०.००,रू ८५.००
मौसम,के.जी.,रू १२०.००,रू १३०.००,रू १२५.००
जुनार,के.जी.,रू १२०.००,रू १३०.००,रू १२५.००
भुई कटहर,प्रति गोटा,रू १४५.००,रू १५५.००,रू १५०.००
काक्रो(लोकल),के.जी.,रू ५०.००,रू ६५.००,रू ५७.५०
