commodity,unit,min,max,avg
गोलभेडा ठूलो(नेपाली),के.जी.,रू ३५.००,रू ५०.००,रू ४२.५०
गोलभेडा सानो(लोकल),के.जी.,रू १३.००,रू १७.००,रू १५.००
गोलभेडा सानो(टनेल),के जी,रू २०.००,रू ३०.००,रू २४.८६
आलु रातो(लाम्चो),के.जी.,रू ४०.००,रू ४२.००,रू ४१.००
रातो आलु(गोलो),के जी,रू ३८.००,रू ४०.००,रू ३९.००
आलु रातो(मुडे),केजी,रू ३८.००,रू ४०.००,रू ३९.००
आलु रातो(भारतीय),के जी,रू २८.००,रू ३०.००,रू २९.००
आलु सेतो,के.जी.,रू २८.००,रू ३०.००,रू २९.००
प्याज सुकेको (भारतीय),के.जी.,रू ५२.००,रू ५५.००,रू ५३.६७
गाजर(लोकल),के.जी.,रू ९०.००,रू १००.००,रू ९५.००
गाजर(तराई),केजी,रू ८०.००,रू ९०.००,रू ८५.००
बन्दा(लोकल),के.जी.,रू ३५.००,रू ५०.००,रू ४३.३३
काउली स्थानिय,के.जी.,रू ३०.००,रू ४०.००,रू ३६.६७
मूला रातो,के.जी.,रू ३५.००,रू ४०.००,रू ३७.५०
सेतो मूला(हाइब्रीड),केजी,रू २०.००,रू २०.००,रू २०.००
भन्टा लाम्चो,के.जी.,रू १०.००,रू २५.००,रू १८.७५
भन्टा डल्लो,के.जी.,रू २५.००,रू ३५.००,रू ३०.००
बोडी(तने),के.जी.,रू २५.००,रू ४०.००,रू ३३.००
मकै बोडी,केजी,रू ४०.००,रू ५०.००,रू ४५.००
घिउ सिमी(लोकल),के.जी.,रू ३०.००,रू ४०.००,रू ३५.००
घिउ सिमी(हाइब्रीड),केजी,रू ३०.००,रू ५५.००,रू ४३.७५
घिउ सिमी(राजमा),केजी,रू ७०.००,रू ८०.००,रू ७५.००
टाटे सिमी,के.जी.,रू ३०.००,रू ६०.००,रू ४५.००
भटमासकोशा,के.जी.,रू ८०.००,रू १००.००,रू ९०.००
तितो करेला,के.जी.,रू २५.००,रू ३५.००,रू २८.७५
