commodity,unit,min,max,avg
गोलभेडा ठूलो(नेपाली),के.जी.,रू ३५.००,रू ४५.००,रू ३८.७५
गोलभेडा सानो(लोकल),के.जी.,रू ८.००,रू १२.००,रू ९.६७
गोलभेडा सानो(टनेल),के जी,रू १३.००,रू २१.००,रू १७.२०
आलु रातो(लाम्चो),के.जी.,रू ४५.००,रू ४८.००,रू ४६.५०
रातो आलु(गोलो),के जी,रू ४२.००,रू ४५.००,रू ४३.५०
आलु रातो(मुडे),केजी,रू ४२.००,रू ४५.००,रू ४३.६७
आलु रातो(भारतीय),के जी,रू ३०.००,रू ३६.००,रू ३४.२५
आलु सेतो,के.जी.,रू ३५.००,रू ३८.००,रू ३६.२५
प्याज सुकेको (भारतीय),के.जी.,रू ५२.००,रू ५५.००,रू ५४.००
गाजर(लोकल),के.जी.,रू १००.००,रू १२०.००,रू १०७.५०
गाजर(तराई),केजी,रू ९०.००,रू १००.००,रू ९५.००
बन्दा(लोकल),के.जी.,रू २५.००,रू ३५.००,रू ३०.००
काउली स्थानिय,के.जी.,रू ६०.००,रू ८०.००,रू ६८.३३
मूला रातो,के.जी.,रू ३०.००,रू २५०.००,रू १४०.००
सेतो मूला(हाइब्रीड),केजी,रू १५.००,रू २५.००,रू २०.००
भन्टा लाम्चो,के.जी.,रू ३०.००,रू ४०.००,रू ३५.००
भन्टा डल्लो,के.जी.,रू ४०.००,रू ५०.००,रू ४५.००
बोडी(तने),के.जी.,रू ७०.००,रू ८०.००,रू ७६.२५
मकै बोडी,केजी,रू ४०.००,रू ५०.००,रू ४५.००
घिउ सिमी(लोकल),के.जी.,रू ७०.००,रू ९०.००,रू ८२.५०
घिउ सिमी(हाइब्रीड),केजी,रू ७०.००,रू ९०.००,रू ८२.५०
घिउ सिमी(राजमा),केजी,रू ९०.००,रू १००.००,रू ९५.००
टाटे सिमी,के.जी.,रू ५०.००,रू ६०.००,रू ५५.००
भटमासकोशा,के.जी.,रू १२०.००,रू १४०.००,रू १३०.००
तितो करेला,के.जी.,रू ३०.००,रू ४०.००,रू ३६.००
लौका,के.जी.,रू ३०.००,रू ४०.००,रू ३५.००
परवर(लोकल),के.जी.,रू ३०.००,रू ४०.००,रू ३५.००
परवर(तराई),केजी,रू ३०.००,रू ४०.००,रू ३५.००
चिचिण्डो,के.जी.,रू २०.००,रू ३०.००,रू २५.००
घिरौला,के.जी.,रू ५०.००,रू ६०.००,रू ५५.००
झिगूनी,के.जी.,रू ५०.००,रू ६०.००,रू ५५.००
फर्सी पाकेको,के.जी.,रू ५०.००,रू ६०.००,रू ५५.००
फर्सी हरियो(लाम्चो),के.जी.,रू ८०.००,रू ९०.००,रू ८५.००
हरियो फर्सी(डल्लो),केजी,रू ३०.००,रू ४०.००,रू ३५.००
भिण्डी,के.जी.,रू ४०.००,रू ५०.००,रू ४३.७५
सखरखण्ड,के.जी.,रू १००.००,रू १२०.००,रू ११०.००
पिंडालू,के.जी.,रू ९०.००,रू १००.००,रू ९५.००
स्कूस,के.जी.,रू ४०.००,रू ६०.००,रू ५०.००
रायो साग,के.जी.,रू १००.००,रू १२०.००,रू ११०.००
पालूगो साग,के.जी.,रू ८०.००,रू १००.००,रू ९०.००
चमसूरको साग,के.जी.,रू ९०.००,रू १००.००,रू ९५.००
तोरीको साग,के.जी.,रू ८०.००,रू ९०.००,रू ८५.००
प्याज हरियो,के.जी.,रू ८०.००,रू १००.००,रू ९०.००
च्याउ(कन्य),के.जी.,रू २३०.००,रू २६०.००,रू २४६.६७
च्याउ(डल्ले),के जी,रू ४५०.००,रू ५००.००,रू ४७८.३३
राजा च्याउ,के.जी.,रू २८०.००,रू ३००.००,रू २९०.००
सिताके च्याउ,के.जी.,रू ८००.००,"रू १,०००.००",रू ९००.००
कुरीलो,के.जी.,रू २५०.००,रू ३००.००,रू २७५.००
न्यूरो,के.जी.,रू ९०.००,रू १००.००,रू ९५.००
ब्रोकाउली,के.जी.,रू १३०.००,रू १४०.००,रू १३५.००
चुकुन्दर,के.जी.,रू ६०.००,रू ७०.००,रू ६५.००
रातो बन्दा,के.जी.,रू ५०.००,रू ६०.००,रू ५५.००
जिरीको साग,के.जी.,रू ९०.००,रू १००.००,रू ९५.००
सेलरी,के.जी.,रू १८०.००,रू २००.००,रू १९०.००
पार्सले,के.जी.,रू ३००.००,रू ३५०.००,रू ३२५.००
सौफको साग,के.जी.,रू ९०.००,रू १००.००,रू ९५.००
पुदीना,के.जी.,रू २००.००,रू २५०.००,रू २२५.००
गान्टे मूला,के.जी.,रू ८०.००,रू ९०.००,रू ८५.००
इमली,के.जी.,रू १६०.००,रू १८०.००,रू १७०.००
तामा,के.जी.,रू १४०.००,रू १६०.००,रू १५०.००
तोफु,के.जी.,रू १४०.००,रू १६०.००,रू १४८.३३
गुन्दुक,के.जी.,रू ३००.००,रू ३५०.००,रू ३२५.००
स्याउ(फूजी),के जी,रू २८०.००,रू ३००.००,रू २९०.००
केरा(नेपाली),दर्जन,रू २००.००,रू २५०.००,रू २२५.००
केरा(मालभोग),दर्जन,रू १८०.००,रू २००.००,रू १९०.००
