commodity,unit,min,max,avg
गोलभेडा ठूलो(नेपाली),के.जी.,रू १००.००,रू ११०.००,रू १०५.००
गोलभेडा ठूलो(भारतीय),केजी,रू ११०.००,रू १२०.००,रू ११५.००
गोलभेडा सानो(लोकल),के.जी.,रू ६५.००,रू ८७.००,रू ७३.८६
गोलभेडा सानो(टनेल),के जी,रू ८०.००,रू १०८.००,रू ९५.४३
गोलभेडा सानो(भारतीय),के जी,रू ८५.००,रू ९५.००,रू ९०.००
गोलभेडा सानो(तराई),के जी,रू ८०.००,रू ९५.००,रू ८९.२९
आलु रातो(लाम्चो),के.जी.,रू २३.००,रू ३५.००,रू ३०.१४
आलु रातो(भारतीय),के जी,रू २४.००,रू २७.००,रू २५.५०
प्याज सुकेको (भारतीय),के.जी.,रू ५२.००,रू ५५.००,रू ५३.५०
गाजर(लोकल),के.जी.,रू ७०.००,रू ८०.००,रू ७३.३३
गाजर(तराई),केजी,रू ६५.००,रू ७०.००,रू ६७.५०
बन्दा(लोकल),के.जी.,रू ३०.००,रू ४०.००,रू ३६.२५
बन्दा(तराई),केजी,रू २५.००,रू ३५.००,रू ३०.००
बन्दा(नरिवल),केजी,रू २०.००,रू ३५.००,रू २७.५०
काउली स्थानिय,के.जी.,रू ४५.००,रू ६०.००,रू ५५.३३
स्थानीय काउली(ज्यापु),केजी,रू ७०.००,रू ८०.००,रू ७५.००
काउली तराई,के.जी.,रू ३५.००,रू ५०.००,रू ४२.५०
मूला रातो,के.जी.,रू ३०.००,रू ४०.००,रू ३५.००
मूला सेतो(लोकल),के.जी.,रू १५.००,रू २०.००,रू १६.७५
सेतो मूला(हाइब्रीड),केजी,रू २५.००,रू ४०.००,रू ३१.२५
भन्टा लाम्चो,के.जी.,रू ५०.००,रू ७०.००,रू ५७.५०
भन्टा डल्लो,के.जी.,रू ७०.००,रू ८०.००,रू ७५.००
मकै बोडी,केजी,रू ६०.००,रू ७०.००,रू ६५.००
मटरकोशा,के.जी.,रू ७०.००,रू १००.००,रू ८८.००
घिउ सिमी(लोकल),के.जी.,रू ८०.००,रू १००.००,रू ८७.५०
घिउ सिमी(हाइब्रीड),केजी,रू ७०.००,रू ८०.००,रू ७५.००
घिउ सिमी(राजमा),केजी,रू १४०.००,रू १६०.००,रू १५०.००
टाटे सिमी,के.जी.,रू ७०.००,रू ८०.००,रू ७६.६७
तितो करेला,के.जी.,रू १००.००,रू ११०.००,रू १०७.५०
लौका,के.जी.,रू ६०.००,रू ७०.००,रू ६६.००
परवर(तराई),केजी,रू १५०.००,रू १६०.००,रू १५५.००
घिरौला,के.जी.,रू १००.००,रू ११०.००,रू १०५.००
फर्सी पाकेको,के.जी.,रू ३०.००,रू ४०.००,रू ३५.००
फर्सी हरियो(लाम्चो),के.जी.,रू ३०.००,रू ४०.००,रू ३५.००
हरियो फर्सी(डल्लो),केजी,रू ३५.००,रू ४५.००,रू ४०.००
सलगम,के.जी.,रू ८०.००,रू ९०.००,रू ८५.००
भिण्डी,के.जी.,रू ९०.००,रू ११०.००,रू १००.००
सखरखण्ड,के.जी.,रू ६०.००,रू ७५.००,रू ६७.५०
बरेला,के.जी.,रू ४०.००,रू ६०.००,रू ५२.५०
पिंडालू,के.जी.,रू ७०.००,रू ८०.००,रू ७५.००
स्कूस,के.जी.,रू २५.००,रू ३०.००,रू २७.५०
रायो साग,के.जी.,रू २०.००,रू ५०.००,रू २७.५०
पालूगो साग,के.जी.,रू ६०.००,रू ७०.००,रू ६५.००
चमसूरको साग,के.जी.,रू ६०.००,रू ८०.००,रू ७०.००
तोरीको साग,के.जी.,रू ४०.००,रू ५०.००,रू ४५.००
मेथीको साग,के.जी.,रू ८०.००,रू १००.००,रू ९०.००
प्याज हरियो,के.जी.,रू ४०.००,रू ६०.००,रू ४८.३३
बकूला,के.जी.,रू १००.००,रू ११०.००,रू १०५.००
तरुल,के.जी.,रू ६०.००,रू ७०.००,रू ६५.००
च्याउ(कन्य),के.जी.,रू ८०.००,रू १२०.००,रू १०१.६७
च्याउ(डल्ले),के जी,रू ३२०.००,रू ३८०.००,रू ३४६.६७
राजा च्याउ,के.जी.,रू २८०.००,रू ३००.००,रू २९०.००
सिताके च्याउ,के.जी.,रू ८००.००,"रू १,०००.००",रू ९००.००
कुरीलो,के.जी.,"रू १,७००.००","रू २,०००.००","रू १,८५०.००"
ब्रोकाउली,के.जी.,रू ८०.००,रू १२०.००,रू १००.००
चुकुन्दर,के.जी.,रू ७०.००,रू ८०.००,रू ७५.००
रातो बन्दा,के.जी.,रू १८०.००,रू २००.००,रू १९०.००
जिरीको साग,के.जी.,रू १२०.००,रू १५०.००,रू १३५.००
ग्याठ कोबी,के.जी.,रू ७०.००,रू ८५.००,रू ७७.५०
सेलरी,के.जी.,रू २५०.००,रू ३००.००,रू २७५.००
पार्सले,के.जी.,रू ६००.००,रू ७००.००,रू ६५०.००
सौफको साग,के.जी.,रू ७०.००,रू ९०.००,रू ८०.००
पुदीना,के.जी.,रू ४००.००,रू ५००.००,रू ४५०.००
गान्टे मूला,के.जी.,रू ७०.००,रू ८०.००,रू ७५.००
इमली,के.जी.,रू १७०.००,रू १८०.००,रू १७५.००
तामा,के.जी.,रू ११०.००,रू १२०.००,रू ११५.००
तोफु,के.जी.,रू १३०.००,रू १५०.००,रू १४०.००
गुन्दुक,के.जी.,रू ३५०.००,रू ४००.००,रू ३७५.००
रुख टमाटर,केजी,रू २००.००,रू २५०.००,रू २२५.००
स्याउ(झोले),के.जी.,रू २००.००,रू २५०.००,रू २२५.००
स्याउ(फूजी),के जी,रू २८०.००,रू ३२०.००,रू ३००.००
केरा(नेपाली),दर्जन,रू १८०.००,रू २००.००,रू १९०.००
कागती,के.जी.,रू ८०.००,रू ९०.००,रू ८५.००
