commodity,unit,min,max,avg
गोलभेडा ठूलो(नेपाली),के.जी.,रू ५०.००,रू ६०.००,रू ५५.००
गोलभेडा ठूलो(भारतीय),केजी,रू ६०.००,रू ७०.००,रू ६५.००
गोलभेडा सानो(लोकल),के.जी.,रू २०.००,रू ३५.००,रू २५.१४
गोलभेडा सानो(टनेल),के जी,रू ३९.००,रू ५०.००,रू ४२.८१
आलु रातो(लाम्चो),के.जी.,रू २८.००,रू ३२.००,रू ३०.००
रातो आलु(गोलो),के जी,रू २५.००,रू २८.००,रू २६.५०
प्याज सुकेको (भारतीय),के.जी.,रू ३५.००,रू ३८.००,रू ३६.७५
गाजर(लोकल),के.जी.,रू ५५.००,रू ७०.००,रू ६३.७५
बन्दा(लोकल),के.जी.,रू ३०.००,रू ३५.००,रू ३२.५०
काउली स्थानिय,के.जी.,रू ४०.००,रू ५०.००,रू ४४.१७
मूला रातो,के.जी.,रू ३०.००,रू ४०.००,रू ३५.००
सेतो मूला(हाइब्रीड),केजी,रू १५.००,रू २५.००,रू २०.००
भन्टा लाम्चो,के.जी.,रू ३५.००,रू ५०.००,रू ४३.००
भन्टा डल्लो,के.जी.,रू ५५.००,रू ६५.००,रू ६०.००
बोडी(तने),के.जी.,रू ४५.००,रू ५०.००,रू ४७.५०
मकै बोडी,केजी,रू ७०.००,रू ८०.००,रू ७५.००
मटरकोशा,के.जी.,रू ४५.००,रू ५५.००,रू ५०.००
घिउ सिमी(लोकल),के.जी.,रू ६०.००,रू ७०.००,रू ६५.००
घिउ सिमी(हाइब्रीड),केजी,रू ४०.००,रू ६०.००,रू ५०.००
घिउ सिमी(राजमा),केजी,रू ८०.००,रू १००.००,रू ९०.००
टाटे सिमी,के.जी.,रू १२०.००,रू १४०.००,रू १३०.००
भटमासकोशा,के.जी.,रू १००.००,रू १३०.००,रू ११०.००
तितो करेला,के.जी.,रू ३०.००,रू ५०.००,रू ३९.१७
लौका,के.जी.,रू ५०.००,रू ५५.००,रू ५२.५०
परवर(लोकल),के.जी.,रू ५५.००,रू ७०.००,रू ६१.२५
घिरौला,के.जी.,रू ४०.००,रू ५०.००,रू ४५.००
झिगूनी,के.जी.,रू ५०.००,रू ६०.००,रू ५५.००
फर्सी पाकेको,के.जी.,रू ५०.००,रू ६०.००,रू ५५.००
फर्सी हरियो(लाम्चो),के.जी.,रू ५०.००,रू ६०.००,रू ५५.००
हरियो फर्सी(डल्लो),केजी,रू ३०.००,रू ४०.००,रू ३६.२५
भिण्डी,के.जी.,रू ३५.००,रू ५०.००,रू ४१.२५
सखरखण्ड,के.जी.,रू ७०.००,रू ८०.००,रू ७५.००
पिंडालू,के.जी.,रू ३०.००,रू ४०.००,रू ३५.००
रायो साग,के.जी.,रू ५०.००,रू ७०.००,रू ६०.००
पालूगो साग,के.जी.,रू ८०.००,रू १००.००,रू ९०.००
चमसूरको साग,के.जी.,रू ९०.००,रू १००.००,रू ९५.००
मेथीको साग,के.जी.,रू ९०.००,रू १००.००,रू ९५.००
प्याज हरियो,के.जी.,रू १००.००,रू १२०.००,रू ११३.३३
च्याउ(कन्य),के.जी.,रू २५०.००,रू २८०.००,रू २६५.००
च्याउ(डल्ले),के जी,रू ४००.००,रू ४५०.००,रू ४२१.६७
राजा च्याउ,के.जी.,रू ३००.००,रू ३२०.००,रू ३१०.००
सिताके च्याउ,के.जी.,रू ८००.००,"रू १,०००.००",रू ९००.००
कुरीलो,के.जी.,रू २५०.००,रू ३३०.००,रू २९३.३३
न्यूरो,के.जी.,रू ७०.००,रू ८०.००,रू ७५.००
ब्रोकाउली,के.जी.,रू ६०.००,रू ७५.००,रू ६७.५०
चुकुन्दर,के.जी.,रू ५०.००,रू ६०.००,रू ५५.००
सजिवन,के.जी.,रू १००.००,रू १२०.००,रू ११०.००
रातो बन्दा,के.जी.,रू ४०.००,रू ५०.००,रू ४५.००
जिरीको साग,के.जी.,रू ९०.००,रू १००.००,रू ९५.००
सेलरी,के.जी.,रू १२०.००,रू १४०.००,रू १३०.००
पार्सले,के.जी.,रू २००.००,रू २२०.००,रू २१०.००
सौफको साग,के.जी.,रू ९०.००,रू १००.००,रू ९५.००
पुदीना,के.जी.,रू १४०.००,रू १५०.००,रू १४५.००
मकै(हरियो),के जी,रू ४०.००,रू ५०.००,रू ४५.००
इमली,के.जी.,रू १७०.००,रू १८०.००,रू १७५.००
तामा,के.जी.,रू १३०.००,रू १५०.००,रू १४०.००
तोफु,के.जी.,रू १४०.००,रू १५०.००,रू १४५.००
गुन्दुक,के.जी.,रू २००.००,रू ३००.००,रू २५०.००
स्याउ(फूजी),के जी,रू २८०.००,रू ३००.००,रू २९०.००
केरा(नेपाली),दर्जन,रू १६०.००,रू २००.००,रू १८०.००
केरा(मालभोग),दर्जन,रू २००.००,रू २२०.००,रू २१०.००
कागती,के.जी.,रू २२०.००,रू २४०.००,रू २३०.००
अनार,के.जी.,रू ४००.००,रू ४५०.००,रू ४२५.००
तरबुजा(हरियो),के.जी.,रू ३०.००,रू ४०.००,रू ३५.००
भुई कटहर,प्रति गोटा,रू १९०.००,रू २००.००,रू १९५.००
काक्रो(लोकल),के.जी.,रू ५०.००,रू ६०.००,रू ५६.६७
काक्रो(हाइब्रीड),के जी,रू १०.००,रू २०.००,रू १५.००
काक्रो(लोकलक्रस),के.जी.,रू ५०.००,रू ६०.००,रू ५४.१४
रुख कटहर,के.जी.,रू ३०.००,रू ३५.००,रू ३२.५०
मेवा(नेपाली),के.जी.,रू ८०.००,रू ९०.००,रू ८५.००
मेवा(भारतीय),केजी,रू ९०.००,रू १००.००,रू ९५.००
लीच्ची(लोकल),के.जी.,रू २००.००,रू २५०.००,रू २२५.००
लीच्ची(भारतीय),केजी,रू २५०.००,रू २८०.००,रू २६५.००
नरिवल(काँचो),के जी,रू ७०.००,रू ८०.००,रू ७५.००
नरिवल(हरियो),के जी,रू १५०.००,रू १८०.००,रू १६५.००
अदुवा,के.जी.,रू ११०.००,रू १४०.००,रू १२३.३३
खु्र्सानी सुकेको,के.जी.,रू ४५०.००,रू ५२०.००,रू ४७३.३३
