commodity,unit,min,max,avg
गोलभेडा ठूलो(नेपाली),के.जी.,रू ४०.००,रू ५०.००,रू ४४.५०
गोलभेडा सानो(लोकल),के.जी.,रू १५.००,रू २०.००,रू १७.५०
गोलभेडा सानो(टनेल),के जी,रू २४.००,रू ३५.००,रू २९.६७
आलु रातो(लाम्चो),के.जी.,रू ४६.००,रू ४८.००,रू ४७.००
रातो आलु(गोलो),के जी,रू ४५.००,रू ४७.००,रू ४५.७५
आलु रातो(मुडे),केजी,रू ४५.००,रू ४७.००,रू ४६.००
आलु रातो(भारतीय),के जी,रू ३३.००,रू ३५.००,रू ३३.६७
आलु सेतो,के.जी.,रू ३०.००,रू ३५.००,रू ३२.५०
प्याज सुकेको (भारतीय),के.जी.,रू ५४.००,रू ५७.००,रू ५५.७५
गाजर(लोकल),के.जी.,रू १००.००,रू १२०.००,रू ११०.००
गाजर(तराई),केजी,रू ८०.००,रू ९०.००,रू ८५.००
बन्दा(लोकल),के.जी.,रू २०.००,रू ३०.००,रू २५.००
काउली स्थानिय,के.जी.,रू ९०.००,रू १२०.००,रू ९७.००
मूला रातो,के.जी.,रू ३०.००,रू ४०.००,रू ३५.००
सेतो मूला(हाइब्रीड),केजी,रू १५.००,रू २५.००,रू १८.३३
भन्टा लाम्चो,के.जी.,रू ७०.००,रू ८०.००,रू ७५.००
भन्टा डल्लो,के.जी.,रू ८०.००,रू ९०.००,रू ८५.००
बोडी(तने),के.जी.,रू ९०.००,रू १००.००,रू ९५.००
मकै बोडी,केजी,रू ८०.००,रू ९०.००,रू ८५.००
घिउ सिमी(लोकल),के.जी.,रू १२०.००,रू १४०.००,रू १३०.००
घिउ सिमी(हाइब्रीड),केजी,रू १२०.००,रू १४०.००,रू १३०.००
घिउ सिमी(राजमा),केजी,रू १३०.००,रू १६०.००,रू १४२.५०
टाटे सिमी,के.जी.,रू ९०.००,रू १००.००,रू ९५.००
भटमासकोशा,के.जी.,रू ८०.००,रू १००.००,रू ९०.००
तितो करेला,के.जी.,रू ६०.००,रू ८०.००,रू ७२.८६
लौका,के.जी.,रू ६०.००,रू ८०.००,रू ७१.६७
परवर(लोकल),के.जी.,रू ७०.००,रू ८०.००,रू ७५.००
परवर(तराई),केजी,रू ७०.००,रू ८०.००,रू ७५.००
चिचिण्डो,के.जी.,रू ३०.००,रू ४०.००,रू ३५.००
घिरौला,के.जी.,रू ८०.००,रू ९०.००,रू ८५.००
झिगूनी,के.जी.,रू ८०.००,रू ९०.००,रू ८५.००
फर्सी पाकेको,के.जी.,रू ५०.००,रू ६०.००,रू ५५.००
हरियो फर्सी(डल्लो),केजी,रू ६०.००,रू ७०.००,रू ६३.७५
भिण्डी,के.जी.,रू ७०.००,रू ८०.००,रू ७५.७१
पिंडालू,के.जी.,रू ९०.००,रू १००.००,रू ९५.००
