commodity,unit,min,max,avg
गोलभेडा ठूलो(भारतीय),केजी,रू ९०.००,रू १००.००,रू ९५.००
गोलभेडा सानो(लोकल),के.जी.,रू ४५.००,रू ६०.००,रू ५५.००
गोलभेडा सानो(टनेल),के जी,रू ७५.००,रू ९०.००,रू ८२.००
गोलभेडा सानो(भारतीय),के जी,रू ६५.००,रू ७५.००,रू ७१.६७
गोलभेडा सानो(तराई),के जी,रू ७०.००,रू ८०.००,रू ७६.२५
आलु रातो(लाम्चो),के.जी.,रू २६.००,रू ३२.००,रू २८.८६
आलु रातो(भारतीय),के जी,रू २५.००,रू २६.००,रू २५.५०
प्याज सुकेको (भारतीय),के.जी.,रू ४२.००,रू ४४.००,रू ४२.८३
गाजर(लोकल),के.जी.,रू ६०.००,रू ७०.००,रू ६५.००
गाजर(तराई),केजी,रू ५०.००,रू ६०.००,रू ५५.००
बन्दा(लोकल),के.जी.,रू ५५.००,रू ७०.००,रू ६१.६७
बन्दा(तराई),केजी,रू ४०.००,रू ५५.००,रू ४६.२५
बन्दा(नरिवल),केजी,रू ४५.००,रू ५५.००,रू ५१.२५
काउली स्थानिय,के.जी.,रू ६०.००,रू ७५.००,रू ६९.००
स्थानीय काउली(ज्यापु),केजी,रू ९०.००,रू ११०.००,रू १००.००
काउली तराई,के.जी.,रू ७०.००,रू ८०.००,रू ७५.००
मूला रातो,के.जी.,रू ३०.००,रू ४०.००,रू ३५.००
मूला सेतो(लोकल),के.जी.,रू १२.००,रू १८.००,रू १५.००
सेतो मूला(हाइब्रीड),केजी,रू १६.००,रू २५.००,रू २०.२५
भन्टा लाम्चो,के.जी.,रू ६०.००,रू ८०.००,रू ७०.००
भन्टा डल्लो,के.जी.,रू ८०.००,रू ९०.००,रू ८५.००
मकै बोडी,केजी,रू ४०.००,रू ५०.००,रू ४५.००
मटरकोशा,के.जी.,रू ६०.००,रू ७०.००,रू ६६.२५
घिउ सिमी(लोकल),के.जी.,रू ११०.००,रू १३०.००,रू १२२.००
घिउ सिमी(हाइब्रीड),केजी,रू १००.००,रू ११०.००,रू १०५.००
