commodity,unit,min,max,avg
गोलभेडा ठूलो(नेपाली),के.जी.,रू ३५.००,रू ४५.००,रू ४०.००
गोलभेडा सानो(लोकल),के.जी.,रू १०.००,रू १५.००,रू १२.५०
गोलभेडा सानो(टनेल),के जी,रू २०.००,रू ३२.००,रू २६.२१
आलु रातो(लाम्चो),के.जी.,रू ३६.००,रू ४८.००,रू ४३.४०
रातो आलु(गोलो),के जी,रू ४२.००,रू ४६.००,रू ४४.५०
आलु रातो(मुडे),केजी,रू ४४.००,रू ४६.००,रू ४५.३३
आलु रातो(भारतीय),के जी,रू ३४.००,रू ३६.००,रू ३४.६७
आलु सेतो,के.जी.,रू ३५.००,रू ३८.००,रू ३६.२५
प्याज सुकेको (भारतीय),के.जी.,रू ५३.००,रू ५७.००,रू ५४.५०
गाजर(लोकल),के.जी.,रू ९०.००,रू १००.००,रू ९५.००
गाजर(तराई),केजी,रू ८०.००,रू ९०.००,रू ८५.००
बन्दा(लोकल),के.जी.,रू २५.००,रू ३५.००,रू ३०.८३
काउली स्थानिय,के.जी.,रू ७०.००,रू ९०.००,रू ७८.३३
मूला रातो,के.जी.,रू ३०.००,रू ३५.००,रू ३२.५०
सेतो मूला(हाइब्रीड),केजी,रू १५.००,रू २५.००,रू २०.००
भन्टा लाम्चो,के.जी.,रू ३०.००,रू ४०.००,रू ३४.१७
भन्टा डल्लो,के.जी.,रू ५०.००,रू ५०.००,रू ५०.००
बोडी(तने),के.जी.,रू ७०.००,रू ९०.००,रू ८०.००
मकै बोडी,केजी,रू ५०.००,रू ६०.००,रू ५५.००
घिउ सिमी(लोकल),के.जी.,रू १००.००,रू १२०.००,रू ११०.००
घिउ सिमी(हाइब्रीड),केजी,रू ९०.००,रू ११०.००,रू १००.००
घिउ सिमी(राजमा),केजी,रू ९०.००,रू ११०.००,रू १००.००
टाटे सिमी,के.जी.,रू ६०.००,रू ७०.००,रू ६५.००
भटमासकोशा,के.जी.,रू १००.००,रू १२०.००,रू ११०.००
तितो करेला,के.जी.,रू ३०.००,रू ४०.००,रू ३५.८३
लौका,के.जी.,रू ५०.००,रू ६०.००,रू ५६.२५
परवर(लोकल),के.जी.,रू ४०.००,रू ५०.००,रू ४५.००
परवर(तराई),केजी,रू ४०.००,रू ५०.००,रू ४५.००
चिचिण्डो,के.जी.,रू २०.००,रू ३०.००,रू २५.००
घिरौला,के.जी.,रू ५०.००,रू ६०.००,रू ५३.७५
झिगूनी,के.जी.,रू ६०.००,रू ७०.००,रू ६५.००
फर्सी पाकेको,के.जी.,रू ५०.००,रू ६०.००,रू ५५.००
फर्सी हरियो(लाम्चो),के.जी.,रू ३०.००,रू ९०.००,रू ६०.००
हरियो फर्सी(डल्लो),केजी,रू ४०.००,रू ५०.००,रू ४३.७५
भिण्डी,के.जी.,रू ४०.००,रू ५०.००,रू ४६.२५
सखरखण्ड,के.जी.,रू १००.००,रू १२०.००,रू ११०.००
पिंडालू,के.जी.,रू ९०.००,रू १००.००,रू ९५.००
स्कूस,के.जी.,रू ५०.००,रू ६०.००,रू ५५.००
रायो साग,के.जी.,रू १२०.००,रू १४०.००,रू १३०.००
पालूगो साग,के.जी.,रू १००.००,रू १२०.००,रू ११०.००
तोरीको साग,के.जी.,रू ९०.००,रू ११०.००,रू १००.००
प्याज हरियो,के.जी.,रू ८०.००,रू १००.००,रू ९०.००
च्याउ(कन्य),के.जी.,रू २४०.००,रू २६०.००,रू २४८.७५
च्याउ(डल्ले),के जी,रू ४००.००,रू ४५०.००,रू ४२५.००
राजा च्याउ,के.जी.,रू २८०.००,रू ३००.००,रू २९०.००
सिताके च्याउ,के.जी.,रू ८००.००,"रू १,०००.००",रू ९००.००
कुरीलो,के.जी.,रू ३००.००,रू ४००.००,रू ३५०.००
न्यूरो,के.जी.,रू ९०.००,रू १००.००,रू ९५.००
ब्रोकाउली,के.जी.,रू १००.००,रू १२०.००,रू ११०.००
चुकुन्दर,के.जी.,रू ५०.००,रू ६०.००,रू ५५.००
रातो बन्दा,के.जी.,रू ३०.००,रू ४०.००,रू ३५.००
जिरीको साग,के.जी.,रू ९०.००,रू १००.००,रू ९५.००
सेलरी,के.जी.,रू १८०.००,रू २००.००,रू १९०.००
पार्सले,के.जी.,रू ४००.००,रू ५००.००,रू ४५०.००
पुदीना,के.जी.,रू २५०.००,रू ३००.००,रू २७५.००
गान्टे मूला,के.जी.,रू ८०.००,रू ९०.००,रू ८५.००
इमली,के.जी.,रू १६०.००,रू १८०.००,रू १७०.००
तामा,के.जी.,रू १४०.००,रू १६०.००,रू १५०.००
तोफु,के.जी.,रू १४०.००,रू १६०.००,रू १५१.६७
गुन्दुक,के.जी.,रू ३००.००,रू ३५०.००,रू ३२५.००
स्याउ(फूजी),के जी,रू २८०.००,रू ३००.००,रू २९०.००
केरा(नेपाली),दर्जन,रू २००.००,रू २५०.००,रू २२५.००
केरा(मालभोग),दर्जन,रू १८०.००,रू २००.००,रू १९०.००
कागती,के.जी.,रू १४०.००,रू १८०.००,रू १६०.००
अनार,के.जी.,रू ४५०.००,रू ५००.००,रू ४७५.००
आँप(मालदह),के.जी.,रू १५०.००,रू १६०.००,रू १५५.००
आँप(दसहरी),केजी,रू १६०.००,रू १७०.००,रू १६५.००
तरबुजा(हरियो),के.जी.,रू ६०.००,रू ७०.००,रू ६५.००
जुनार,के.जी.,रू २७०.००,रू ३००.००,रू २८५.००
भुई कटहर,प्रति गोटा,रू १८०.००,रू २००.००,रू १९०.००
काक्रो(लोकल),के.जी.,रू ६०.००,रू ८०.००,रू ७१.४३
काक्रो(हाइब्रीड),के जी,रू १५.००,रू २५.००,रू २०.००
काक्रो(लोकलक्रस),के.जी.,रू ६०.००,रू ७०.००,रू ६५.००
रुख कटहर,के.जी.,रू ४०.००,रू ५०.००,रू ४५.००
नासपाती(लोकल),के.जी.,रू १००.००,रू ११०.००,रू १०५.००
मेवा(नेपाली),के.जी.,रू ८०.००,रू ९०.००,रू ८५.००
मेवा(भारतीय),केजी,रू १००.००,रू १२०.००,रू ११०.००
नरिवल(काँचो),के जी,रू ६०.००,रू ८०.००,रू ७०.००
नरिवल(हरियो),के जी,रू १५०.००,रू १७०.००,रू १६०.००
अदुवा,के.जी.,रू २००.००,रू २३०.००,रू २१२.५०
खु्र्सानी सुकेको,के.जी.,रू ४५०.००,रू ५००.००,रू ४७५.००
खुर्सानी हरियो(लाम्चो),के जी,रू ६०.००,रू ७०.००,रू ६५.००
खुर्सानी हरियो(बुलेट),के जी,रू ६०.००,रू ७०.००,रू ६५.००
खुर्सानी हरियो(माछे),के जी,रू ५०.००,रू ६०.००,रू ५५.००
खुर्सानी हरियो(अकबरे),के जी,रू १५०.००,रू २५०.००,रू २००.००
भेडे खु्र्सानी,के.जी.,रू ७०.००,रू ८०.००,रू ७५.००
लसुन हरियो,के.जी.,रू ८०.००,रू १००.००,रू ९०.००
हरियो धनिया,के.जी.,रू २००.००,रू ३००.००,रू २५०.००
लसुन सुकेको चाइनिज,के.जी.,रू २००.००,रू २२०.००,रू २०७.५०
लसुन सुकेको नेपाली,के.जी.,रू १८०.००,रू २००.००,रू १९०.००
माछा सुकेको,के.जी.,रू ८००.००,"रू १,०००.००",रू ८७५.००
ताजा माछा(रहु),के जी,रू ३२०.००,रू ३४०.००,रू ३३०.००
ताजा माछा(बचुवा),के जी,रू २८०.००,रू ३००.००,रू २९०.००
ताजा माछा(छडी),के जी,रू २८०.००,रू ३००.००,रू २९०.००
