commodity,unit,min,max,avg
गोलभेडा ठूलो(भारतीय),केजी,रू ८०.००,रू १००.००,रू ९०.००
गोलभेडा सानो(लोकल),के.जी.,रू ५०.००,रू ६०.००,रू ५३.६७
गोलभेडा सानो(भारतीय),के जी,रू ४५.००,रू ५५.००,रू ५०.००
गोलभेडा सानो(तराई),के जी,रू ४४.००,रू ५५.००,रू ४८.१७
आलु रातो(लाम्चो),के.जी.,रू २२.००,रू २७.००,रू २४.५०
आलु रातो(भारतीय),के जी,रू २२.००,रू २३.००,रू २२.५०
प्याज सुकेको (भारतीय),के.जी.,रू ३७.००,रू ४०.००,रू ३८.३८
गाजर(लोकल),के.जी.,रू ४०.००,रू ५०.००,रू ४५.००
गाजर(तराई),केजी,रू २०.००,रू ३०.००,रू २५.००
बन्दा(लोकल),के.जी.,रू २५.००,रू ३५.००,रू ३०.००
बन्दा(तराई),केजी,रू २०.००,रू ३०.००,रू २५.००
काउली स्थानिय,के.जी.,रू ३०.००,रू ४०.००,रू ३५.००
स्थानीय काउली(ज्यापु),केजी,रू ४०.००,रू ५०.००,रू ४५.००
सेतो मूला(हाइब्रीड),केजी,रू १५.००,रू २५.००,रू १९.१७
भन्टा लाम्चो,के.जी.,रू ३०.००,रू ४०.००,रू ३५.००
भन्टा डल्लो,के.जी.,रू ४०.००,रू ५०.००,रू ४५.००
बोडी(तने),के.जी.,रू ६०.००,रू ८०.००,रू ७०.००
मटरकोशा,के.जी.,रू ४०.००,रू ५०.००,रू ४५.००
घिउ सिमी(लोकल),के.जी.,रू २०.००,रू ३०.००,रू २५.००
घिउ सिमी(हाइब्रीड),केजी,रू ३०.००,रू ४०.००,रू ३५.००
घिउ सिमी(राजमा),केजी,रू ९०.००,रू १००.००,रू ९५.००
टाटे सिमी,के.जी.,रू १००.००,रू १२०.००,रू ११०.००
भटमासकोशा,के.जी.,रू १५०.००,रू १८०.००,रू १६५.००
तितो करेला,के.जी.,रू २०.००,रू ४०.००,रू २७.१४
लौका,के.जी.,रू १५.००,रू ३०.००,रू २२.५०
परवर(लोकल),के.जी.,रू ७०.००,रू ८०.००,रू ७५.००
परवर(तराई),केजी,रू ६०.००,रू ७०.००,रू ६५.००
चिचिण्डो,के.जी.,रू २०.००,रू ३०.००,रू २५.००
घिरौला,के.जी.,रू ३०.००,रू ४०.००,रू ३५.००
फर्सी पाकेको,के.जी.,रू ५०.००,रू ५५.००,रू ५२.५०
फर्सी हरियो(लाम्चो),के.जी.,रू २०.००,रू ३०.००,रू २६.२५
हरियो फर्सी(डल्लो),केजी,रू २०.००,रू २५.००,रू २३.३३
भिण्डी,के.जी.,रू ४५.००,रू ६०.००,रू ५२.५०
सखरखण्ड,के.जी.,रू ७०.००,रू ८०.००,रू ७५.००
पिंडालू,के.जी.,रू ४०.००,रू ५०.००,रू ४५.००
स्कूस,के.जी.,रू ५०.००,रू ६०.००,रू ५५.००
रायो साग,के.जी.,रू ४०.००,रू ५०.००,रू ४५.००
पालूगो साग,के.जी.,रू ७०.००,रू ८०.००,रू ७५.००
चमसूरको साग,के.जी.,रू ६०.००,रू ७०.००,रू ६५.००
तोरीको साग,के.जी.,रू २०.००,रू ३०.००,रू २५.००
मेथीको साग,के.जी.,रू ६०.००,रू ७०.००,रू ६५.००
प्याज हरियो,के.जी.,रू ८०.००,रू १००.००,रू ९०.००
तरुल,के.जी.,रू ७०.००,रू ९०.००,रू ८०.००
च्याउ(कन्य),के.जी.,रू १८०.००,रू २००.००,रू १९०.००
च्याउ(डल्ले),के जी,रू ३८०.००,रू ४२०.००,रू ४००.००
राजा च्याउ,के.जी.,रू ३००.००,रू ३२०.००,रू ३१०.००
सिताके च्याउ,के.जी.,रू ८००.००,"रू १,०००.००",रू ९००.००
कुरीलो,के.जी.,रू ४००.००,रू ५००.००,रू ४५०.००
न्यूरो,के.जी.,रू ८०.००,रू १००.००,रू ९०.००
ब्रोकाउली,के.जी.,रू ४०.००,रू ७०.००,रू ५५.००
चुकुन्दर,के.जी.,रू ५०.००,रू ६०.००,रू ५५.००
सजिवन,के.जी.,रू १००.००,रू १२०.००,रू ११०.००
कोइरालो,के.जी.,रू २८०.००,रू ३००.००,रू २९०.००
रातो बन्दा,के.जी.,रू ४०.००,रू ५०.००,रू ४५.००
जिरीको साग,के.जी.,रू ७०.००,रू ८०.००,रू ७५.००
सेलरी,के.जी.,रू १४०.००,रू १६०.००,रू १५०.००
पार्सले,के.जी.,रू ३००.००,रू ३२०.००,रू ३१०.००
सौफको साग,के.जी.,रू ७०.००,रू ८०.००,रू ७५.००
पुदीना,के.जी.,रू १००.००,रू ११०.००,रू १०५.००
गान्टे मूला,के.जी.,रू ४०.००,रू ५०.००,रू ४५.००
इमली,के.जी.,रू १७०.००,रू १८०.००,रू १७५.००
तामा,के.जी.,रू १३०.००,रू १५०.००,रू १४०.००
तोफु,के.जी.,रू १३०.००,रू १५०.००,रू १४०.००
गुन्दुक,के.जी.,रू २५०.००,रू ३००.००,रू २७५.००
स्याउ(झोले),के.जी.,रू २२०.००,रू २५०.००,रू २३५.००
स्याउ(फूजी),के जी,रू २५०.००,रू ३००.००,रू २७५.००
केरा(नेपाली),दर्जन,रू १८०.००,रू २२०.००,रू २००.००
कागती,के.जी.,रू ३७०.००,रू ३८०.००,रू ३७५.००
अनार,के.जी.,रू ४३०.००,रू ४८०.००,रू ४५५.००
अंगुर(हरियो),के.जी.,रू २२०.००,रू २५०.००,रू २३५.००
अंगुर(कालो),केजी,रू ३६०.००,रू ३८०.००,रू ३७०.००
तरबुजा(हरियो),के.जी.,रू ३५.००,रू ४५.००,रू ४०.००
भुई कटहर,प्रति गोटा,रू २३०.००,रू २५०.००,रू २४०.००
काक्रो(लोकल),के.जी.,रू ३५.००,रू ५०.००,रू ४४.१७
काक्रो(हाइब्रीड),के जी,रू १०.००,रू २०.००,रू १५.००
काक्रो(लोकलक्रस),के.जी.,रू ५०.००,रू ६०.००,रू ५६.२५
रुख कटहर,के.जी.,रू ६०.००,रू ७०.००,रू ६५.००
नासपाती(चाइनिज),केजी,रू २३०.००,रू २५०.००,रू २४०.००
मेवा(नेपाली),के.जी.,रू ७०.००,रू ८०.००,रू ७५.००
मेवा(भारतीय),केजी,रू ८०.००,रू ९०.००,रू ८५.००
किवि,केजी,रू ४००.००,रू ५००.००,रू ४५०.००
आभोकाडो,के.जी,रू ७००.००,रू ८००.००,रू ७५०.००
अदुवा,के.जी.,रू ८०.००,रू १००.००,रू ९०.००
खु्र्सानी सुकेको,के.जी.,रू ३८०.००,रू ४५०.००,रू ४१५.००
खुर्सानी हरियो(लाम्चो),के जी,रू ६०.००,रू ७०.००,रू ६५.००
खुर्सानी हरियो(बुलेट),के जी,रू ४५.००,रू ५५.००,रू ५०.००
खुर्सानी हरियो(माछे),के जी,रू ४५.००,रू ६०.००,रू ५२.५०
खुर्सानी हरियो(अकबरे),के जी,रू ५००.००,रू ६००.००,रू ५५०.००
भेडे खु्र्सानी,के.जी.,रू ५०.००,रू ७०.००,रू ५७.५०
लसुन हरियो,के.जी.,रू १४०.००,रू १६०.००,रू १५०.००
हरियो धनिया,के.जी.,रू ५०.००,रू ६०.००,रू ५५.००
लसुन सुकेको चाइनिज,के.जी.,रू १८०.००,रू २००.००,रू १९०.००
लसुन सुकेको नेपाली,के.जी.,रू १००.००,रू १२०.००,रू ११०.००
ताजा माछा(रहु),के जी,रू ३२०.००,रू ३४०.००,रू ३३०.००
ताजा माछा(बचुवा),के जी,रू ३००.००,रू ३१०.००,रू ३०५.००
ताजा माछा(छडी),के जी,रू २८०.००,रू ३००.००,रू २९०.००
