commodity,unit,min,max,avg
गोलभेडा ठूलो(नेपाली),के.जी.,रू ५०.००,रू ६०.००,रू ५५.००
गोलभेडा ठूलो(भारतीय),केजी,रू ६५.००,रू ७५.००,रू ७०.००
गोलभेडा सानो(लोकल),के.जी.,रू १८.००,रू ३०.००,रू २२.३३
गोलभेडा सानो(टनेल),के जी,रू ३०.००,रू ४०.००,रू ३४.८०
आलु रातो(लाम्चो),के.जी.,रू ३०.००,रू ३५.००,रू ३२.५०
रातो आलु(गोलो),के जी,रू २८.००,रू ३२.००,रू ३०.००
प्याज सुकेको (भारतीय),के.जी.,रू ४०.००,रू ४३.००,रू ४१.५०
गाजर(लोकल),के.जी.,रू ७०.००,रू ८०.००,रू ७५.००
बन्दा(लोकल),के.जी.,रू ३५.००,रू ४५.००,रू ४०.००
काउली स्थानिय,के.जी.,रू ६०.००,रू ८०.००,रू ७०.००
सेतो मूला(हाइब्रीड),केजी,रू १२.००,रू २०.००,रू १५.६७
भन्टा लाम्चो,के.जी.,रू ३०.००,रू ४०.००,रू ३५.००
भन्टा डल्लो,के.जी.,रू ४०.००,रू ५०.००,रू ४५.००
बोडी(तने),के.जी.,रू ८०.००,रू ९०.००,रू ८५.००
मकै बोडी,केजी,रू ७०.००,रू ९०.००,रू ८०.००
घिउ सिमी(लोकल),के.जी.,रू ७०.००,रू ९०.००,रू ७७.५०
घिउ सिमी(हाइब्रीड),केजी,रू ६०.००,रू ८०.००,रू ७०.००
घिउ सिमी(राजमा),केजी,रू १००.००,रू ११०.००,रू १०५.००
टाटे सिमी,के.जी.,रू १२०.००,रू १३०.००,रू १२५.००
भटमासकोशा,के.जी.,रू १३०.००,रू १५०.००,रू १४०.००
तितो करेला,के.जी.,रू २०.००,रू ३०.००,रू २३.३३
लौका,के.जी.,रू ७०.००,रू ८०.००,रू ७३.३३
परवर(लोकल),के.जी.,रू ५५.००,रू ६५.००,रू ६०.००
चिचिण्डो,के.जी.,रू ३८.००,रू ४२.००,रू ४०.००
फर्सी पाकेको,के.जी.,रू ४५.००,रू ६०.००,रू ५१.६७
फर्सी हरियो(लाम्चो),के.जी.,रू ७०.००,रू ८०.००,रू ७५.००
हरियो फर्सी(डल्लो),केजी,रू ४०.००,रू ५०.००,रू ४५.००
भिण्डी,के.जी.,रू ३०.००,रू ५०.००,रू ४०.००
सखरखण्ड,के.जी.,रू ७०.००,रू ८०.००,रू ७५.००
पिंडालू,के.जी.,रू ३०.००,रू ४०.००,रू ३५.००
स्कूस,के.जी.,रू ७०.००,रू ८०.००,रू ७६.६७
रायो साग,के.जी.,रू ५०.००,रू ६०.००,रू ५५.००
पालूगो साग,के.जी.,रू ८०.००,रू ९०.००,रू ८५.००
चमसूरको साग,के.जी.,रू ८०.००,रू ९०.००,रू ८५.००
तोरीको साग,के.जी.,रू ४०.००,रू ५०.००,रू ४५.००
