commodity,unit,min,max,avg
गोलभेडा ठूलो(नेपाली),के.जी.,रू ५०.००,रू ६०.००,रू ५५.००
गोलभेडा ठूलो(भारतीय),केजी,रू ६०.००,रू ७०.००,रू ६५.००
गोलभेडा सानो(लोकल),के.जी.,रू १०.००,रू २०.००,रू १५.००
गोलभेडा सानो(टनेल),के जी,रू २५.००,रू ३५.००,रू ३०.००
आलु रातो(लाम्चो),के.जी.,रू ३५.००,रू ३८.००,रू ३६.५०
रातो आलु(गोलो),के जी,रू ३०.००,रू ३५.००,रू ३२.७५
आलु रातो(मुडे),केजी,रू ३२.००,रू ३५.००,रू ३३.५०
प्याज सुकेको (भारतीय),के.जी.,रू ४०.००,रू ४३.००,रू ४१.५०
गाजर(लोकल),के.जी.,रू ८०.००,रू १००.००,रू ९०.००
बन्दा(लोकल),के.जी.,रू ५०.००,रू ६०.००,रू ५५.००
काउली स्थानिय,के.जी.,रू ४०.००,रू ६०.००,रू ५०.००
मूला रातो,के.जी.,रू ३०.००,रू ४०.००,रू ३५.००
सेतो मूला(हाइब्रीड),केजी,रू १०.००,रू २०.००,रू १५.००
भन्टा लाम्चो,के.जी.,रू २५.००,रू ३५.००,रू ३०.००
भन्टा डल्लो,के.जी.,रू ३०.००,रू ४०.००,रू ३५.००
बोडी(तने),के.जी.,रू २०.००,रू ३०.००,रू २५.००
मकै बोडी,केजी,रू ३०.००,रू ४०.००,रू ३५.००
घिउ सिमी(लोकल),के.जी.,रू ४०.००,रू ५०.००,रू ४५.००
घिउ सिमी(हाइब्रीड),केजी,रू ४०.००,रू ५०.००,रू ४५.००
घिउ सिमी(राजमा),केजी,रू ९०.००,रू १२०.००,रू १०५.००
टाटे सिमी,के.जी.,रू ६०.००,रू ७०.००,रू ६५.००
भटमासकोशा,के.जी.,रू १००.००,रू १३०.००,रू ११५.००
तितो करेला,के.जी.,रू ३०.००,रू ४०.००,रू ३५.००
लौका,के.जी.,रू ४०.००,रू ५०.००,रू ४५.००
परवर(लोकल),के.जी.,रू ३०.००,रू ४०.००,रू ३५.००
परवर(तराई),केजी,रू ३०.००,रू ४०.००,रू ३५.००
चिचिण्डो,के.जी.,रू ३०.००,रू ४०.००,रू ३५.००
घिरौला,के.जी.,रू ४०.००,रू ५०.००,रू ४५.००
झिगूनी,के.जी.,रू ६०.००,रू ७०.००,रू ६५.००
फर्सी पाकेको,के.जी.,रू ५०.००,रू ६०.००,रू ५५.००
फर्सी हरियो(लाम्चो),के.जी.,रू ५०.००,रू ६०.००,रू ५५.००
हरियो फर्सी(डल्लो),केजी,रू ३०.००,रू ४०.००,रू ३५.००
भिण्डी,के.जी.,रू २०.००,रू ३०.००,रू २५.००
सखरखण्ड,के.जी.,रू ९०.००,रू १००.००,रू ९५.००
पिंडालू,के.जी.,रू ८०.००,रू ९०.००,रू ८५.००
स्कूस,के.जी.,रू ४०.००,रू ५०.००,रू ४५.००
रायो साग,के.जी.,रू ४०.००,रू ५०.००,रू ४५.००
पालूगो साग,के.जी.,रू ८०.००,रू ९०.००,रू ८५.००
चमसूरको साग,के.जी.,रू ८०.००,रू ९०.००,रू ८५.००
तोरीको साग,के.जी.,रू ५०.००,रू ६०.००,रू ५५.००
प्याज हरियो,के.जी.,रू ८०.००,रू ९०.००,रू ८५.००
च्याउ(कन्य),के.जी.,रू २००.००,रू २५०.००,रू २२५.००
च्याउ(डल्ले),के जी,रू ३००.००,रू ३७०.००,रू ३३४.००
राजा च्याउ,के.जी.,रू २८०.००,रू ३००.००,रू २९०.००
सिताके च्याउ,के.जी.,रू ८००.००,"रू १,०००.००",रू ९००.००
कुरीलो,के.जी.,रू ३००.००,रू ३५०.००,रू ३२६.६७
न्यूरो,के.जी.,रू ९०.००,रू १००.००,रू ९५.००
ब्रोकाउली,के.जी.,रू ८०.००,रू १००.००,रू ९०.००
चुकुन्दर,के.जी.,रू ५०.००,रू ६०.००,रू ५५.००
सजिवन,के.जी.,रू १००.००,रू १२०.००,रू ११०.००
रातो बन्दा,के.जी.,रू ३०.००,रू ४०.००,रू ३५.००
जिरीको साग,के.जी.,रू ९०.००,रू १००.००,रू ९५.००
सेलरी,के.जी.,रू १२०.००,रू १३०.००,रू १२५.००
पार्सले,के.जी.,रू २००.००,रू २२०.००,रू २१०.००
सौफको साग,के.जी.,रू ८०.००,रू ९०.००,रू ८५.००
पुदीना,के.जी.,रू १००.००,रू १२०.००,रू ११०.००
गान्टे मूला,के.जी.,रू ६०.००,रू ७०.००,रू ६५.००
इमली,के.जी.,रू १६०.००,रू १८०.००,रू १७०.००
तामा,के.जी.,रू १३०.००,रू १४०.००,रू १३५.००
तोफु,के.जी.,रू १४०.००,रू १६०.००,रू १५०.००
गुन्दुक,के.जी.,रू ३००.००,रू ३५०.००,रू ३२६.६७
स्याउ(फूजी),के जी,रू २८०.००,रू ३००.००,रू २९०.००
केरा(नेपाली),दर्जन,रू १८०.००,रू २००.००,रू १९०.००
केरा(मालभोग),दर्जन,रू २००.००,रू २२०.००,रू २१०.००
कागती,के.जी.,रू १४०.००,रू १६०.००,रू १५०.००
अनार,के.जी.,रू ४००.००,रू ४२०.००,रू ४१०.००
आँप(मालदह),के.जी.,रू ६०.००,रू ७०.००,रू ६५.००
आँप(दसहरी),केजी,रू ९०.००,रू १००.००,रू ९५.००
तरबुजा(हरियो),के.जी.,रू ४०.००,रू ५०.००,रू ४५.००
जुनार,के.जी.,रू २००.००,रू २२०.००,रू २१०.००
भुई कटहर,प्रति गोटा,रू १८०.००,रू २००.००,रू १९०.००
काक्रो(लोकल),के.जी.,रू ५०.००,रू ७०.००,रू ५८.००
काक्रो(हाइब्रीड),के जी,रू १०.००,रू २०.००,रू १५.००
काक्रो(लोकलक्रस),के.जी.,रू ५०.००,रू ६०.००,रू ५५.००
रुख कटहर,के.जी.,रू ४०.००,रू ५०.००,रू ४५.००
नासपाती(चाइनिज),केजी,रू १५०.००,रू १६०.००,रू १५५.००
मेवा(नेपाली),के.जी.,रू ८०.००,रू ९०.००,रू ८५.००
