commodity,unit,min,max,avg
गोलभेडा ठूलो(नेपाली),के.जी.,रू ३५.००,रू ४५.००,रू ४०.५०
गोलभेडा सानो(लोकल),के.जी.,रू ८.००,रू १२.००,रू १०.१७
गोलभेडा सानो(टनेल),के जी,रू १३.००,रू २२.००,रू १६.५०
आलु रातो(लाम्चो),के.जी.,रू ४५.००,रू ४६.००,रू ४५.३३
रातो आलु(गोलो),के जी,रू ४२.००,रू ४३.००,रू ४२.५०
आलु रातो(मुडे),केजी,रू ४२.००,रू ४४.००,रू ४३.००
आलु रातो(भारतीय),के जी,रू २८.००,रू ३२.००,रू २९.८०
आलु सेतो,के.जी.,रू ३०.००,रू ३२.००,रू ३१.००
प्याज सुकेको (भारतीय),के.जी.,रू ५३.००,रू ५५.००,रू ५४.००
गाजर(लोकल),के.जी.,रू ९०.००,रू ११०.००,रू १०१.६७
गाजर(तराई),केजी,रू ९०.००,रू १००.००,रू ९५.००
बन्दा(लोकल),के.जी.,रू ३०.००,रू ४०.००,रू ३५.००
काउली स्थानिय,के.जी.,रू ८०.००,रू ९०.००,रू ८३.३३
मूला रातो,के.जी.,रू ३०.००,रू ३५.००,रू ३२.००
सेतो मूला(हाइब्रीड),केजी,रू २०.००,रू ३०.००,रू २५.००
भन्टा लाम्चो,के.जी.,रू १५.००,रू २५.००,रू २०.००
भन्टा डल्लो,के.जी.,रू ३०.००,रू ४०.००,रू ३५.००
बोडी(तने),के.जी.,रू ३०.००,रू ४०.००,रू ३५.००
मकै बोडी,केजी,रू ४०.००,रू ५०.००,रू ४५.००
घिउ सिमी(लोकल),के.जी.,रू ५०.००,रू ६०.००,रू ५५.६३
घिउ सिमी(हाइब्रीड),केजी,रू ५०.००,रू ६०.००,रू ५५.८३
घिउ सिमी(राजमा),केजी,रू ८०.००,रू ९०.००,रू ८५.००
टाटे सिमी,के.जी.,रू ५०.००,रू ६०.००,रू ५५.००
भटमासकोशा,के.जी.,रू ९०.००,रू १२०.००,रू १०५.००
तितो करेला,के.जी.,रू २०.००,रू ३०.००,रू २५.००
लौका,के.जी.,रू २५.००,रू ३५.००,रू २८.७५
परवर(लोकल),के.जी.,रू ३०.००,रू ४०.००,रू ३५.००
परवर(तराई),केजी,रू ३०.००,रू ४०.००,रू ३५.००
चिचिण्डो,के.जी.,रू २५.००,रू ३०.००,रू २७.५०
घिरौला,के.जी.,रू ३०.००,रू ४०.००,रू ३५.००
झिगूनी,के.जी.,रू ४०.००,रू ५०.००,रू ४५.००
फर्सी पाकेको,के.जी.,रू ५०.००,रू ६०.००,रू ५५.००
फर्सी हरियो(लाम्चो),के.जी.,रू ८०.००,रू ९०.००,रू ८५.००
हरियो फर्सी(डल्लो),केजी,रू १५.००,रू २५.००,रू २०.००
भिण्डी,के.जी.,रू ३०.००,रू ४०.००,रू ३५.००
सखरखण्ड,के.जी.,रू १००.००,रू १२०.००,रू ११०.००
पिंडालू,के.जी.,रू ९०.००,रू १००.००,रू ९५.००
स्कूस,के.जी.,रू ४०.००,रू ५०.००,रू ४५.००
रायो साग,के.जी.,रू ३०.००,रू ४०.००,रू ३५.००
पालूगो साग,के.जी.,रू ५०.००,रू ६०.००,रू ५५.००
चमसूरको साग,के.जी.,रू ५०.००,रू ६०.००,रू ५५.००
तोरीको साग,के.जी.,रू ४०.००,रू ५०.००,रू ४५.००
प्याज हरियो,के.जी.,रू ८०.००,रू १००.००,रू ९०.००
च्याउ(कन्य),के.जी.,रू २२०.००,रू २८०.००,रू २५३.३३
च्याउ(डल्ले),के जी,रू ३६०.००,रू ४००.००,रू ३८०.००
