commodity,unit,min,max,avg
गोलभेडा ठूलो(भारतीय),केजी,रू ६५.००,रू ७५.००,रू ७०.००
गोलभेडा सानो(लोकल),के.जी.,रू २५.००,रू ३५.००,रू ३०.००
गोलभेडा सानो(भारतीय),के जी,रू २५.००,रू ३५.००,रू ३०.००
गोलभेडा सानो(तराई),के जी,रू ३५.००,रू ४०.००,रू ३७.५०
आलु रातो(लाम्चो),के.जी.,रू १५.००,रू २०.००,रू १७.५०
आलु रातो(भारतीय),के जी,रू २०.००,रू २३.००,रू २१.५०
प्याज सुकेको (भारतीय),के.जी.,रू ३४.००,रू ३६.००,रू ३५.२५
गाजर(लोकल),के.जी.,रू २०.००,रू ३०.००,रू २५.००
गाजर(तराई),केजी,रू १५.००,रू २५.००,रू २०.००
बन्दा(लोकल),के.जी.,रू २०.००,रू ३०.००,रू २३.७५
बन्दा(नरिवल),केजी,रू १५.००,रू २०.००,रू १७.५०
काउली स्थानिय,के.जी.,रू ५०.००,रू ६०.००,रू ५५.००
स्थानीय काउली(ज्यापु),केजी,रू ७०.००,रू ८०.००,रू ७५.००
काउली तराई,के.जी.,रू ४०.००,रू ५५.००,रू ४७.५०
मूला सेतो(लोकल),के.जी.,रू १५.००,रू २०.००,रू १७.५०
सेतो मूला(हाइब्रीड),केजी,रू २०.००,रू ३०.००,रू २५.००
भन्टा लाम्चो,के.जी.,रू ५०.००,रू ६०.००,रू ५५.००
भन्टा डल्लो,के.जी.,रू ६०.००,रू ७०.००,रू ६५.००
बोडी(तने),के.जी.,रू १००.००,रू १२०.००,रू ११०.००
मटरकोशा,के.जी.,रू ५०.००,रू ७०.००,रू ६०.००
घिउ सिमी(लोकल),के.जी.,रू ६०.००,रू ८०.००,रू ७०.००
घिउ सिमी(हाइब्रीड),केजी,रू ४०.००,रू ६०.००,रू ५०.००
घिउ सिमी(राजमा),केजी,रू १००.००,रू ११०.००,रू १०५.००
टाटे सिमी,के.जी.,रू ८०.००,रू ९०.००,रू ८५.००
तितो करेला,के.जी.,रू १४०.००,रू १६०.००,रू १५०.००
लौका,के.जी.,रू ५०.००,रू ७०.००,रू ६२.५०
परवर(तराई),केजी,रू ९०.००,रू १००.००,रू ९५.००
घिरौला,के.जी.,रू ८०.००,रू १००.००,रू ९०.००
फर्सी पाकेको,के.जी.,रू ५०.००,रू ६०.००,रू ५५.००
फर्सी हरियो(लाम्चो),के.जी.,रू २०.००,रू ३०.००,रू २५.००
हरियो फर्सी(डल्लो),केजी,रू २०.००,रू ३०.००,रू २५.००
भिण्डी,के.जी.,रू १००.००,रू १२०.००,रू ११०.००
सखरखण्ड,के.जी.,रू ६०.००,रू ७०.००,रू ६५.००
बरेला,के.जी.,रू ७०.००,रू ८०.००,रू ७५.००
पिंडालू,के.जी.,रू ५०.००,रू ६०.००,रू ५५.००
स्कूस,के.जी.,रू ४०.००,रू ५०.००,रू ४५.००
रायो साग,के.जी.,रू ४०.००,रू ५०.००,रू ४५.००
पालूगो साग,के.जी.,रू ६०.००,रू ७०.००,रू ६५.००
चमसूरको साग,के.जी.,रू ८०.००,रू ९०.००,रू ८५.००
तोरीको साग,के.जी.,रू ५०.००,रू ६०.००,रू ५५.००
मेथीको साग,के.जी.,रू ८०.००,रू ९०.००,रू ८५.००
प्याज हरियो,के.जी.,रू ८०.००,रू १००.००,रू ९०.००
बकूला,के.जी.,रू २०.००,रू ३०.००,रू २५.००
तरुल,के.जी.,रू ७०.००,रू ८०.००,रू ७५.००
च्याउ(कन्य),के.जी.,रू ११०.००,रू १३०.००,रू १२०.००
च्याउ(डल्ले),के जी,रू ३००.००,रू ३५०.००,रू ३२५.००
राजा च्याउ,के.जी.,रू २८०.००,रू ३००.००,रू २९०.००
सिताके च्याउ,के.जी.,रू ८००.००,"रू १,०००.००",रू ९००.००
कुरीलो,के.जी.,रू ४००.००,रू ५००.००,रू ४५०.००
न्यूरो,के.जी.,रू ७०.००,रू ८०.००,रू ७५.००
